#  log10(E_nu/GeV)_min  log10(E_nu/GeV)_max  Dec_nu_min[deg]  Dec_nu_max[deg]   A_Eff[cm^2]
             6.60          6.80        -66.93        -61.64    2762307.93
             6.80          7.00        -66.93        -61.64    3408858.72
             7.00          7.20        -66.93        -61.64    4443191.92
             7.20          7.40        -66.93        -61.64    5505828.11
             7.40          7.60        -66.93        -61.64    6710917.97
             7.60          7.80        -66.93        -61.64    8612874.48
             7.80          8.00        -66.93        -61.64   10239697.59
             8.00          8.20        -66.93        -61.64   11816338.56
             8.20          8.40        -66.93        -61.64   14448613.98
             8.40          8.60        -66.93        -61.64   16702713.15
             8.60          8.80        -66.93        -61.64   19228966.16
             8.80          9.00        -66.93        -61.64   21721585.16
             9.00          9.20        -66.93        -61.64          0.00
             9.20          9.40        -66.93        -61.64          0.00
             9.40          9.60        -66.93        -61.64          0.00
             9.60          9.80        -66.93        -61.64          0.00
             9.80         10.00        -66.93        -61.64          0.00
             2.00          2.20        -61.64        -57.14          0.00
             2.20          2.40        -61.64        -57.14          0.00
             2.40          2.60        -61.64        -57.14          0.00
             2.60          2.80        -61.64        -57.14          0.00
             2.80          3.00        -61.64        -57.14          0.00
             3.00          3.20        -61.64        -57.14          0.00
             3.20          3.40        -61.64        -57.14          0.00
             3.40          3.60        -61.64        -57.14          0.00
             3.60          3.80        -61.64        -57.14          0.00
             3.80          4.00        -61.64        -57.14          0.00
             4.00          4.20        -61.64        -57.14          0.00
             4.20          4.40        -61.64        -57.14        463.74
             4.40          4.60        -61.64        -57.14       1733.55
             4.60          4.80        -61.64        -57.14       5343.00
             4.80          5.00        -61.64        -57.14      11130.33
             5.00          5.20        -61.64        -57.14      33336.46
             5.20          5.40        -61.64        -57.14      99679.27
             5.40          5.60        -61.64        -57.14     215376.79
             5.60          5.80        -61.64        -57.14     441365.70
             5.80          6.00        -61.64        -57.14     779932.21
             6.00          6.20        -61.64        -57.14    1112597.74
             6.20          6.40        -61.64        -57.14    1612963.23
             6.40          6.60        -61.64        -57.14    2197414.27
             6.60          6.80        -61.64        -57.14    2723988.09
             6.80          7.00        -61.64        -57.14    3583893.34
             7.00          7.20        -61.64        -57.14    4614321.87
             7.20          7.40        -61.64        -57.14    5738781.38
             7.40          7.60        -61.64        -57.14    7141597.45
             7.60          7.80        -61.64        -57.14    8571120.14
             7.80          8.00        -61.64        -57.14   10033948.63
             8.00          8.20        -61.64        -57.14   12303927.20
             8.20          8.40        -61.64        -57.14   14230007.58
             8.40          8.60        -61.64        -57.14   16528466.42
             8.60          8.80        -61.64        -57.14   18490207.98
             8.80          9.00        -61.64        -57.14   23616221.27
             9.00          9.20        -61.64        -57.14          0.00
             9.20          9.40        -61.64        -57.14          0.00
             9.40          9.60        -61.64        -57.14          0.00
             9.60          9.80        -61.64        -57.14          0.00
             9.80         10.00        -61.64        -57.14          0.00
             2.00          2.20        -57.14        -53.13          0.00
             2.20          2.40        -57.14        -53.13          0.00
             2.40          2.60        -57.14        -53.13          0.00
             2.60          2.80        -57.14        -53.13          0.00
             2.80          3.00        -57.14        -53.13          0.00
             3.00          3.20        -57.14        -53.13          0.00
             3.20          3.40        -57.14        -53.13          0.00
             3.40          3.60        -57.14        -53.13          0.00
             3.60          3.80        -57.14        -53.13          0.00
             3.80          4.00        -57.14        -53.13          0.00
             4.00          4.20        -57.14        -53.13          0.00
             4.20          4.40        -57.14        -53.13          0.00
             4.40          4.60        -57.14        -53.13       1320.58
             4.60          4.80        -57.14        -53.13       3185.85
             4.80          5.00        -57.14        -53.13      13086.71
             5.00          5.20        -57.14        -53.13      32890.27
             5.20          5.40        -57.14        -53.13      97845.33
             5.40          5.60        -57.14        -53.13     230686.41
             5.60          5.80        -57.14        -53.13     462997.71
             5.80          6.00        -57.14        -53.13     759363.30
             6.00          6.20        -57.14        -53.13    1164732.66
             6.20          6.40        -57.14        -53.13    1628806.87
             6.40          6.60        -57.14        -53.13    2231870.90
             6.60          6.80        -57.14        -53.13    2908642.36
             6.80          7.00        -57.14        -53.13    3826310.48
             7.00          7.20        -57.14        -53.13    4962617.66
             7.20          7.40        -57.14        -53.13    6150021.25
             7.40          7.60        -57.14        -53.13    7180792.03
             7.60          7.80        -57.14        -53.13    8812724.10
             7.80          8.00        -57.14        -53.13   10645824.12
             8.00          8.20        -57.14        -53.13   12519335.18
             8.20          8.40        -57.14        -53.13   14568229.96
             8.40          8.60        -57.14        -53.13   17045478.10
             8.60          8.80        -57.14        -53.13   19809156.91
             8.80          9.00        -57.14        -53.13   23185260.57
             9.00          9.20        -57.14        -53.13          0.00
             9.20          9.40        -57.14        -53.13          0.00
             9.40          9.60        -57.14        -53.13          0.00
             9.60          9.80        -57.14        -53.13          0.00
             9.80         10.00        -57.14        -53.13          0.00
             2.00          2.20        -53.13        -49.46          0.00
             2.20          2.40        -53.13        -49.46          0.00
             2.40          2.60        -53.13        -49.46          0.00
             2.60          2.80        -53.13        -49.46          0.00
             2.80          3.00        -53.13        -49.46          0.00
             3.00          3.20        -53.13        -49.46          0.00
             3.20          3.40        -53.13        -49.46          0.00
             3.40          3.60        -53.13        -49.46          0.00
             3.60          3.80        -53.13        -49.46          0.00
             3.80          4.00        -53.13        -49.46          0.00
             4.00          4.20        -53.13        -49.46          0.00
             4.20          4.40        -53.13        -49.46        173.13
             4.40          4.60        -53.13        -49.46       1137.23
             4.60          4.80        -53.13        -49.46       3424.30
             4.80          5.00        -53.13        -49.46      10780.26
             5.00          5.20        -53.13        -49.46      40145.60
             5.20          5.40        -53.13        -49.46      99094.96
             5.40          5.60        -53.13        -49.46     217430.80
             5.60          5.80        -53.13        -49.46     455914.42
             5.80          6.00        -53.13        -49.46     786566.04
             6.00          6.20        -53.13        -49.46    1203748.32
             6.20          6.40        -53.13        -49.46    1730337.30
             6.40          6.60        -53.13        -49.46    2350890.16
             6.60          6.80        -53.13        -49.46    3135203.00
             6.80          7.00        -53.13        -49.46    4020432.20
             7.00          7.20        -53.13        -49.46    4930314.37
             7.20          7.40        -53.13        -49.46    6270610.41
             7.40          7.60        -53.13        -49.46    7633683.18
             7.60          7.80        -53.13        -49.46    9415681.83
             7.80          8.00        -53.13        -49.46   10933702.33
             8.00          8.20        -53.13        -49.46   12741259.41
             8.20          8.40        -53.13        -49.46   15106917.11
             8.40          8.60        -53.13        -49.46   18211455.84
             8.60          8.80        -53.13        -49.46   21143402.10
             8.80          9.00        -53.13        -49.46   24070105.45
             9.00          9.20        -53.13        -49.46          0.00
             9.20          9.40        -53.13        -49.46          0.00
             9.40          9.60        -53.13        -49.46          0.00
             9.60          9.80        -53.13        -49.46          0.00
             9.80         10.00        -53.13        -49.46          0.00
             2.00          2.20        -49.46        -46.05          0.00
             2.20          2.40        -49.46        -46.05          0.00
             2.40          2.60        -49.46        -46.05          0.00
             2.60          2.80        -49.46        -46.05          0.00
             2.80          3.00        -49.46        -46.05          0.00
             3.00          3.20        -49.46        -46.05          0.00
             3.20          3.40        -49.46        -46.05          0.00
             3.40          3.60        -49.46        -46.05          0.00
             3.60          3.80        -49.46        -46.05          0.00
             3.80          4.00        -49.46        -46.05          0.00
             4.00          4.20        -49.46        -46.05          0.00
             4.20          4.40        -49.46        -46.05        246.93
             4.40          4.60        -49.46        -46.05        921.37
             4.60          4.80        -49.46        -46.05       4846.92
             4.80          5.00        -49.46        -46.05      15346.73
             5.00          5.20        -49.46        -46.05      34777.81
             5.20          5.40        -49.46        -46.05     107021.86
             5.40          5.60        -49.46        -46.05     231434.76
             5.60          5.80        -49.46        -46.05     504076.37
             5.80          6.00        -49.46        -46.05     817667.04
             6.00          6.20        -49.46        -46.05    1338134.38
             6.20          6.40        -49.46        -46.05    1782671.59
             6.40          6.60        -49.46        -46.05    2542277.09
             6.60          6.80        -49.46        -46.05    3408616.47
             6.80          7.00        -49.46        -46.05    4249922.02
             7.00          7.20        -49.46        -46.05    5320470.22
             7.20          7.40        -49.46        -46.05    6632836.38
             7.40          7.60        -49.46        -46.05    8020132.50
             7.60          7.80        -49.46        -46.05    9718418.31
             7.80          8.00        -49.46        -46.05   11640464.20
             8.00          8.20        -49.46        -46.05   13709012.32
             8.20          8.40        -49.46        -46.05   15896394.97
             8.40          8.60        -49.46        -46.05   17535195.70
             8.60          8.80        -49.46        -46.05   20888556.99
             8.80          9.00        -49.46        -46.05   24396245.08
             9.00          9.20        -49.46        -46.05          0.00
             9.20          9.40        -49.46        -46.05          0.00
             9.40          9.60        -49.46        -46.05          0.00
             9.60          9.80        -49.46        -46.05          0.00
             9.80         10.00        -49.46        -46.05          0.00
             2.00          2.20        -46.05        -42.84          0.00
             2.20          2.40        -46.05        -42.84          0.00
             2.40          2.60        -46.05        -42.84          0.00
             2.60          2.80        -46.05        -42.84          0.00
             2.80          3.00        -46.05        -42.84          0.00
             3.00          3.20        -46.05        -42.84          0.00
             3.20          3.40        -46.05        -42.84          0.00
             3.40          3.60        -46.05        -42.84          0.00
             3.60          3.80        -46.05        -42.84          0.00
             3.80          4.00        -46.05        -42.84          0.00
             4.00          4.20        -46.05        -42.84          0.00
             4.20          4.40        -46.05        -42.84        257.46
             4.40          4.60        -46.05        -42.84       1062.95
             4.60          4.80        -46.05        -42.84       3922.34
             4.80          5.00        -46.05        -42.84       9392.91
             5.00          5.20        -46.05        -42.84      39366.01
             5.20          5.40        -46.05        -42.84     121974.91
             5.40          5.60        -46.05        -42.84     253798.34
             5.60          5.80        -46.05        -42.84     528022.53
             5.80          6.00        -46.05        -42.84     828198.48
             6.00          6.20        -46.05        -42.84    1308932.53
             6.20          6.40        -46.05        -42.84    1932056.72
             6.40          6.60        -46.05        -42.84    2597565.49
             6.60          6.80        -46.05        -42.84    3344957.14
             6.80          7.00        -46.05        -42.84    4382582.54
             7.00          7.20        -46.05        -42.84    5407726.09
             7.20          7.40        -46.05        -42.84    6574958.73
             7.40          7.60        -46.05        -42.84    8357270.38
             7.60          7.80        -46.05        -42.84   10063762.62
             7.80          8.00        -46.05        -42.84   12116090.35
             8.00          8.20        -46.05        -42.84   14200969.10
             8.20          8.40        -46.05        -42.84   16654844.44
             8.40          8.60        -46.05        -42.84   19226113.81
             8.60          8.80        -46.05        -42.84   21890096.28
             8.80          9.00        -46.05        -42.84   26244129.21
             9.00          9.20        -46.05        -42.84          0.00
             9.20          9.40        -46.05        -42.84          0.00
             9.40          9.60        -46.05        -42.84          0.00
             9.60          9.80        -46.05        -42.84          0.00
             9.80         10.00        -46.05        -42.84          0.00
             2.00          2.20        -42.84        -39.79          0.00
             2.20          2.40        -42.84        -39.79          0.00
             2.40          2.60        -42.84        -39.79          0.00
             2.60          2.80        -42.84        -39.79          0.00
             2.80          3.00        -42.84        -39.79          0.00
             3.00          3.20        -42.84        -39.79          0.00
             3.20          3.40        -42.84        -39.79          0.00
             3.40          3.60        -42.84        -39.79          0.00
             3.60          3.80        -42.84        -39.79          0.00
             3.80          4.00        -42.84        -39.79          0.00
             4.00          4.20        -42.84        -39.79          0.00
             4.20          4.40        -42.84        -39.79        312.13
             4.40          4.60        -42.84        -39.79       1720.01
             4.60          4.80        -42.84        -39.79       5563.32
             4.80          5.00        -42.84        -39.79      13502.70
             5.00          5.20        -42.84        -39.79      45412.78
             5.20          5.40        -42.84        -39.79     123157.66
             5.40          5.60        -42.84        -39.79     287927.83
             5.60          5.80        -42.84        -39.79     542686.65
             5.80          6.00        -42.84        -39.79     890167.47
             6.00          6.20        -42.84        -39.79    1372867.25
             6.20          6.40        -42.84        -39.79    2006139.02
             6.40          6.60        -42.84        -39.79    2750491.54
             6.60          6.80        -42.84        -39.79    3593561.15
             6.80          7.00        -42.84        -39.79    4610422.61
             7.00          7.20        -42.84        -39.79    5843902.00
             7.20          7.40        -42.84        -39.79    7466471.65
             7.40          7.60        -42.84        -39.79    8784571.24
             7.60          7.80        -42.84        -39.79   10563868.06
             7.80          8.00        -42.84        -39.79   12563107.03
             8.00          8.20        -42.84        -39.79   14401449.20
             8.20          8.40        -42.84        -39.79   17183670.56
             8.40          8.60        -42.84        -39.79   19874416.88
             8.60          8.80        -42.84        -39.79   22493130.87
             8.80          9.00        -42.84        -39.79   27031511.95
             9.00          9.20        -42.84        -39.79          0.00
             9.20          9.40        -42.84        -39.79          0.00
             9.40          9.60        -42.84        -39.79          0.00
             9.60          9.80        -42.84        -39.79          0.00
             9.80         10.00        -42.84        -39.79          0.00
             2.00          2.20        -39.79        -36.87          0.00
             2.20          2.40        -39.79        -36.87          0.00
             2.40          2.60        -39.79        -36.87          0.00
             2.60          2.80        -39.79        -36.87          0.00
             2.80          3.00        -39.79        -36.87          0.00
             3.00          3.20        -39.79        -36.87          0.00
             3.20          3.40        -39.79        -36.87          0.00
             3.40          3.60        -39.79        -36.87          0.00
             3.60          3.80        -39.79        -36.87          0.00
             3.80          4.00        -39.79        -36.87          0.00
             4.00          4.20        -39.79        -36.87          0.00
             4.20          4.40        -39.79        -36.87        138.99
             4.40          4.60        -39.79        -36.87       1982.78
             4.60          4.80        -39.79        -36.87       6314.98
             4.80          5.00        -39.79        -36.87      16861.82
             5.00          5.20        -39.79        -36.87      50041.60
             5.20          5.40        -39.79        -36.87     121728.51
             5.40          5.60        -39.79        -36.87     278434.32
             5.60          5.80        -39.79        -36.87     553130.34
             5.80          6.00        -39.79        -36.87     951981.82
             6.00          6.20        -39.79        -36.87    1503927.38
             6.20          6.40        -39.79        -36.87    2119698.69
             6.40          6.60        -39.79        -36.87    2888619.78
             6.60          6.80        -39.79        -36.87    3800385.50
             6.80          7.00        -39.79        -36.87    4787209.40
             7.00          7.20        -39.79        -36.87    5990885.53
             7.20          7.40        -39.79        -36.87    7653807.54
             7.40          7.60        -39.79        -36.87    9017890.57
             7.60          7.80        -39.79        -36.87   10997606.91
             7.80          8.00        -39.79        -36.87   13528351.22
             8.00          8.20        -39.79        -36.87   15570413.79
             8.20          8.40        -39.79        -36.87   18341765.46
             8.40          8.60        -39.79        -36.87   21064164.56
             8.60          8.80        -39.79        -36.87   23813428.99
             8.80          9.00        -39.79        -36.87   28289324.49
             9.00          9.20        -39.79        -36.87          0.00
             9.20          9.40        -39.79        -36.87          0.00
             9.40          9.60        -39.79        -36.87          0.00
             9.60          9.80        -39.79        -36.87          0.00
             9.80         10.00        -39.79        -36.87          0.00
             2.00          2.20        -36.87        -34.06          0.00
             2.20          2.40        -36.87        -34.06          0.00
             2.40          2.60        -36.87        -34.06          0.00
             2.60          2.80        -36.87        -34.06          0.00
             2.80          3.00        -36.87        -34.06          0.00
             3.00          3.20        -36.87        -34.06          0.00
             3.20          3.40        -36.87        -34.06          0.00
             3.40          3.60        -36.87        -34.06          0.00
             3.60          3.80        -36.87        -34.06          0.00
             3.80          4.00        -36.87        -34.06          0.00
             4.00          4.20        -36.87        -34.06          0.00
             4.20          4.40        -36.87        -34.06         81.94
             4.40          4.60        -36.87        -34.06       1267.76
             4.60          4.80        -36.87        -34.06       5033.96
             4.80          5.00        -36.87        -34.06      16430.57
             5.00          5.20        -36.87        -34.06      48112.59
             5.20          5.40        -36.87        -34.06     142359.99
             5.40          5.60        -36.87        -34.06     314676.27
             5.60          5.80        -36.87        -34.06     597830.64
             5.80          6.00        -36.87        -34.06    1004510.35
             6.00          6.20        -36.87        -34.06    1537460.16
             6.20          6.40        -36.87        -34.06    2222400.21
             6.40          6.60        -36.87        -34.06    3116312.90
             6.60          6.80        -36.87        -34.06    4012947.78
             6.80          7.00        -36.87        -34.06    5196746.54
             7.00          7.20        -36.87        -34.06    6665057.12
             7.20          7.40        -36.87        -34.06    8000425.71
             7.40          7.60        -36.87        -34.06    9694481.46
             7.60          7.80        -36.87        -34.06   11738168.42
             7.80          8.00        -36.87        -34.06   13984840.22
             8.00          8.20        -36.87        -34.06   16151486.46
             8.20          8.40        -36.87        -34.06   19703050.53
             8.40          8.60        -36.87        -34.06   22547090.45
             8.60          8.80        -36.87        -34.06   25155745.61
             8.80          9.00        -36.87        -34.06   31293431.31
             9.00          9.20        -36.87        -34.06          0.00
             9.20          9.40        -36.87        -34.06          0.00
             9.40          9.60        -36.87        -34.06          0.00
             9.60          9.80        -36.87        -34.06          0.00
             9.80         10.00        -36.87        -34.06          0.00
             2.00          2.20        -34.06        -31.33          0.00
             2.20          2.40        -34.06        -31.33          0.00
             2.40          2.60        -34.06        -31.33          0.00
             2.60          2.80        -34.06        -31.33          0.00
             2.80          3.00        -34.06        -31.33          0.00
             3.00          3.20        -34.06        -31.33          0.00
             3.20          3.40        -34.06        -31.33          0.00
             3.40          3.60        -34.06        -31.33          0.00
             3.60          3.80        -34.06        -31.33          0.00
             3.80          4.00        -34.06        -31.33          0.00
             4.00          4.20        -34.06        -31.33          0.00
             4.20          4.40        -34.06        -31.33        139.98
             4.40          4.60        -34.06        -31.33       1880.19
             4.60          4.80        -34.06        -31.33       6562.75
             4.80          5.00        -34.06        -31.33      19400.46
             5.00          5.20        -34.06        -31.33      56634.48
             5.20          5.40        -34.06        -31.33     156686.85
             5.40          5.60        -34.06        -31.33     334946.62
             5.60          5.80        -34.06        -31.33     641545.37
             5.80          6.00        -34.06        -31.33    1102852.67
             6.00          6.20        -34.06        -31.33    1682557.39
             6.20          6.40        -34.06        -31.33    2467196.87
             6.40          6.60        -34.06        -31.33    3232842.36
             6.60          6.80        -34.06        -31.33    4283125.13
             6.80          7.00        -34.06        -31.33    5504757.65
             7.00          7.20        -34.06        -31.33    6761545.50
             7.20          7.40        -34.06        -31.33    8525375.19
             7.40          7.60        -34.06        -31.33   10273169.33
             7.60          7.80        -34.06        -31.33   12587810.83
             7.80          8.00        -34.06        -31.33   14907443.65
             8.00          8.20        -34.06        -31.33   17441839.33
             8.20          8.40        -34.06        -31.33   20493872.83
             8.40          8.60        -34.06        -31.33   23834012.98
             8.60          8.80        -34.06        -31.33   27283046.62
             8.80          9.00        -34.06        -31.33   32372334.34
             9.00          9.20        -34.06        -31.33          0.00
             9.20          9.40        -34.06        -31.33          0.00
             9.40          9.60        -34.06        -31.33          0.00
             9.60          9.80        -34.06        -31.33          0.00
             9.80         10.00        -34.06        -31.33          0.00
             2.00          2.20        -31.33        -28.69          0.00
             2.20          2.40        -31.33        -28.69          0.00
             2.40          2.60        -31.33        -28.69          0.00
             2.60          2.80        -31.33        -28.69          0.00
             2.80          3.00        -31.33        -28.69          0.00
             3.00          3.20        -31.33        -28.69          0.00
             3.20          3.40        -31.33        -28.69          0.00
             3.40          3.60        -31.33        -28.69          0.00
             3.60          3.80        -31.33        -28.69          0.00
             3.80          4.00        -31.33        -28.69          0.00
             4.00          4.20        -31.33        -28.69          0.00
             4.20          4.40        -31.33        -28.69        336.64
             4.40          4.60        -31.33        -28.69       2155.83
             4.60          4.80        -31.33        -28.69       6289.95
             4.80          5.00        -31.33        -28.69      19792.39
             5.00          5.20        -31.33        -28.69      61750.56
             5.20          5.40        -31.33        -28.69     163727.82
             5.40          5.60        -31.33        -28.69     367872.08
             5.60          5.80        -31.33        -28.69     696119.84
             5.80          6.00        -31.33        -28.69    1153896.26
             6.00          6.20        -31.33        -28.69    1732754.30
             6.20          6.40        -31.33        -28.69    2570566.51
             6.40          6.60        -31.33        -28.69    3450257.35
             6.60          6.80        -31.33        -28.69    4403804.17
             6.80          7.00        -31.33        -28.69    5975986.27
             7.00          7.20        -31.33        -28.69    7309197.77
             7.20          7.40        -31.33        -28.69    8759493.32
             7.40          7.60        -31.33        -28.69   11091516.65
             7.60          7.80        -31.33        -28.69   13115855.78
             7.80          8.00        -31.33        -28.69   16033839.91
             8.00          8.20        -31.33        -28.69   19598309.02
             8.20          8.40        -31.33        -28.69   21209470.92
             8.40          8.60        -31.33        -28.69   26206487.34
             8.60          8.80        -31.33        -28.69   28942933.92
             8.80          9.00        -31.33        -28.69   33853288.33
             9.00          9.20        -31.33        -28.69          0.00
             9.20          9.40        -31.33        -28.69          0.00
             9.40          9.60        -31.33        -28.69          0.00
             9.60          9.80        -31.33        -28.69          0.00
             9.80         10.00        -31.33        -28.69          0.00
             2.00          2.20        -28.69        -26.10          0.00
             2.20          2.40        -28.69        -26.10          0.00
             2.40          2.60        -28.69        -26.10          0.00
             2.60          2.80        -28.69        -26.10          0.00
             2.80          3.00        -28.69        -26.10          0.00
             3.00          3.20        -28.69        -26.10          0.00
             3.20          3.40        -28.69        -26.10          0.00
             3.40          3.60        -28.69        -26.10          0.00
             3.60          3.80        -28.69        -26.10          0.00
             3.80          4.00        -28.69        -26.10          0.00
             4.00          4.20        -28.69        -26.10          0.00
             4.20          4.40        -28.69        -26.10        328.18
             4.40          4.60        -28.69        -26.10       2262.83
             4.60          4.80        -28.69        -26.10       6215.00
             4.80          5.00        -28.69        -26.10      23790.44
             5.00          5.20        -28.69        -26.10      68325.26
             5.20          5.40        -28.69        -26.10     166071.06
             5.40          5.60        -28.69        -26.10     390449.87
             5.60          5.80        -28.69        -26.10     741314.14
             5.80          6.00        -28.69        -26.10    1290655.17
             6.00          6.20        -28.69        -26.10    1876972.23
             6.20          6.40        -28.69        -26.10    2679919.96
             6.40          6.60        -28.69        -26.10    3675313.55
             6.60          6.80        -28.69        -26.10    4934353.13
             6.80          7.00        -28.69        -26.10    6285120.12
             7.00          7.20        -28.69        -26.10    7677490.77
             7.20          7.40        -28.69        -26.10    9521294.22
             7.40          7.60        -28.69        -26.10   11776462.66
             7.60          7.80        -28.69        -26.10   14521753.84
             7.80          8.00        -28.69        -26.10   16834772.70
             8.00          8.20        -28.69        -26.10   19722589.25
             8.20          8.40        -28.69        -26.10   22793430.81
             8.40          8.60        -28.69        -26.10   26631009.40
             8.60          8.80        -28.69        -26.10   30957501.28
             8.80          9.00        -28.69        -26.10   36370773.27
             9.00          9.20        -28.69        -26.10          0.00
             9.20          9.40        -28.69        -26.10          0.00
             9.40          9.60        -28.69        -26.10          0.00
             9.60          9.80        -28.69        -26.10          0.00
             9.80         10.00        -28.69        -26.10          0.00
             2.00          2.20        -26.10        -23.58          0.00
             2.20          2.40        -26.10        -23.58          0.00
             2.40          2.60        -26.10        -23.58          0.00
             2.60          2.80        -26.10        -23.58          0.00
             2.80          3.00        -26.10        -23.58          0.00
             3.00          3.20        -26.10        -23.58          0.00
             3.20          3.40        -26.10        -23.58          0.00
             3.40          3.60        -26.10        -23.58          0.00
             3.60          3.80        -26.10        -23.58          0.00
             3.80          4.00        -26.10        -23.58          0.00
             4.00          4.20        -26.10        -23.58          0.00
             4.20          4.40        -26.10        -23.58        379.14
             4.40          4.60        -26.10        -23.58       2277.12
             4.60          4.80        -26.10        -23.58       7468.62
             4.80          5.00        -26.10        -23.58      25652.04
             5.00          5.20        -26.10        -23.58      80827.58
             5.20          5.40        -26.10        -23.58     191542.47
             5.40          5.60        -26.10        -23.58     420280.49
             5.60          5.80        -26.10        -23.58     810234.91
