#  log10(E_nu/GeV)_min  log10(E_nu/GeV)_max  Dec_nu_min[deg]  Dec_nu_max[deg]   A_Eff[cm^2]
             6.60          6.80        -66.93        -61.64    1471730.68
             6.80          7.00        -66.93        -61.64    1823555.00
             7.00          7.20        -66.93        -61.64    2408655.86
             7.20          7.40        -66.93        -61.64    2967348.96
             7.40          7.60        -66.93        -61.64    3659082.44
             7.60          7.80        -66.93        -61.64    4327277.54
             7.80          8.00        -66.93        -61.64    5046222.64
             8.00          8.20        -66.93        -61.64    6068784.40
             8.20          8.40        -66.93        -61.64    7303769.33
             8.40          8.60        -66.93        -61.64    8457200.82
             8.60          8.80        -66.93        -61.64    9622648.76
             8.80          9.00        -66.93        -61.64   11078606.61
             9.00          9.20        -66.93        -61.64          0.00
             9.20          9.40        -66.93        -61.64          0.00
             9.40          9.60        -66.93        -61.64          0.00
             9.60          9.80        -66.93        -61.64          0.00
             9.80         10.00        -66.93        -61.64          0.00
             2.00          2.20        -61.64        -57.14          0.00
             2.20          2.40        -61.64        -57.14          0.00
             2.40          2.60        -61.64        -57.14          0.00
             2.60          2.80        -61.64        -57.14          0.00
             2.80          3.00        -61.64        -57.14          0.00
             3.00          3.20        -61.64        -57.14          0.00
             3.20          3.40        -61.64        -57.14          0.00
             3.40          3.60        -61.64        -57.14          0.00
             3.60          3.80        -61.64        -57.14          0.00
             3.80          4.00        -61.64        -57.14          0.00
             4.00          4.20        -61.64        -57.14          0.00
             4.20          4.40        -61.64        -57.14          0.00
             4.40          4.60        -61.64        -57.14        272.42
             4.60          4.80        -61.64        -57.14        548.18
             4.80          5.00        -61.64        -57.14       1406.59
             5.00          5.20        -61.64        -57.14       5821.64
             5.20          5.40        -61.64        -57.14      20963.79
             5.40          5.60        -61.64        -57.14      55768.48
             5.60          5.80        -61.64        -57.14     125039.17
             5.80          6.00        -61.64        -57.14     288840.51
             6.00          6.20        -61.64        -57.14     536137.87
             6.20          6.40        -61.64        -57.14     821115.61
             6.40          6.60        -61.64        -57.14    1160637.92
             6.60          6.80        -61.64        -57.14    1540153.91
             6.80          7.00        -61.64        -57.14    1969126.00
             7.00          7.20        -61.64        -57.14    2537374.76
             7.20          7.40        -61.64        -57.14    3070999.92
             7.40          7.60        -61.64        -57.14    3748387.62
             7.60          7.80        -61.64        -57.14    4589578.48
             7.80          8.00        -61.64        -57.14    5590445.55
             8.00          8.20        -61.64        -57.14    6425936.60
             8.20          8.40        -61.64        -57.14    7387174.25
             8.40          8.60        -61.64        -57.14    8960891.98
             8.60          8.80        -61.64        -57.14   10030087.31
             8.80          9.00        -61.64        -57.14   11448304.04
             9.00          9.20        -61.64        -57.14          0.00
             9.20          9.40        -61.64        -57.14          0.00
             9.40          9.60        -61.64        -57.14          0.00
             9.60          9.80        -61.64        -57.14          0.00
             9.80         10.00        -61.64        -57.14          0.00
             2.00          2.20        -57.14        -53.13          0.00
             2.20          2.40        -57.14        -53.13          0.00
             2.40          2.60        -57.14        -53.13          0.00
             2.60          2.80        -57.14        -53.13          0.00
             2.80          3.00        -57.14        -53.13          0.00
             3.00          3.20        -57.14        -53.13          0.00
             3.20          3.40        -57.14        -53.13          0.00
             3.40          3.60        -57.14        -53.13          0.00
             3.60          3.80        -57.14        -53.13          0.00
             3.80          4.00        -57.14        -53.13          0.00
             4.00          4.20        -57.14        -53.13          0.00
             4.20          4.40        -57.14        -53.13          0.00
             4.40          4.60        -57.14        -53.13        297.89
             4.60          4.80        -57.14        -53.13        597.08
             4.80          5.00        -57.14        -53.13       1940.41
             5.00          5.20        -57.14        -53.13       7522.50
             5.20          5.40        -57.14        -53.13      19066.96
             5.40          5.60        -57.14        -53.13      49040.32
             5.60          5.80        -57.14        -53.13     138708.71
             5.80          6.00        -57.14        -53.13     290699.84
             6.00          6.20        -57.14        -53.13     528168.78
             6.20          6.40        -57.14        -53.13     902087.18
             6.40          6.60        -57.14        -53.13    1265970.94
             6.60          6.80        -57.14        -53.13    1570008.55
             6.80          7.00        -57.14        -53.13    2137552.50
             7.00          7.20        -57.14        -53.13    2676558.24
             7.20          7.40        -57.14        -53.13    3353576.53
             7.40          7.60        -57.14        -53.13    4086654.95
             7.60          7.80        -57.14        -53.13    4861469.01
             7.80          8.00        -57.14        -53.13    5844599.62
             8.00          8.20        -57.14        -53.13    6816109.25
             8.20          8.40        -57.14        -53.13    8107180.84
             8.40          8.60        -57.14        -53.13    9390490.03
             8.60          8.80        -57.14        -53.13   10537315.51
             8.80          9.00        -57.14        -53.13   12096550.71
             9.00          9.20        -57.14        -53.13          0.00
             9.20          9.40        -57.14        -53.13          0.00
             9.40          9.60        -57.14        -53.13          0.00
             9.60          9.80        -57.14        -53.13          0.00
             9.80         10.00        -57.14        -53.13          0.00
             2.00          2.20        -53.13        -49.46          0.00
             2.20          2.40        -53.13        -49.46          0.00
             2.40          2.60        -53.13        -49.46          0.00
             2.60          2.80        -53.13        -49.46          0.00
             2.80          3.00        -53.13        -49.46          0.00
             3.00          3.20        -53.13        -49.46          0.00
             3.20          3.40        -53.13        -49.46          0.00
             3.40          3.60        -53.13        -49.46          0.00
             3.60          3.80        -53.13        -49.46          0.00
             3.80          4.00        -53.13        -49.46          0.00
             4.00          4.20        -53.13        -49.46          0.00
             4.20          4.40        -53.13        -49.46         73.71
             4.40          4.60        -53.13        -49.46        106.83
             4.60          4.80        -53.13        -49.46        803.50
             4.80          5.00        -53.13        -49.46       1536.76
             5.00          5.20        -53.13        -49.46       4939.58
             5.20          5.40        -53.13        -49.46      17209.76
             5.40          5.60        -53.13        -49.46      54492.27
             5.60          5.80        -53.13        -49.46     135045.66
             5.80          6.00        -53.13        -49.46     303615.03
             6.00          6.20        -53.13        -49.46     603005.80
             6.20          6.40        -53.13        -49.46     907819.69
             6.40          6.60        -53.13        -49.46    1363662.57
             6.60          6.80        -53.13        -49.46    1704926.07
             6.80          7.00        -53.13        -49.46    2212544.62
             7.00          7.20        -53.13        -49.46    2800340.71
             7.20          7.40        -53.13        -49.46    3353902.50
             7.40          7.60        -53.13        -49.46    4202340.29
             7.60          7.80        -53.13        -49.46    5159676.31
             7.80          8.00        -53.13        -49.46    6031611.40
             8.00          8.20        -53.13        -49.46    6903304.88
             8.20          8.40        -53.13        -49.46    8329355.69
             8.40          8.60        -53.13        -49.46    9669362.23
             8.60          8.80        -53.13        -49.46   11324805.60
             8.80          9.00        -53.13        -49.46   12580648.80
             9.00          9.20        -53.13        -49.46          0.00
             9.20          9.40        -53.13        -49.46          0.00
             9.40          9.60        -53.13        -49.46          0.00
             9.60          9.80        -53.13        -49.46          0.00
             9.80         10.00        -53.13        -49.46          0.00
             2.00          2.20        -49.46        -46.05          0.00
             2.20          2.40        -49.46        -46.05          0.00
             2.40          2.60        -49.46        -46.05          0.00
             2.60          2.80        -49.46        -46.05          0.00
             2.80          3.00        -49.46        -46.05          0.00
             3.00          3.20        -49.46        -46.05          0.00
             3.20          3.40        -49.46        -46.05          0.00
             3.40          3.60        -49.46        -46.05          0.00
             3.60          3.80        -49.46        -46.05          0.00
             3.80          4.00        -49.46        -46.05          0.00
             4.00          4.20        -49.46        -46.05          0.00
             4.20          4.40        -49.46        -46.05         23.96
             4.40          4.60        -49.46        -46.05        236.30
             4.60          4.80        -49.46        -46.05        528.06
             4.80          5.00        -49.46        -46.05       2730.01
             5.00          5.20        -49.46        -46.05       7087.40
             5.20          5.40        -49.46        -46.05      21647.33
             5.40          5.60        -49.46        -46.05      59300.82
             5.60          5.80        -49.46        -46.05     145231.65
             5.80          6.00        -49.46        -46.05     309120.00
             6.00          6.20        -49.46        -46.05     605901.08
             6.20          6.40        -49.46        -46.05    1023629.50
             6.40          6.60        -49.46        -46.05    1334432.97
             6.60          6.80        -49.46        -46.05    1828369.45
             6.80          7.00        -49.46        -46.05    2414870.58
             7.00          7.20        -49.46        -46.05    2978480.59
             7.20          7.40        -49.46        -46.05    3723357.30
             7.40          7.60        -49.46        -46.05    4574243.45
             7.60          7.80        -49.46        -46.05    5403805.98
             7.80          8.00        -49.46        -46.05    6179938.65
             8.00          8.20        -49.46        -46.05    7631985.83
             8.20          8.40        -49.46        -46.05    9054712.01
             8.40          8.60        -49.46        -46.05   10491403.62
             8.60          8.80        -49.46        -46.05   12142163.83
             8.80          9.00        -49.46        -46.05   13386269.26
             9.00          9.20        -49.46        -46.05          0.00
             9.20          9.40        -49.46        -46.05          0.00
             9.40          9.60        -49.46        -46.05          0.00
             9.60          9.80        -49.46        -46.05          0.00
             9.80         10.00        -49.46        -46.05          0.00
             2.00          2.20        -46.05        -42.84          0.00
             2.20          2.40        -46.05        -42.84          0.00
             2.40          2.60        -46.05        -42.84          0.00
             2.60          2.80        -46.05        -42.84          0.00
             2.80          3.00        -46.05        -42.84          0.00
             3.00          3.20        -46.05        -42.84          0.00
             3.20          3.40        -46.05        -42.84          0.00
             3.40          3.60        -46.05        -42.84          0.00
             3.60          3.80        -46.05        -42.84          0.00
             3.80          4.00        -46.05        -42.84          0.00
             4.00          4.20        -46.05        -42.84          0.00
             4.20          4.40        -46.05        -42.84         56.55
             4.40          4.60        -46.05        -42.84        146.02
             4.60          4.80        -46.05        -42.84        601.35
             4.80          5.00        -46.05        -42.84       1920.55
             5.00          5.20        -46.05        -42.84       4306.79
             5.20          5.40        -46.05        -42.84      23569.83
             5.40          5.60        -46.05        -42.84      59815.70
             5.60          5.80        -46.05        -42.84     146310.66
             5.80          6.00        -46.05        -42.84     339652.91
             6.00          6.20        -46.05        -42.84     634505.59
             6.20          6.40        -46.05        -42.84    1037255.38
             6.40          6.60        -46.05        -42.84    1453044.81
             6.60          6.80        -46.05        -42.84    1962901.24
             6.80          7.00        -46.05        -42.84    2534844.36
             7.00          7.20        -46.05        -42.84    3182716.69
             7.20          7.40        -46.05        -42.84    4037392.64
             7.40          7.60        -46.05        -42.84    4943452.58
             7.60          7.80        -46.05        -42.84    5781786.48
             7.80          8.00        -46.05        -42.84    7014055.16
             8.00          8.20        -46.05        -42.84    8215120.27
             8.20          8.40        -46.05        -42.84    9736678.17
             8.40          8.60        -46.05        -42.84   11385465.94
             8.60          8.80        -46.05        -42.84   13140680.66
             8.80          9.00        -46.05        -42.84   14614867.76
             9.00          9.20        -46.05        -42.84          0.00
             9.20          9.40        -46.05        -42.84          0.00
             9.40          9.60        -46.05        -42.84          0.00
             9.60          9.80        -46.05        -42.84          0.00
             9.80         10.00        -46.05        -42.84          0.00
             2.00          2.20        -42.84        -39.79          0.00
             2.20          2.40        -42.84        -39.79          0.00
             2.40          2.60        -42.84        -39.79          0.00
             2.60          2.80        -42.84        -39.79          0.00
             2.80          3.00        -42.84        -39.79          0.00
             3.00          3.20        -42.84        -39.79          0.00
             3.20          3.40        -42.84        -39.79          0.00
             3.40          3.60        -42.84        -39.79          0.00
             3.60          3.80        -42.84        -39.79          0.00
             3.80          4.00        -42.84        -39.79          0.00
             4.00          4.20        -42.84        -39.79          0.00
             4.20          4.40        -42.84        -39.79         59.77
             4.40          4.60        -42.84        -39.79        180.69
             4.60          4.80        -42.84        -39.79        760.58
             4.80          5.00        -42.84        -39.79       2513.03
             5.00          5.20        -42.84        -39.79       7076.09
             5.20          5.40        -42.84        -39.79      24215.15
             5.40          5.60        -42.84        -39.79      67166.85
             5.60          5.80        -42.84        -39.79     171516.25
             5.80          6.00        -42.84        -39.79     366489.20
             6.00          6.20        -42.84        -39.79     673038.09
             6.20          6.40        -42.84        -39.79    1072725.62
             6.40          6.60        -42.84        -39.79    1586488.22
             6.60          6.80        -42.84        -39.79    2093683.62
             6.80          7.00        -42.84        -39.79    2657595.96
             7.00          7.20        -42.84        -39.79    3413538.25
             7.20          7.40        -42.84        -39.79    4179744.33
             7.40          7.60        -42.84        -39.79    5301948.90
             7.60          7.80        -42.84        -39.79    6182515.32
             7.80          8.00        -42.84        -39.79    7488777.51
             8.00          8.20        -42.84        -39.79    8852024.94
             8.20          8.40        -42.84        -39.79    9803820.36
             8.40          8.60        -42.84        -39.79   11686233.87
             8.60          8.80        -42.84        -39.79   13643419.39
             8.80          9.00        -42.84        -39.79   16087180.32
             9.00          9.20        -42.84        -39.79          0.00
             9.20          9.40        -42.84        -39.79          0.00
             9.40          9.60        -42.84        -39.79          0.00
             9.60          9.80        -42.84        -39.79          0.00
             9.80         10.00        -42.84        -39.79          0.00
             2.00          2.20        -39.79        -36.87          0.00
             2.20          2.40        -39.79        -36.87          0.00
             2.40          2.60        -39.79        -36.87          0.00
             2.60          2.80        -39.79        -36.87          0.00
             2.80          3.00        -39.79        -36.87          0.00
             3.00          3.20        -39.79        -36.87          0.00
             3.20          3.40        -39.79        -36.87          0.00
             3.40          3.60        -39.79        -36.87          0.00
             3.60          3.80        -39.79        -36.87          0.00
             3.80          4.00        -39.79        -36.87          0.00
             4.00          4.20        -39.79        -36.87          0.00
             4.20          4.40        -39.79        -36.87        129.31
             4.40          4.60        -39.79        -36.87        170.76
             4.60          4.80        -39.79        -36.87        879.31
             4.80          5.00        -39.79        -36.87       2455.48
             5.00          5.20        -39.79        -36.87      10004.16
             5.20          5.40        -39.79        -36.87      27770.94
             5.40          5.60        -39.79        -36.87      76812.00
             5.60          5.80        -39.79        -36.87     167421.09
             5.80          6.00        -39.79        -36.87     404613.92
             6.00          6.20        -39.79        -36.87     746791.35
             6.20          6.40        -39.79        -36.87    1240396.92
             6.40          6.60        -39.79        -36.87    1659707.91
             6.60          6.80        -39.79        -36.87    2160546.70
             6.80          7.00        -39.79        -36.87    2859316.25
             7.00          7.20        -39.79        -36.87    3646767.93
             7.20          7.40        -39.79        -36.87    4676209.10
             7.40          7.60        -39.79        -36.87    5605698.03
             7.60          7.80        -39.79        -36.87    6742749.39
             7.80          8.00        -39.79        -36.87    7921971.05
             8.00          8.20        -39.79        -36.87    9498451.15
             8.20          8.40        -39.79        -36.87   11218574.31
             8.40          8.60        -39.79        -36.87   12902895.37
             8.60          8.80        -39.79        -36.87   15241395.12
             8.80          9.00        -39.79        -36.87   17959414.93
             9.00          9.20        -39.79        -36.87          0.00
             9.20          9.40        -39.79        -36.87          0.00
             9.40          9.60        -39.79        -36.87          0.00
             9.60          9.80        -39.79        -36.87          0.00
             9.80         10.00        -39.79        -36.87          0.00
             2.00          2.20        -36.87        -34.06          0.00
             2.20          2.40        -36.87        -34.06          0.00
             2.40          2.60        -36.87        -34.06          0.00
             2.60          2.80        -36.87        -34.06          0.00
             2.80          3.00        -36.87        -34.06          0.00
             3.00          3.20        -36.87        -34.06          0.00
             3.20          3.40        -36.87        -34.06          0.00
             3.40          3.60        -36.87        -34.06          0.00
             3.60          3.80        -36.87        -34.06          0.00
             3.80          4.00        -36.87        -34.06          0.00
             4.00          4.20        -36.87        -34.06          0.00
             4.20          4.40        -36.87        -34.06         82.12
             4.40          4.60        -36.87        -34.06        180.23
             4.60          4.80        -36.87        -34.06        644.37
             4.80          5.00        -36.87        -34.06       2340.82
             5.00          5.20        -36.87        -34.06       9345.10
             5.20          5.40        -36.87        -34.06      30376.57
             5.40          5.60        -36.87        -34.06      85720.06
             5.60          5.80        -36.87        -34.06     203453.81
             5.80          6.00        -36.87        -34.06     440473.30
             6.00          6.20        -36.87        -34.06     817847.31
             6.20          6.40        -36.87        -34.06    1262390.49
             6.40          6.60        -36.87        -34.06    1858963.47
             6.60          6.80        -36.87        -34.06    2433725.13
             6.80          7.00        -36.87        -34.06    3175005.40
             7.00          7.20        -36.87        -34.06    3941223.68
             7.20          7.40        -36.87        -34.06    4926707.05
             7.40          7.60        -36.87        -34.06    5946919.32
             7.60          7.80        -36.87        -34.06    7081041.43
             7.80          8.00        -36.87        -34.06    8659724.99
             8.00          8.20        -36.87        -34.06   10485574.33
             8.20          8.40        -36.87        -34.06   12373662.80
             8.40          8.60        -36.87        -34.06   14241223.97
             8.60          8.80        -36.87        -34.06   16891770.98
             8.80          9.00        -36.87        -34.06   19392478.59
             9.00          9.20        -36.87        -34.06          0.00
             9.20          9.40        -36.87        -34.06          0.00
             9.40          9.60        -36.87        -34.06          0.00
             9.60          9.80        -36.87        -34.06          0.00
             9.80         10.00        -36.87        -34.06          0.00
             2.00          2.20        -34.06        -31.33          0.00
             2.20          2.40        -34.06        -31.33          0.00
             2.40          2.60        -34.06        -31.33          0.00
             2.60          2.80        -34.06        -31.33          0.00
             2.80          3.00        -34.06        -31.33          0.00
             3.00          3.20        -34.06        -31.33          0.00
             3.20          3.40        -34.06        -31.33          0.00
             3.40          3.60        -34.06        -31.33          0.00
             3.60          3.80        -34.06        -31.33          0.00
             3.80          4.00        -34.06        -31.33          0.00
             4.00          4.20        -34.06        -31.33          0.00
             4.20          4.40        -34.06        -31.33        165.38
             4.40          4.60        -34.06        -31.33        311.82
             4.60          4.80        -34.06        -31.33        921.19
             4.80          5.00        -34.06        -31.33       4085.59
             5.00          5.20        -34.06        -31.33       8928.04
             5.20          5.40        -34.06        -31.33      36213.27
             5.40          5.60        -34.06        -31.33      99759.21
             5.60          5.80        -34.06        -31.33     223207.04
             5.80          6.00        -34.06        -31.33     497624.02
             6.00          6.20        -34.06        -31.33     893316.01
             6.20          6.40        -34.06        -31.33    1423922.55
             6.40          6.60        -34.06        -31.33    2013084.27
             6.60          6.80        -34.06        -31.33    2659458.44
             6.80          7.00        -34.06        -31.33    3291272.80
             7.00          7.20        -34.06        -31.33    4202012.92
             7.20          7.40        -34.06        -31.33    5251301.97
             7.40          7.60        -34.06        -31.33    6379416.62
             7.60          7.80        -34.06        -31.33    8010123.88
             7.80          8.00        -34.06        -31.33    9605408.26
             8.00          8.20        -34.06        -31.33   11493022.49
             8.20          8.40        -34.06        -31.33   13285458.47
             8.40          8.60        -34.06        -31.33   15074974.97
             8.60          8.80        -34.06        -31.33   18667805.14
             8.80          9.00        -34.06        -31.33   21110074.59
             9.00          9.20        -34.06        -31.33          0.00
             9.20          9.40        -34.06        -31.33          0.00
             9.40          9.60        -34.06        -31.33          0.00
             9.60          9.80        -34.06        -31.33          0.00
             9.80         10.00        -34.06        -31.33          0.00
             2.00          2.20        -31.33        -28.69          0.00
             2.20          2.40        -31.33        -28.69          0.00
             2.40          2.60        -31.33        -28.69          0.00
             2.60          2.80        -31.33        -28.69          0.00
             2.80          3.00        -31.33        -28.69          0.00
             3.00          3.20        -31.33        -28.69          0.00
             3.20          3.40        -31.33        -28.69          0.00
             3.40          3.60        -31.33        -28.69          0.00
             3.60          3.80        -31.33        -28.69          0.00
             3.80          4.00        -31.33        -28.69          0.00
             4.00          4.20        -31.33        -28.69          0.00
             4.20          4.40        -31.33        -28.69         57.78
             4.40          4.60        -31.33        -28.69        281.58
             4.60          4.80        -31.33        -28.69       1041.73
             4.80          5.00        -31.33        -28.69       5381.31
             5.00          5.20        -31.33        -28.69      15802.27
             5.20          5.40        -31.33        -28.69      46880.15
             5.40          5.60        -31.33        -28.69     108832.63
             5.60          5.80        -31.33        -28.69     269361.63
             5.80          6.00        -31.33        -28.69     570218.67
             6.00          6.20        -31.33        -28.69     969180.94
             6.20          6.40        -31.33        -28.69    1522051.90
             6.40          6.60        -31.33        -28.69    2119473.00
             6.60          6.80        -31.33        -28.69    2959190.15
             6.80          7.00        -31.33        -28.69    3721870.92
             7.00          7.20        -31.33        -28.69    4688701.37
             7.20          7.40        -31.33        -28.69    5759811.50
             7.40          7.60        -31.33        -28.69    7335438.65
             7.60          7.80        -31.33        -28.69    8275270.50
             7.80          8.00        -31.33        -28.69   10154292.78
             8.00          8.20        -31.33        -28.69   12587082.93
             8.20          8.40        -31.33        -28.69   14630524.01
             8.40          8.60        -31.33        -28.69   16790164.93
             8.60          8.80        -31.33        -28.69   19503020.86
             8.80          9.00        -31.33        -28.69   22285104.11
             9.00          9.20        -31.33        -28.69          0.00
             9.20          9.40        -31.33        -28.69          0.00
             9.40          9.60        -31.33        -28.69          0.00
             9.60          9.80        -31.33        -28.69          0.00
             9.80         10.00        -31.33        -28.69          0.00
             2.00          2.20        -28.69        -26.10          0.00
             2.20          2.40        -28.69        -26.10          0.00
             2.40          2.60        -28.69        -26.10          0.00
             2.60          2.80        -28.69        -26.10          0.00
             2.80          3.00        -28.69        -26.10          0.00
             3.00          3.20        -28.69        -26.10          0.00
             3.20          3.40        -28.69        -26.10          0.00
             3.40          3.60        -28.69        -26.10          0.00
             3.60          3.80        -28.69        -26.10          0.00
             3.80          4.00        -28.69        -26.10          0.00
             4.00          4.20        -28.69        -26.10          0.00
             4.20          4.40        -28.69        -26.10          0.00
             4.40          4.60        -28.69        -26.10        384.58
             4.60          4.80        -28.69        -26.10       2318.28
             4.80          5.00        -28.69        -26.10       6948.58
             5.00          5.20        -28.69        -26.10      18434.98
             5.20          5.40        -28.69        -26.10      52699.01
             5.40          5.60        -28.69        -26.10     136362.39
             5.60          5.80        -28.69        -26.10     298338.88
             5.80          6.00        -28.69        -26.10     623711.23
             6.00          6.20        -28.69        -26.10    1025905.27
             6.20          6.40        -28.69        -26.10    1624475.37
             6.40          6.60        -28.69        -26.10    2264966.02
             6.60          6.80        -28.69        -26.10    3107931.43
             6.80          7.00        -28.69        -26.10    4016157.77
             7.00          7.20        -28.69        -26.10    4988459.01
             7.20          7.40        -28.69        -26.10    6557916.58
             7.40          7.60        -28.69        -26.10    7615504.38
             7.60          7.80        -28.69        -26.10    9413750.69
             7.80          8.00        -28.69        -26.10   11261008.72
             8.00          8.20        -28.69        -26.10   14025039.30
             8.20          8.40        -28.69        -26.10   15858191.65
             8.40          8.60        -28.69        -26.10   18764103.02
             8.60          8.80        -28.69        -26.10   22152770.86
             8.80          9.00        -28.69        -26.10   24997945.89
             9.00          9.20        -28.69        -26.10          0.00
             9.20          9.40        -28.69        -26.10          0.00
             9.40          9.60        -28.69        -26.10          0.00
             9.60          9.80        -28.69        -26.10          0.00
             9.80         10.00        -28.69        -26.10          0.00
             2.00          2.20        -26.10        -23.58          0.00
             2.20          2.40        -26.10        -23.58          0.00
             2.40          2.60        -26.10        -23.58          0.00
             2.60          2.80        -26.10        -23.58          0.00
             2.80          3.00        -26.10        -23.58          0.00
             3.00          3.20        -26.10        -23.58          0.00
             3.20          3.40        -26.10        -23.58          0.00
             3.40          3.60        -26.10        -23.58          0.00
             3.60          3.80        -26.10        -23.58          0.00
             3.80          4.00        -26.10        -23.58          0.00
             4.00          4.20        -26.10        -23.58          0.00
             4.20          4.40        -26.10        -23.58          0.00
             4.40          4.60        -26.10        -23.58        291.86
             4.60          4.80        -26.10        -23.58       1617.43
             4.80          5.00        -26.10        -23.58       8997.38
             5.00          5.20        -26.10        -23.58      24295.56
             5.20          5.40        -26.10        -23.58      61138.57
             5.40          5.60        -26.10        -23.58     141817.18
             5.60          5.80        -26.10        -23.58     362248.27
             5.80          6.00        -26.10        -23.58     722155.82
             6.00          6.20        -26.10        -23.58    1182953.53
