#     MJD[days]  log10(E/GeV)   AngErr[deg]       RA[deg]      Dec[deg]  Azimuth[deg]   Zenith[deg]
   54971.47754186          3.80          0.79        73.196        53.815        66.798       143.832
   54971.48552163          5.26          0.96        69.012       -19.437        73.936        70.581
   54971.48662792          5.61          0.69       316.785       -45.105       186.505        44.931
   54971.49030562          3.27          0.57        86.488         1.787        58.170        91.791
   54971.49472975          5.88          0.58       109.728       -44.046        36.573        45.936
   54971.50005292          3.72          0.90        46.423        -3.183       101.757        86.850
   54971.51031606          5.90          0.96       328.947       -24.899       182.918        65.142
   54971.51184487          3.10          0.68        37.804         8.968       114.626        99.005
   54971.51597523          5.31          0.31       299.538       -20.768       214.364        69.255
   54971.52056950          5.05          1.03       148.687       -13.401         6.899        76.556
   54971.52652715          5.54          0.32        87.975       -21.674        69.780        68.326
   54971.52867115          5.46          0.36       100.939       -28.136        57.595        61.853
   54971.53437117          3.44          1.02       280.356        -2.883       240.198        87.124
   54971.53519959          5.95          0.82       226.771       -35.642       294.058        54.323
   54971.53945608          3.00          0.56        49.530        10.516       112.866       100.546
   54971.54356322          5.83          1.08       274.965       -33.830       248.877        56.175
   54971.54677771          4.97          0.36       155.168       -13.005         9.876        76.949
   54971.54774082          3.16          0.99        61.517        16.999       103.864       107.021
   54971.55130654          3.41          1.40       113.823        11.270        52.846       101.251
   54971.55877728          5.63          0.34        58.006       -49.179       111.421        40.846
   54971.56384170          5.61          0.88       326.597       -39.863       204.580        50.180
   54971.56418927          5.30          0.56       268.692       -14.093       262.616        75.906
   54971.57039213          5.58          0.26       330.973       -28.597       202.579        61.447
   54971.57077078          5.83          0.20       127.153       -51.082        46.599        38.884
   54971.57240340          4.94          0.61       314.339        -7.632       219.945        82.402
   54971.57545082          4.81          0.64        55.754       -11.167       119.650        78.858
   54971.57632723          5.90          0.40       340.520       -57.448       195.164        32.602
   54971.57980506          3.18          0.95        65.098        29.163       111.846       119.182
   54971.59077395          5.91          0.38        88.060       -46.884        92.921        43.113
   54971.59194008          3.21          0.90       158.048        10.961        23.291       100.915
   54971.59351727          3.20          0.65       213.660         8.712       328.252        98.672
   54971.60440051          5.16          0.37       327.776       -15.384       218.058        74.658
   54971.60535900          3.53          0.62       242.155         1.544       304.027        91.522
   54971.62449016          3.15          0.77         2.643         8.655       190.452        98.702
   54971.62643096          3.06          1.99       352.492        60.132       201.313       150.176
   54971.62702080          3.18          2.84       187.705        83.499         6.351       173.455
   54971.63211878          3.30          0.59       333.275        63.137       222.612       153.177
   54971.63252093          3.47          0.57       354.637        15.359       201.358       105.406
   54971.63674115          3.24          0.45       129.660        21.709        67.843       111.676
   54971.64055747          3.24          0.60        33.168        62.661       165.679       152.699
   54971.65339520          5.56          0.35        74.281       -29.097       129.280        60.912
   54971.65348127          5.82          0.26       163.881       -33.761        39.684        56.186
   54971.66028535          3.41          0.45       318.819        30.766       247.213       120.802
   54971.66551047          3.38          2.69        42.725         4.290       165.178        94.324
   54971.67088709          5.53          0.48        12.216       -33.031       197.639        57.019
   54971.67129794          3.24          1.07       328.394        19.512       241.604       109.554
   54971.67561411          6.02          0.80       197.464       -28.826        14.069        61.124
   54971.67609398          5.61          0.23       321.445       -65.092       250.212        24.954
   54971.67737853          5.69          0.45       101.627       -31.150       110.593        58.833
   54971.67903912          4.03          0.96        72.026        -0.835       140.765        89.176
   54971.68087356          2.99          0.78       122.262        18.007        91.174       107.977
   54971.68210352          3.60          0.76       210.635        27.452         3.265       117.410
   54971.69114850          5.36          0.62       154.512       -19.693        62.650        70.256
   54971.69314334          5.81          1.16        95.989       -50.145       121.955        39.843
   54971.69362859          4.81          0.57        93.141       -10.972       124.925        79.020
   54971.69459437          3.28          1.24       235.410        29.333       343.009       119.306
   54971.69627500          3.22          0.53       282.473         4.168       296.533        94.181
   54971.69661366          3.65          0.45       311.682        -3.599       267.443        86.437
   54971.69818368          3.24          0.98       179.574         8.183        40.119        98.131
   54971.69836411          5.53          0.46        80.130       -28.417       139.665        61.586
   54971.69874215          5.52          0.46       254.041       -32.784       325.817        57.205
   54971.69948676          5.68          0.76        88.327       -20.297       131.863        69.699
   54971.70422984          5.85          1.15       183.789       -51.448        38.075        38.496
   54971.71853225          3.16          0.73        35.498        32.158       191.528       122.196
   54971.71933304          3.82          0.43       254.128        26.719       333.222       116.707
   54971.72889951          4.45          0.55       254.735        -7.630       336.036        82.359
   54971.73302653          3.16          1.00        96.502        65.571       135.668       155.563
   54971.73555384          3.46          3.35        33.323        54.899       199.825       144.938
   54971.74455220          3.26          0.57       236.378         0.915         0.051        90.888
   54971.74556969          5.58          0.24        78.456       -30.193       158.382        59.811
   54971.75623907          5.81          0.32       259.680       -53.040       340.893        36.955
   54971.75899044          3.41          0.51       331.806        22.015       269.848       112.061
   54971.76759047          5.64          0.56        49.434       -33.343       195.351        56.689
   54971.76788054          2.87          1.50       178.943         9.500        65.910        99.446
   54971.76874359          3.95          0.48       159.591        12.158        85.572       102.106
   54971.76993882          5.66          0.46       230.924       -24.586        14.647        65.382
   54971.77053426          4.01          0.46        34.201        13.004       211.609       103.045
   54971.77811262          5.84          0.20       335.102       -46.703       273.427        43.351
   54971.77896081          3.18          0.91       120.364        17.804       128.479       107.773
   54971.79038763          5.25          0.44       161.463       -18.754        91.520        71.190
   54971.79170162          3.50          0.57       316.831        22.598       296.636       112.638
   54971.79489626          5.54          0.55         5.432       -36.085       249.185        53.970
   54971.79806230          5.69          0.57       288.124       -52.148       327.554        37.875
   54971.79879632          3.51          1.79       276.476        22.078       339.556       112.087
   54971.80370389          5.63          0.72        69.118       -34.668       188.712        55.346
   54971.80508600          5.58          0.24       306.232       -24.020       312.033        66.017
   54971.81077862          4.50          0.60       345.184        -7.814       275.156        82.240
   54971.81480353          4.20          0.48       236.738         8.608        25.057        98.580
   54971.81867060          5.62          0.80       338.950       -38.563       284.227        51.493
   54971.82739654          3.77          1.12       175.247        51.296        91.087       141.243
   54971.84115119          5.68          0.91       208.498       -56.140        62.754        33.809
   54971.84270791          3.56          1.85        95.400         1.236       176.470        91.226
   54971.85422569          3.05          0.50       348.392        37.134       287.641       127.187
   54971.85477014          3.16          0.48       220.135        28.084        56.101       118.043
   54971.85498852          5.65          0.21        50.922       -35.384       225.417        54.649
   54971.85531086          3.52          1.01        91.849        -0.294       184.572        89.700
   54971.85939709          3.42          0.48       224.990        -0.792        52.895        89.169
   54971.85982144          4.50          0.26       131.490        -7.074       146.562        82.884
   54971.86292521          3.49          0.41       231.894         7.149        47.271        97.116
   54971.86420096          5.61          0.45        89.734       -23.293       189.921        66.702
   54971.86504937          3.90          0.68       329.353        31.001       310.594       121.048
   54971.87366022          4.53          0.77       199.686        -7.485        83.347        82.460
   54971.87398080          3.22          0.63       197.900        12.340        85.256       102.286
   54971.87521617          3.26          0.79        97.958        14.763       185.633       104.752
   54971.87888478          3.10          1.55       159.631        42.049       125.278       131.997
   54971.88024480          5.11          0.52       256.411       -10.139        28.990        79.849
   54971.88471994          5.76          0.60       201.004       -59.571        85.980        30.373
   54971.88481983          3.72          1.06       285.474        -4.916         1.586        85.102
   54971.89495674          4.66          0.64       198.288        -9.122        92.432        80.822
   54971.89506563          5.82          0.85        41.557       -36.248       249.246        53.794
   54971.89611582          3.27          0.52       163.844         9.787       127.298        99.731
   54971.89654480          5.32          0.73       326.056       -19.918       325.233        70.132
   54971.89795163          3.40          0.86       337.569        15.028       314.246       105.080
   54971.89878867          3.09          0.90       344.501        13.102       307.615       103.156
   54971.90269126          5.32          0.24        27.632       -19.784       265.903        70.266
   54971.90506385          5.62          0.37       226.227       -43.023        68.101        46.937
   54971.91296771          4.77          0.20         8.482        -9.198       288.752        80.858
   54971.91871733          5.64          1.16       169.863       -49.695       129.449        40.242
   54971.92218689          5.62          0.85       107.425       -33.766       193.174        56.211
   54971.92361111          3.37          0.56       138.989        22.245       162.068       112.201
   54971.92449508          3.08          0.58        81.922        42.234       219.423       132.241
   54971.92703653          5.55          0.69        77.156       -34.156       225.198        55.854
   54971.92803816          5.35          0.95       122.370       -23.228       180.323        66.736
   54971.94111851          5.40          1.14         0.500       -19.251       306.895        70.808
   54971.94708638          4.05          3.21       120.895        11.507       188.643       101.475
   54971.95005598          3.29          0.72        83.050        51.005       227.504       141.012
   54971.95170036          5.00          1.05       304.345        -9.690         6.855        80.344
   54971.95314013          5.63          0.20       183.159       -20.381       128.567        69.558
   54971.95347067          5.34          0.35       261.532       -18.936        50.293        71.056
   54971.95720837          3.22          2.62        32.217        81.947       280.790       171.993
   54971.95991803          5.64          0.65       302.849       -37.057        11.289        52.977
   54971.97283209          5.78          0.85       309.950       -26.274         8.865        63.765
   54971.97358987          5.58          0.79       340.301       -33.484       338.800        56.574
   54971.97559944          5.82          0.60        95.176       -37.920       224.714        52.072
   54971.97661729          5.58          0.28       149.836       -22.537       170.382        67.409
   54971.98032687          5.63          0.98       121.658       -54.523       199.962        35.441
   54971.98049844          4.02          2.12        34.897        83.347       286.463       173.393
   54971.98437138          3.84          3.02       146.187         9.407       176.813        99.358
   54971.98799549          3.22          2.48       268.457         4.256        55.856        94.252
   54971.99210616          4.65          0.99       137.330        -4.952       188.472        85.003
   54971.99404503          5.61          0.47        33.855       -29.736       292.666        60.313
   54971.99660377          3.26          3.05       309.211        21.330        18.226       111.364
   54971.99870999          3.11          0.57       325.560        -3.096         2.618        86.952
   54972.00591034          5.15          0.83       289.345       -14.745        41.417        75.274
   54972.00738440          3.31          0.56       204.566        24.591       126.753       114.537
   54972.00794333          4.49          0.73        70.225        -7.619       261.302        82.401
   54972.01325230          5.38          0.66       133.401       -23.800       200.051        66.157
   54972.02798913          3.35          1.07       198.416        -2.971       140.330        86.971
   54972.02846034          5.25          0.88       298.687       -15.288        40.216        74.739
   54972.02900951          5.36          0.38       286.107       -24.068        52.982        65.947
   54972.03228593          5.78          0.92       318.807       -41.196        21.457        48.850
   54972.03380766          5.54          0.43        93.903       -67.386       247.102        22.609
   54972.03622850          2.91          0.81       242.345        67.073        99.487       157.043
   54972.04192941          5.50          0.96       322.297       -28.945        21.463        61.102
   54972.05541172          5.63          1.04       338.844       -29.927         9.792        60.129
   54972.05554639          5.46          0.58        71.160       -24.230       277.569        65.790
   54972.05696321          5.54          0.36       316.606       -33.587        32.573        56.456
   54972.05877131          3.49          0.59       146.124         4.593       203.736        94.545
   54972.06100464          3.44          3.62       237.904        56.756       112.828       146.722
   54972.06116829          3.50          1.37         7.205        50.458       343.523       140.512
   54972.07148293          5.84          0.90       293.853       -39.959        60.547        50.064
   54972.07647333          3.91          1.49       198.988        28.944       157.269       118.888
   54972.07797215          3.33          3.51       316.335        42.820        40.497       132.856
   54972.07917094          5.46          0.40        41.529       -72.858       315.832        17.190
   54972.08051532          5.48          0.74       129.089       -20.699       228.643        69.264
   54972.08136584          4.09          1.42       345.212         4.031        12.809        94.085
   54972.08191661          5.43          0.39       124.957       -19.186       233.280        70.781
   54972.08292219          5.48          0.25        25.596       -28.043       333.001        62.012
   54972.08491844          4.77          0.57       359.846        -9.842       359.458        80.216
   54972.08586970          3.85          1.89       345.366         7.327        14.282        97.381
   54972.08973086          3.25          0.55        96.869        33.320       264.137       123.318
   54972.09008505          5.27          0.39       289.091       -13.845        72.057        76.170
   54972.09336506          6.12          0.49         8.901       -54.063       353.462        35.999
   54972.10001890          4.99          0.67       241.336       -11.840       123.400        78.127
   54972.10044720          4.13          0.45       340.593        -6.068        24.312        83.986
   54972.10086816          6.11          0.54       358.688       -56.570         6.366        33.491
   54972.10346933          3.15          0.73       301.303         6.808        64.698        96.833
   54972.10850972          5.68          0.49       266.666       -49.278       101.076        40.715
   54972.12092440          5.57          0.79       127.054       -36.209       245.284        53.756
   54972.12113948          4.15          0.55         3.373         6.203         9.007        96.260
   54972.12216049          5.67          0.53       156.065       -37.661       216.701        52.283
   54972.12360213          3.39          0.83       336.375         7.102        36.894        97.151
   54972.13209757          5.89          0.27       226.617       -43.846       149.671        46.109
   54972.13445336          5.54          0.91        81.179       -27.184       296.038        62.828
   54972.13445443          3.32          0.86       298.424        16.751        78.772       106.771
   54972.15284641          5.59          0.37       274.455       -71.189       109.184        18.812
   54972.15292159          5.58          0.39       241.334       -25.704       142.486        64.262
   54972.17925369          3.26          1.90       127.995        33.144       265.331       123.116
   54972.18058905          5.71          0.24       188.335       -40.030       205.496        49.910
   54972.19606687          3.84          1.03       143.799        -5.367       255.629        84.590
   54972.20107108          5.29          0.51        21.128       -15.951        20.111        74.103
   54972.20696807          5.93          0.24         0.060       -52.553        43.295        37.506
   54972.20976128          5.76          0.39       239.425       -46.663       164.887        43.302
   54972.21607795          3.95          0.37       106.905        21.428       299.725       111.419
   54972.22552184          5.45          0.55       170.460       -26.957       239.603        62.987
   54972.22624181          5.62          0.20       341.212       -37.439        69.088        52.613
   54972.23382706          5.73          0.49       344.040       -43.415        68.997        46.638
   54972.24361013          5.50          0.33       161.980       -17.076       254.613        72.872
   54972.24672731          5.22          0.34       327.874       -15.086        89.828        74.957
   54972.25116640          4.21          1.10       203.924        -4.400       215.384        85.546
   54972.25522351          4.65          0.27       228.079        -7.616       192.690        82.342
   54972.26085514          4.09          0.65       349.743        -5.122        73.069        84.929
   54972.26091814          4.48          0.50       108.902        -7.879       313.944        82.109
   54972.26655410          4.46          1.51       195.892         9.031       228.974        98.977
   54972.27116314          3.61          0.38       196.842        12.325       229.689       102.271
   54972.27179090          5.57          0.76        34.178       -33.329        32.603        56.720
   54972.27257345          3.30          2.20       313.366        19.361       113.690       109.390
   54972.28109203          5.54          0.97       338.268       -27.244        91.837        62.804
   54972.28122546          5.57          0.69        78.288       -33.853       351.917        56.162
   54972.28255505          5.15          0.20       181.292       -15.688       249.352        74.256
   54972.28446457          4.67          0.97        50.783        -9.778        20.563        80.260
   54972.28497564          3.60          2.21       113.342        28.892       318.152       118.879
   54972.28773938          3.18          0.93        46.689        22.513        25.819       112.553
   54972.29052110          3.15          1.11       268.927        11.991       164.600       101.982
   54972.29701480          3.41          1.67       174.454         0.264       261.408        90.211
   54972.29797413          3.14          0.88        61.266        41.599        14.914       131.629
   54972.30205174          3.22          0.40       295.920         0.281       141.760        90.297
   54972.31020823          5.24          0.45       228.438       -18.779       212.172        71.181
   54972.32536779          3.17          0.63       271.185        26.085       174.934       116.077
   54972.32606965          3.08          0.38       348.337        40.778        98.033       130.823
   54972.33333296          5.99          0.55       129.122       -45.548       319.901        44.420
   54972.33341178          5.64          1.04       314.115       -58.408       134.819        31.627
   54972.33588517          5.41          0.80       210.615       -20.385       239.269        69.565
   54972.33737218          5.51          0.30       159.603       -29.652       290.842        60.299
   54972.34081759          3.82          0.84        56.408        -1.559        35.275        88.473
   54972.34108868          4.11          0.93       286.149        66.868       165.734       156.872
   54972.35086118          3.30          0.47       107.102         8.260       348.197        98.250
   54972.35490054          5.51          0.92        87.601       -29.777         9.194        60.229
   54972.36245498          5.31          0.36       186.061       -20.902       273.424        69.045
   54972.37388208          5.54          0.80       275.934       -35.182       187.638        54.819
   54972.37402495          5.63          0.97       355.730       -44.262       107.929        45.790
   54972.37441624          5.76          0.98       318.987       -26.575       144.799        63.461
   54972.38796047          5.37          0.88       118.429       -22.333       350.288        67.645
   54972.39177690          5.10          0.27       113.937       -12.925       356.150        77.058
   54972.39447690          6.04          0.66        40.047       -51.500        71.044        38.542
   54972.39571846          5.55          0.68        57.602       -37.727        53.930        52.303
   54972.39607058          5.57          0.30       192.671       -35.225       278.943        54.722
   54972.39641968          5.81          0.95       247.871       -60.724       223.788        29.253
   54972.40087984          5.16          0.27       115.785       -15.234       357.590        74.747
   54972.40303373          3.45          0.37       312.180        38.772       161.986       128.797
   54972.40755928          3.14          0.97       290.582        -2.795       185.182        87.217
   54972.41052144          5.43          0.82         9.556       -22.885       107.289        67.165
   54972.41309065          3.15          0.87       223.620        26.324       254.156       116.285
   54972.41612784          5.61          0.33       266.566       -36.761       212.254        53.232
   54972.41782757          5.61          0.52       237.106       -33.080       242.339        56.889
   54972.41885605          3.39          1.31       132.483        15.322       347.356       105.292
   54972.43149073          3.58          0.60        43.333        -2.007        81.082        88.030
   54972.43182829          2.98          0.67       319.198        32.241       165.353       122.271
   54972.43204916          5.78          0.27       124.439       -54.098         0.235        35.873
   54972.43585875          3.40          0.81        80.539        -2.872        45.454        87.138
   54972.43867545          5.29          0.77       298.178       -20.821       188.804        69.199
   54972.44806701          5.84          0.65        59.974       -36.952        70.455        53.075
   54972.44967082          5.83          0.49       297.088       -51.709       193.822        38.313
   54972.45726307          5.17          0.98        35.416       -16.267        98.308        73.774
   54972.45756179          3.42          1.15       310.064        21.198       183.769       111.224
   54972.45822473          3.55          0.71       197.192        24.450       296.868       114.404
   54972.46261258          4.16          1.10        73.212        -6.345        62.442        83.670
   54972.46374773          5.36          0.96        81.015       -21.042        55.062        68.967
   54972.46614095          3.57          0.58       173.415        22.845       323.496       112.799
   54972.46888942          3.40          0.57       230.576        -3.569       267.326        86.397
   54972.47227346          3.14          1.44       194.190         2.074       304.937        92.025
   54972.47268987          5.55          0.62        78.640       -24.233        60.668        65.777
   54972.47536744          3.51          0.51       235.495        23.778       264.764       113.748
   54972.48251176          3.44          0.92       288.139        -3.804       214.681        86.208
   54972.48331556          3.46          0.74        27.442         0.110       115.679        90.152
   54972.48419490          3.19          3.24       247.045        32.801       256.411       122.779
   54972.48476541          5.50          0.46       195.555       -33.604       308.074        56.346
   54972.49236679          3.19          0.51        28.265         2.502       118.122        92.544
   54972.49293347          3.23          1.73         5.119        41.805       141.472       131.849
   54972.49468010          3.05          0.37        64.164        42.598        83.023       132.620
   54972.49505640          5.60          0.84       196.565       -39.778       310.775        50.172
   54972.50366891          3.15          0.84        54.205        48.911        96.224       138.939
   54972.50448549          2.93          0.56       275.803        43.606       234.995       133.606
   54972.50514156          4.99          0.61       327.203       -11.585       183.787        78.455
   54972.51248122          3.41          0.78       122.987        10.932        30.653       100.907
   54972.52469520          3.54          0.89       118.488         6.822        39.565        96.800
   54972.52494216          3.49          1.43        59.418        34.930        98.703       124.954
   54972.52806899          4.96          0.61        44.978       -12.990       114.307        77.043
   54972.53316794          3.74          0.98        43.170        -2.839       117.949        87.195
   54972.53532697          3.56          0.75       244.801        32.374       277.112       122.352
   54972.53929359          4.91          0.75        32.131       -11.753       131.203        78.288
   54972.54048905          2.94          1.17       273.989        40.727       249.802       130.727
   54972.54109715          5.94          0.27       204.611       -50.498       319.333        39.455
   54972.54637074          5.09          0.74       155.367       -15.196        10.517        74.758
   54972.55004270          5.63          0.22       216.543       -56.087       310.610        33.872
   54972.55234175          5.88          0.45        51.119       -36.519       116.950        53.511
   54972.55688306          5.34          0.21        29.553       -14.547       140.132        75.495
   54972.57940188          5.64          0.47        12.400       -31.804       165.414        58.245
   54972.58081264          5.92          0.72       169.736       -37.327         8.580        52.621
   54972.58196373          5.80          0.58         3.239       -20.066       175.493        69.983
   54972.58423412          5.13          0.20       271.839       -10.544       267.694        79.459
   54972.58497792          5.82          0.30       138.298       -41.490        41.547        48.468
   54972.58752382          5.14          0.34        68.263       -11.789       112.486        78.227
   54972.58823653          5.56          0.97        93.237       -26.212        87.784        63.782
   54972.58877778          5.64          0.24       166.928       -69.778        14.281        20.169
   54972.59026094          3.56          0.68         5.880        -1.381       175.845        88.666
   54972.59201764          4.72          0.48       314.276        -7.422       228.075        82.612
   54972.59702223          5.92          0.82       342.216       -70.798       201.912        19.254
   54972.59752093          3.75          0.70       145.450        15.479        38.886       105.438
   54972.59926689          5.55          0.38       117.272       -68.229        67.817        21.743
   54972.60450537          3.51          1.16       270.600        43.048       276.304       133.048
   54972.62038221          5.51          0.57        17.505       -31.040       175.106        59.008
   54972.63043851          4.86          0.62       115.895       -11.098        80.343        78.876
   54972.63448471          5.74          0.39       143.055       -41.499        54.657        48.455
   54972.63561941          3.58          1.04       124.130        -2.571        73.971        87.397
   54972.63732152          3.45          1.02         5.825         4.967       192.888        95.015
   54972.63843157          5.63          0.76       305.651       -40.088       253.424        49.946
   54972.64150605          5.60          0.58       312.249       -27.473       247.952        62.564
   54972.64321316          4.38          0.77       187.958        -6.882        12.875        83.067
   54972.64643219          5.35          0.41       310.585       -16.317       251.401        73.718
   54972.65227463          3.46          0.96       322.118         1.409       241.990        91.449
   54972.65379582          3.63          1.09       270.253        18.463       294.416       108.464
   54972.66174604          2.98          0.64       293.308         2.382       274.218        92.404
   54972.68270038          5.16          0.59       358.487       -14.893       216.608        75.158
