#  MJD_start[days]  MJD_stop[days]
   56463.32392361   56463.65728009
   56463.66111111   56463.99479166
   56463.99576388   56464.32913194
   56464.33011574   56464.66348379
   56464.66378472   56464.67193287
   56464.67630787   56465.01039351
   56465.01131944   56465.34469907
   56465.34785879   56465.68121527
   56465.68215277   56466.01552083
   56466.01643518   56466.34981481
   56466.35071759   56466.68409722
   56466.68512731   56467.01850694
   56467.01944444   56467.08422453
   56467.09075231   56467.42412037
   56467.42438657   56467.75855324
   56467.75952546   56468.09289351
   56468.09395833   56468.42732638
   56468.42834490   56468.76171296
   56468.76199074   56469.09603009
   56469.09699074   56469.43031249
   56469.43128472   56469.76465277
   56469.76561342   56470.02353009
   56470.03063657   56470.14953703
   56470.15185185   56470.48521990
   56470.48620370   56470.81957175
   56470.82052083   56471.08667824
   56471.10765046   56471.44103009
   56471.44199074   56471.77535879
   56471.77630787   56472.10967592
   56472.11057870   56472.44394675
   56472.44482638   56472.77819444
   56472.77915509   56473.11252314
   56473.11354166   56473.44690972
   56473.44784722   56473.78121527
   56473.78217592   56474.11554398
   56474.11652777   56474.44989583
   56474.45085648   56474.78422453
   56474.78530092   56475.09111111
   56475.09234953   56475.42571759
   56475.42673611   56475.76010416
   56475.76116898   56476.09453703
   56476.09481481   56476.42880787
   56476.42979166   56476.76314814
   56476.76407407   56477.09744212
   56477.09848379   56477.43184027
   56477.43295138   56477.76631944
   56477.76729166   56478.10065972
   56478.10167824   56478.28163194
   56478.28464120   56478.49318287
   56478.50332175   56478.54836805
   56478.55023148   56478.88358796
   56478.88451388   56479.21788194
   56479.22215277   56479.24090277
   56479.24263888   56479.35263888
   56479.35678240   56479.36516203
   56479.36730324   56479.70068287
   56479.70160879   56480.03497685
   56480.03589120   56480.36925925
   56480.37025462   56480.70362268
   56480.70456018   56481.03791666
   56481.03885416   56481.37222222
   56481.37329861   56481.70666666
   56481.70782407   56482.04119212
   56482.04221064   56482.05776620
   56482.06008101   56482.16019675
   56482.16185185   56482.25935185
   56482.26096064   56482.59432870
   56482.59517361   56482.92083333
   56482.92462962   56483.25799768
   56483.25892361   56483.59228009
   56483.59324074   56483.92659722
   56483.92755787   56484.26092592
   56484.26194444   56484.59531249
   56484.59628472   56484.92965277
   56484.93061342   56485.26398148
   56485.26495370   56485.59831018
   56485.60077546   56485.93413194
   56485.93524305   56486.26861111
   56486.26956018   56486.60292824
   56486.60388888   56486.93725694
   56486.93833333   56487.27170138
   56487.27267361   56487.60604166
   56487.60700231   56487.94037037
   56487.94146990   56488.27483796
   56488.27584490   56488.60921296
   56488.61012731   56488.94349537
   56488.94458333   56489.27793981
   56489.27896990   56489.61233796
   56489.61340277   56489.94675925
   56489.94780092   56490.28116898
   56490.28214120   56490.61550925
   56490.61652777   56490.94989583
   56490.95650462   56491.28987268
   56491.29081018   56491.62417824
   56491.62511574   56491.95848379
   56491.95945601   56492.29282407
   56492.29383101   56492.62719907
   56492.62821759   56492.96158564
   56492.96494212   56493.29831018
   56493.29924768   56493.63261574
   56493.63359953   56493.96695601
   56493.96790509   56494.30127314
   56494.30226851   56494.63563657
   56494.63665509   56494.97002314
   56494.97099537   56495.30436342
   56495.30531249   56495.63868055
   56495.63967592   56495.97304398
   56495.97401620   56496.30738425
   56496.30842592   56496.64178240
   56496.64204861   56496.97609953
   56496.97702546   56497.31040509
   56497.31135416   56497.64472222
   56497.64568287   56497.97905092
   56497.98000000   56498.31336805
   56498.31427083   56498.64763888
   56498.64869212   56498.98206018
   56498.98303240   56499.31640046
   56499.31745370   56499.55425925
   56499.55730324   56499.59695601
   56499.60020833   56499.61047453
   56499.61376157   56499.94712962
   56499.94809027   56500.28145833
   56500.28241898   56500.60498842
   56500.62326388   56500.95663194
   56500.95755787   56500.96571759
   56500.97585648   56501.30922453
   56501.31015046   56501.37521990
   56501.38836805   56501.72173611
   56501.72261574   56502.05598379
   56502.05706018   56502.39042824
   56502.39138888   56502.45122685
   56502.45453703   56502.52314814
   56502.53229166   56502.86565972
   56502.86674768   56503.20012731
   56503.20111111   56503.53447916
   56503.53545138   56503.56208333
   56503.56309027   56503.89645833
   56503.89746527   56504.23083333
   56504.23181712   56504.40917824
   56504.41226851   56504.74563657
   56504.74666666   56505.08003472
   56505.08105324   56505.41442664
   56505.41540509   56505.56912037
   56505.57216435   56505.90553240
   56505.90652777   56505.95591435
   56505.97572916   56506.08084490
   56506.08285879   56506.41622685
   56506.41710648   56506.75048611
   56506.75150462   56507.08486111
   56507.08583333   56507.41920138
   56507.42033564   56507.75370370
   56507.75467592   56508.08804398
   56508.08901620   56508.42238425
   56508.42342592   56508.75679398
   56508.75777777   56509.09114583
   56509.09214120   56509.42550925
   56509.42662037   56509.75998842
   56509.76090277   56510.09427083
   56510.09532407   56510.42869212
   56510.42967592   56510.76304398
   56510.76414351   56510.77797453
   56510.78094907   56510.80917824
   56510.81268518   56511.14605324
   56511.14696759   56511.48033564
   56511.48133101   56511.81469907
   56511.81559027   56512.14896990
   56512.15605324   56512.22506944
   56512.23837962   56512.26011574
   56512.26192129   56512.59528935
   56512.59633101   56512.92969907
   56512.93077546   56513.26414351
   56513.26506944   56513.59842592
   56513.59942129   56513.93277777
   56513.93378472   56514.26715277
   56514.26806712   56514.60143518
   56514.60232638   56514.93569444
   56514.93664351   56515.27001157
   56515.27091435   56515.60428240
   56515.60523148   56515.93861111
   56515.93957175   56516.27293981
   56516.27395833   56516.48664351
   56516.49939814   56516.59631944
   56516.59975694   56516.64322916
   56516.64730324   56516.98068287
   56516.98170138   56517.18839120
   56517.19576388   56517.32906250
   56517.33098379   56517.66435185
   56517.66520833   56517.99857638
   56517.99956018   56518.33292824
   56518.33385416   56518.66722222
   56518.66831018   56519.00166666
   56519.00261574   56519.33598379
   56519.33703703   56519.67040509
   56519.67150462   56520.00487268
   56520.00579861   56520.33916666
   56520.34023148   56520.42472222
   56520.42675925   56520.76012731
   56520.76114583   56521.09451388
   56521.09546296   56521.42883101
   56521.42978009   56521.76314814
   56521.76413194   56522.09748842
   56522.09843749   56522.38787037
   56522.39098379   56522.49568287
   56522.49784722   56522.52111111
   56522.52459490   56522.85796296
   56522.86380787   56523.19717592
   56523.19821759   56523.53158564
   56523.53256944   56523.56254629
   56523.57721064   56523.91057870
   56523.91163194   56524.24500000
   56524.24611111   56524.37999999
   56524.39126157   56524.49185185
   56524.50001157   56524.83336805
   56524.83429398   56524.89512731
   56524.90038194   56524.96839120
   56524.97113425   56525.02706018
   56525.02952546   56525.03993055
   56525.04187500   56525.05059027
   56525.05717592   56525.06479166
   56525.06792824   56525.08497685
   56525.09003472   56525.42340277
   56525.42663194   56525.75998842
   56525.76092592   56526.09429398
   56526.09523148   56526.42858796
   56526.42951388   56526.76288194
   56526.76390046   56527.09726851
   56527.09825231   56527.28893518
   56527.29424768   56527.62761574
   56527.62870370   56527.96207175
   56527.96298611   56528.12146990
   56528.12410879   56528.15437499
   56528.15695601   56528.49032407
   56528.49056712   56528.82466435
   56528.82564814   56529.15901620
   56529.15995370   56529.49333333
   56529.49425925   56529.82762731
   56529.82866898   56530.16203703
   56530.16307870   56530.49644675
   56530.49748842   56530.71053240
   56530.71262731   56531.04599537
   56531.04703703   56531.06884259
   56531.07841435   56531.13870370
   56531.14034722   56531.19501157
   56531.20300925   56531.53637731
   56531.53733796   56531.87070601
   56531.87182870   56532.20519675
   56532.20613425   56532.22997685
   56532.23916666   56532.57253472
   56532.57366898   56532.66385416
   56532.66744212   56533.00081018
   56533.00174768   56533.33511574
   56533.33607638   56533.66943287
   56533.67062499   56534.00399305
   56534.00493055   56534.33829861
   56534.33924768   56534.36723379
   56534.52609953   56534.56403935
   56534.56950231   56534.58217592
   56534.58353009   56534.91689814
   56534.91789351   56535.25126157
   56535.25218749   56535.58554398
   56535.58653935   56535.91989583
   56535.92013888   56536.10146990
   56536.10406250   56536.43743055
   56536.43837962   56536.77174768
   56536.77268518   56537.10605324
   56537.10710648   56537.44047453
   56537.44152777   56537.77489583
   56537.77591435   56538.10927083
   56538.11030092   56538.44366898
   56538.44643518   56538.46928240
   56538.47108796   56538.80445601
   56538.80553240   56539.13888888
   56539.14465277   56539.19936342
   56539.20233796   56539.53569444
   56539.53689814   56539.57560185
   56539.58193287   56539.59471064
   56539.59758101   56539.76173611
   56539.76431712   56540.09768518
   56540.09864583   56540.43201388
   56540.43297453   56540.76633101
   56540.76739583   56541.10076388
   56541.10174768   56541.43510416
   56541.43611111   56541.76947916
   56541.77054398   56542.10391203
   56542.10770833   56542.44107638
   56542.44208333   56542.76085648
   56542.76400462   56543.03393518
   56543.03519675   56543.36856481
   56543.36953703   56543.39262731
   56543.39449074   56543.50746527
   56543.50935185   56543.59523148
   56543.59785879   56543.93122685
   56543.93221064   56544.26557870
   56544.26651620   56544.51255787
   56544.51460648   56544.54456018
   56544.54842592   56544.88179398
   56544.88287037   56545.21622685
   56545.21710648   56545.55047453
   56545.55142361   56545.88479166
   56545.88576388   56545.92747685
   56545.94179398   56545.96394675
   56545.96597222   56546.29935185
   56546.30028935   56546.63365740
   56546.63483796   56546.96820601
   56546.97023148   56547.30359953
   56547.30460648   56547.63796296
   56547.63903935   56547.97240740
   56547.97337962   56548.30674768
   56548.30781249   56548.64118055
   56548.64228009   56548.97563657
   56548.97662037   56549.30998842
   56549.31099537   56549.64436342
   56549.64546296   56549.97883101
   56549.97979166   56550.31315972
   56550.31410879   56550.64747685
   56550.64842592   56550.98179398
   56550.98274305   56551.31611111
   56551.31714120   56551.65050925
   56551.65157407   56551.98494212
   56551.98596064   56552.31932870
   56552.32028935   56552.65364583
   56552.65475694   56552.98812499
   56552.98913194   56553.32249999
   56553.32351851   56553.65688657
   56553.65802083   56553.99138888
   56553.99233796   56554.32570601
   56554.32666666   56554.66003472
   56554.66108796   56554.99445601
   56554.99534722   56555.32871527
   56555.32969907   56555.66305555
   56555.66408564   56555.99745370
   56555.99840277   56556.33175925
   56556.33270833   56556.66607638
   56556.66695601   56557.00031250
   56557.00120370   56557.19078703
   56557.19872685   56557.35932870
   56557.36334490   56557.69671296
   56557.69762731   56558.03099537
   56558.03199074   56558.36534722
   56558.36629629   56558.69967592
   56558.70062500   56559.03399305
   56559.03496527   56559.36833333
   56559.36928240   56559.70265046
   56559.70369212   56560.03706018
   56560.03807870   56560.37144675
   56560.37234953   56560.70571759
   56560.70680555   56561.04017361
   56561.04115740   56561.37452546
   56561.37556712   56561.70893518
   56561.71009259   56562.04346064
   56562.04445601   56562.37782407
   56562.37879629   56562.71216435
   56562.71310185   56563.04646990
   56563.04745370   56563.38082175
   56563.38192129   56563.71528935
   56563.71629629   56564.04966435
   56564.05069444   56564.38406250
   56564.38505787   56564.71841435
   56564.71939814   56565.05277192
   56565.05381944   56565.38718750
   56565.38817129   56565.72153935
   56565.72259259   56566.05596064
   56566.05709490   56566.39045138
   56566.39156250   56566.47417824
   56566.47609953   56566.80946759
   56566.81047453   56567.14384259
   56567.14487268   56567.47824074
   56567.47923611   56567.81260416
   56567.81369212   56568.14706018
   56568.14805555   56568.48142361
   56568.48240740   56568.81577546
   56568.81679398   56568.98597222
   56568.98925925   56569.32262731
   56569.32359953   56569.65696759
   56569.65821759   56569.99157407
   56569.99255787   56570.32592592
   56570.32697916   56570.66034722
   56570.66135416   56570.99471064
   56570.99571759   56571.32908564
   56571.33008101   56571.66344907
   56571.66443287   56571.99780092
   56571.99879629   56572.33215277
   56572.33328703   56572.66665509
   56572.66769675   56573.00106481
   56573.00370370   56573.15951388
   56573.16122685   56573.24637731
   56573.24799768   56573.58136574
   56573.58230324   56573.91567129
   56573.91665509   56574.25002314
   56574.25096064   56574.58432870
   56574.58538194   56574.91873842
   56574.91966435   56575.25303240
   56575.25395833   56575.58732638
   56575.58840277   56575.92177083
   56575.92267361   56576.25604166
   56576.25697916   56576.59034722
   56576.59158564   56576.85765046
   56576.86057870   56577.19394675
   56577.19489583   56577.52826388
   56577.52923611   56577.86260416
   56577.86357638   56578.19694444
   56578.19791666   56578.53128472
   56578.53752314   56578.87089120
   56578.87184027   56579.20520833
   56579.20618055   56579.53954861
   56579.54077546   56579.87414351
   56579.87518518   56580.20855324
   56580.20961805   56580.54298611
   56580.54395833   56580.87732638
   56580.87829861   56581.21166666
   56581.21262731   56581.54598379
   56581.54709490   56581.59768518
   56581.60119212   56581.93456018
   56581.93559027   56582.26894675
   56582.26994212   56582.60331018
   56582.60921296   56582.94258101
   56582.94535879   56583.27869212
   56583.27988425   56583.61321759
   56583.61425925   56583.94760416
   56583.97407407   56584.30744212
   56584.30837962   56584.64174768
   56584.64266203   56584.97603009
   56584.97695601   56585.31032407
   56585.31126157   56585.64462962
   56585.64559027   56585.92451388
   56585.93331018   56586.06570601
   56586.06765046   56586.40101851
   56586.40196759   56586.73533564
   56586.73637731   56587.06973379
   56587.08018518   56587.41355324
   56587.41446759   56587.74784722
   56587.74885416   56588.08222222
   56588.08315972   56588.41652777
   56588.41744212   56588.75081018
   56588.75178240   56589.08515046
   56589.08612268   56589.39336805
   56589.39940972   56589.40877314
   56589.41089120   56589.44309027
   56589.44495370   56589.77832175
   56589.77935185   56590.11271990
   56590.11364583   56590.44701388
   56590.44805555   56590.78142361
   56590.78234953   56591.11571759
   56591.11668981   56591.45005787
   56591.45100694   56591.78437499
   56591.78540509   56592.11877314
   56592.11975694   56592.45312500
   56592.45403935   56592.78740740
   56592.78833333   56593.12170138
   56593.12263888   56593.45600694
   56593.45706018   56593.79042824
   56593.79137731   56594.12474537
   56594.12578703   56594.26350694
   56594.28106481   56594.38630787
   56594.38792824   56594.72129629
   56594.72229166   56595.05565972
   56595.05666666   56595.39002314
   56595.39094907   56595.72431712
   56595.72547453   56595.99520833
   56596.00499999   56596.02782407
   56596.03085648   56596.36420138
   56596.36515046   56596.69848379
   56596.69951388   56597.03284722
   56597.03396990   56597.36730324
   56597.36826388   56597.70159722
   56597.70259259   56598.03592592
   56598.03856481   56598.37190972
   56598.37284722   56598.70618055
   56598.70718749   56599.04053240
   56599.04153935   56599.15129629
   56599.15822916   56599.49158564
   56599.49253472   56599.82587962
   56599.82690972   56600.16024305
   56600.16128472   56600.23815972
   56600.24127314   56600.57460648
   56600.57561342   56600.83763888
   56600.84797453   56600.89753472
   56600.89973379   56601.23306712
   56601.23401620   56601.56736111
   56601.56832175   56601.66252314
   56601.66568287   56601.81930555
   56601.82901620   56601.83659722
   56601.84056712   56602.17393518
   56602.17488425   56602.50824074
   56602.50924768   56602.84261574
   56602.84358796   56603.17694444
   56603.18623842   56603.51960648
   56603.52067129   56603.85403935
   56603.85605324   56603.97396990
   56603.97809027   56604.01900462
   56604.02224537   56604.04347222
   56604.05498842   56604.38835648
   56604.38936342   56604.72273148
   56604.72381944   56605.05718750
   56605.05812500   56605.39149305
   56605.39252314   56605.72589120
   56605.73444444   56606.04866898
   56606.05185185   56606.38523148
   56606.38630787   56606.48927083
   56606.49331018   56606.82667824
   56606.82762731   56607.16099537
   56607.16193287   56607.49530092
   56607.49622685   56607.82959490
   56607.83063657   56608.16399305
   56608.16496527   56608.32350694
   56608.32664351   56608.33915509
   56608.34226851   56608.67562499
   56608.67663194   56609.00999999
   56609.01092592   56609.34429398
   56609.34525462   56609.67862268
   56609.67971064   56610.01306712
   56610.01549768   56610.34883101
   56610.34980324   56610.68313657
   56610.68424768   56611.01758101
   56611.01856481   56611.35189814
   56611.35287037   56611.68620370
   56611.68729166   56612.02062499
   56612.02153935   56612.35489583
   56612.35581018   56612.68914351
   56612.69012731   56612.97045138
   56612.97144675   56613.30479166
   56613.30577546   56613.63910879
   56613.64009259   56613.97344907
   56613.97444444   56614.30777777
   56614.30870370   56614.64204861
   56614.64297453   56614.97631944
   56614.97729166   56615.31062499
   56615.31155092   56615.64488425
   56615.64599537   56615.96361111
   56616.10000000   56616.16061342
   56616.16210648   56616.17582175
   56616.17935185   56616.25730324
   56616.25853009   56616.59185185
   56616.59287037   56616.92620370
   56616.92728009   56617.26061342
   56617.26157407   56617.59491898
   56617.59589120   56617.92924768
   56617.93033564   56618.26366898
   56618.26490740   56618.59824074
   56618.59924768   56618.93258101
   56618.93365740   56619.26700231
   56619.26805555   56619.60138888
   56619.60243055   56619.93577546
   56619.93672453   56620.27005787
   56620.27108796   56620.60442129
   56620.60539351   56620.93872685
   56620.94016203   56621.27350694
   56621.27752314   56621.61085648
   56621.61182870   56621.94517361
   56621.94611111   56622.27944444
   56622.28042824   56622.61376157
   56622.61559027   56622.74612268
   56622.75498842   56622.76194444
   56622.77037037   56622.81402777
   56622.81557870   56623.14890046
   56623.14988425   56623.48321759
   56623.48415509   56623.81749999
   56623.81837962   56624.15172453
   56624.15261574   56624.48594907
   56624.48689814   56624.82024305
   56624.82121527   56625.15456018
   56625.15550925   56625.48885416
   56625.48984953   56625.82318287
   56625.82414351   56626.15747685
   56626.18479166   56626.51813657
   56626.51931712   56626.85265046
   56626.85365740   56627.18697916
   56627.18798611   56627.52133101
   56627.52230324   56627.85562499
   56627.85662037   56628.11159722
   56628.14976851   56628.48310185
   56628.49531249   56628.59421296
   56628.59850694   56628.85552083
   56628.85796296   56628.87140046
   56628.87331018   56629.20664351
   56629.20769675   56629.54104166
   56629.54202546   56629.83601851
   56629.84030092   56630.17364583
   56630.17461805   56630.50795138
   56630.50899305   56630.84233796
   56630.84332175   56631.17665509
   56631.17765046   56631.51098379
   56631.51196759   56631.84530092
   56631.84637731   56631.87077546
   56631.87314814   56632.18285879
   56632.18843750   56632.52177083
   56632.52274305   56632.85607638
   56632.85715277   56633.19048611
   56633.19151620   56633.52487268
   56633.52596064   56633.85929398
   56633.86021990   56634.19356481
   56634.19456018   56634.52790509
   56634.52899305   56634.86233796
   56634.86336805   56635.19671296
   56635.19770833   56635.53105324
   56635.53197916   56635.83927083
   56635.84837962   56636.18171296
   56636.18269675   56636.51603009
   56636.51693287   56636.84457175
   56636.84866898   56636.85769675
   56636.85921296   56637.11733796
   56637.12041666   56637.45376157
   56637.45486111   56637.78820601
   56637.78920138   56638.12253472
   56638.12347222   56638.45680555
   56638.45780092   56638.79113425
   56638.79204861   56639.12539351
   56639.12638888   56639.45973379
   56639.46072916   56639.79406249
   56639.79512731   56640.12847222
   56640.13249999   56640.46584490
   56640.46681712   56640.80016203
   56640.80121527   56641.13456018
   56641.13553240   56641.46887731
   56641.46991898   56641.80325231
   56641.80436342   56642.13769675
   56642.13874999   56642.47209490
   56642.47310185   56642.80643518
   56642.80753472   56643.14087962
   56643.14193287   56643.47526620
   56643.48126157   56643.81460648
   56643.81559027   56643.82457175
   56643.82554398   56643.84730324
   56643.84832175   56644.18165509
   56644.18262731   56644.51597222
   56644.51694444   56644.85028935
   56644.85130787   56645.18464120
   56645.18559027   56645.51893518
   56645.51991898   56645.82775462
   56645.82902777   56645.89268518
   56645.90200231   56645.93204861
   56645.93408564   56645.98565972
   56645.99721064   56646.01342592
   56646.01812500   56646.02516203
   56646.04394675   56646.06488425
   56646.08577546   56646.10618055
   56646.10800925   56646.13356481
   56646.13981481   56646.47313657
   56646.47416666   56646.80750000
   56646.80846064   56647.14179398
   56647.14274305   56647.47609953
   56647.47717592   56647.81050925
   56647.81148148   56648.11379629
   56648.11506944   56648.12423611
   56648.12519675   56648.13684027
   56648.13817129   56648.14570601
   56648.14677083   56648.15432870
   56648.15629629   56648.48964120
   56648.49064814   56648.60515046
   56648.60788194   56648.94121527
   56648.94221064   56649.05466435
   56649.05744212   56649.16267361
   56649.17256944   56649.22789351
   56649.23200231   56649.23987268
   56649.24565972   56649.26363425
   56649.26924768   56649.49167824
   56649.50234953   56649.52037037
   56649.52497685   56649.57765046
   56649.58225694   56649.59614583
   56649.59982638   56649.78084490
   56649.78282407   56649.87510416
   56649.87751157   56649.93899305
   56649.94172453   56649.98732638
   56649.99083333   56650.01097222
   56650.01274305   56650.03962962
   56650.05001157   56650.08832175
   56650.09059027   56650.11760416
   56650.11976851   56650.20571759
   56650.20774305   56650.22708333
   56650.22990740   56650.56325231
   56650.56789351   56650.90122685
   56650.90606481   56651.23938657
   56651.24416666   56651.26302083
   56651.27255787   56651.60590277
   56651.60731481   56651.86105324
   56651.86896990   56651.93812499
   56651.94023148   56651.99902777
   56652.00113425   56652.04444444
   56652.05010416   56652.38344907
   56652.38452546   56652.71785879
   56652.71887731   56652.83910879
   56652.84270833   56652.95604166
   56652.96898148   56653.04501157
   56653.04693287   56653.14435185
   56653.15578703   56653.48913194
   56653.51655092   56653.84392361
   56653.84983796   56653.85685185
   56653.90888888   56653.96439814
   56653.97957175   56654.03518518
   56654.04245370   56654.05317129
   56654.06314814   56654.11472222
   56654.12409722   56654.17410879
   56654.23888888   56654.27510416
   56654.27951388   56654.29405092
   56654.30401620   56654.33765046
   56654.34469907   56654.35226851
   56654.36491898   56654.69825231
   56654.70180555   56654.91200231
   56654.91311342   56654.92035879
   56654.92421296   56655.11417824
   56655.11765046   56655.45098379
   56655.79807870   56655.84129629
   56655.84375000   56655.86621527
   56655.86833333   56655.88605324
   56655.88917824   56655.92128472
   56655.94327546   56655.97084490
   56655.98190972   56656.09543981
   56656.09814814   56656.43148148
   56656.43239583   56656.44359953
   56656.44620370   56656.77953703
   56656.84746527   56656.85923611
   56656.86194444   56656.88164351
   56656.88988425   56656.91241898
   56656.91466435   56656.92245370
   56656.92427083   56656.94469907
   56656.94853009   56656.95550925
   56656.96277777   56657.08855324
   56657.09064814   56657.15087962
   56657.15319444   56657.17525462
   56657.17721064   56657.51054398
   56657.51616898   56657.84951388
   56657.85049768   56658.02590277
   56658.03214120   56658.05708333
   56658.05931712   56658.13114583
   56658.13709490   56658.15501157
   56658.15701388   56658.21390046
   56658.21690972   56658.55023148
   56658.55115740   56658.83355324
   56658.83569444   56658.90281250
   56658.93236111   56658.95709490
   56658.95912037   56659.01827546
   56659.02009259   56659.05574074
   56659.06093750   56659.39429398
   56659.39531249   56659.62496527
   56659.63239583   56659.65627314
   56659.65763888   56659.70221064
   56659.70379629   56659.96131944
   56659.96863425   56659.97567129
   56659.97850694   56660.05348379
   56660.05535879   56660.13187500
   56660.13310185   56660.14012731
   56660.14119212   56660.14824074
   56660.14958333   56660.48291666
   56660.48384259   56660.71614583
   56660.72273148   56660.72978009
   56660.73076388   56660.77542824
   56660.77708333   56660.95074074
