#  MJD_start[days]  MJD_stop[days]
   57182.35243055   57182.68577546
   57182.68577546   57183.01915509
   57183.01915509   57183.35252314
   57183.35252314   57183.68592592
   57183.68653935   57184.01989583
   57184.01989583   57184.35327546
   57184.35327546   57184.68665509
   57184.68665509   57185.02004629
   57185.02062499   57185.35396990
   57185.35396990   57185.68736111
   57185.68736111   57186.02072916
   57186.02072916   57186.35412037
   57186.35496527   57186.68829861
   57186.68829861   57187.02167824
   57187.02167824   57187.35505787
   57187.35505787   57187.68846064
   57187.68905092   57188.02239583
   57188.02239583   57188.35578703
   57188.35578703   57188.68916666
   57188.68916666   57188.99164351
   57188.99311342   57189.00083333
   57189.00179398   57189.33513888
   57189.33513888   57189.66853009
   57189.66853009   57190.00190972
   57190.00190972   57190.33530092
   57190.33592592   57190.66925925
   57190.66925925   57190.99057870
   57190.99135416   57191.00324074
   57191.00438657   57191.33773148
   57191.33773148   57191.67111111
   57191.67111111   57192.00449074
   57192.00449074   57192.33789351
   57192.33880787   57192.67216435
   57192.67216435   57193.00554398
   57193.00554398   57193.33892361
   57193.33892361   57193.67232638
   57193.67292824   57193.73873842
   57193.73994212   57194.07328703
   57194.07328703   57194.40665509
   57194.40665509   57194.74004629
   57194.74004629   57195.07343749
   57195.07414351   57195.40748842
   57195.40748842   57195.74086805
   57195.74086805   57196.07423611
   57196.07423611   57196.20380787
   57196.20501157   57196.22233796
   57196.22356481   57196.55689814
   57196.55689814   57196.89027777
   57196.89027777   57197.22365740
   57197.22365740   57197.55703703
   57197.55767361   57197.59981481
   57197.60079861   57197.88894675
   57197.88990740   57197.94598379
   57197.97432870   57198.30766203
   57198.30766203   57198.64104166
   57198.64104166   57198.97443287
   57198.97443287   57199.30783564
   57199.30848379   57199.64184027
   57199.64184027   57199.97521990
   57199.97521990   57200.30858796
   57200.30858796   57200.64199074
   57200.64254629   57200.97589120
   57200.97589120   57201.30925925
   57201.31281250   57201.64615740
   57201.64615740   57201.97953703
   57201.97953703   57202.31292824
   57202.31292824   57202.64631944
   57202.64728009   57202.95828703
   57202.96002314   57202.96770833
   57202.96846064   57203.10831018
   57203.11520833   57203.44855324
   57203.44855324   57203.78193287
   57203.78193287   57203.95875000
   57203.95949074   57204.00475694
   57204.00975694   57204.08497685
   57204.08571759   57204.10869212
   57204.11609953   57204.13292824
   57204.13438657   57204.41954861
   57204.43355324   57204.47092592
   57204.47202546   57204.48884259
   57204.49024305   57204.49748842
   57204.49893518   57204.50798611
   57204.50907407   57204.84241898
   57204.84241898   57205.17577546
   57205.17577546   57205.24100694
   57205.24260416   57205.25273148
   57205.25428240   57205.26491898
   57205.26626157   57205.59960648
   57205.59960648   57205.93297453
   57205.93298611   57206.26634259
   57206.26634259   57206.59973379
   57206.60031250   57206.93364583
   57206.93364583   57207.26702546
   57207.26702546   57207.60040509
   57207.60040509   57207.65045138
   57207.66656249   57207.67386574
   57207.67493055   57207.69037037
   57207.69150462   57208.02484953
   57208.02484953   57208.35821759
   57208.35821759   57208.69158564
   57208.69158564   57209.02498842
   57209.02559027   57209.35893518
   57209.35893518   57209.69230324
   57209.69230324   57210.02568287
   57210.02568287   57210.13079861
   57210.14068287   57210.14839120
   57210.14961805   57210.48296296
   57210.48296296   57210.81631944
   57210.81631944   57211.14968749
   57211.14968749   57211.17172453
   57211.17283564   57211.22890046
   57211.23002314   57211.28497685
   57211.28612268   57211.61946759
   57211.61946759   57211.95285879
   57211.95285879   57212.28624999
   57212.28624999   57212.61965277
   57212.62021990   57212.95357638
   57212.95357638   57213.28694444
   57213.28694444   57213.62032407
   57213.62032407   57213.65403935
   57213.65479166   57213.66219907
   57213.66328703   57213.99662037
   57213.99662037   57214.33000000
   57214.33000000   57214.66337962
   57214.66337962   57214.99677083
   57214.99755787   57215.33090277
   57215.33090277   57215.66427083
   57215.66427083   57215.81004629
   57215.81188657   57215.81971064
   57215.82089120   57216.15423611
   57216.15423611   57216.48760416
   57216.48760416   57216.82098379
   57216.82098379   57217.15436342
   57217.15517361   57217.48850694
   57217.48850694   57217.82188657
   57217.82188657   57218.15526620
   57218.15526620   57218.48865740
   57218.48937499   57218.82273148
   57218.82273148   57219.15611111
   57219.15611111   57219.48949074
   57219.48949074   57219.82289351
   57219.82373842   57220.15709490
   57220.15709490   57220.49048611
   57220.49048611   57220.82385416
   57220.82385416   57221.15725694
   57221.15785879   57221.49119212
   57221.49119212   57221.82458333
   57221.82458333   57221.93972222
   57221.94082175   57221.96315972
   57221.96475694   57222.29809027
   57222.29809027   57222.63145833
   57222.63145833   57222.96482638
   57222.96482638   57223.29821759
   57223.29892361   57223.63226851
   57223.63226851   57223.96564814
   57223.96564814   57224.29902777
   57224.29902777   57224.63243055
   57224.63300925   57224.96635416
   57224.96635416   57225.29973379
   57225.29973379   57225.63311342
   57225.63311342   57225.96651620
   57225.96710648   57226.30045138
   57226.30045138   57226.63384259
   57226.63384259   57226.96721064
   57226.96721064   57227.30060185
   57227.30143518   57227.63478009
   57227.63478009   57227.96815972
   57227.96815972   57228.30153935
   57228.30153935   57228.63493055
   57228.63553240   57228.96887731
   57228.96887731   57229.30224537
   57229.30224537   57229.63563657
   57229.63563657   57229.96902777
   57229.96979166   57230.30312500
   57230.30312500   57230.63650462
   57230.63650462   57230.96987268
   57230.96987268   57231.30326388
   57231.30386574   57231.63721064
   57231.63721064   57231.97059027
   57231.97059027   57232.30395833
   57232.30395833   57232.63734953
   57232.63791666   57232.97126157
   57232.97126157   57233.30464120
   57233.30464120   57233.63800925
   57233.63800925   57233.97140046
   57233.97204861   57234.30539351
   57234.30539351   57234.63878472
   57234.63878472   57234.97215277
   57234.97215277   57235.30554398
   57235.30620370   57235.63956018
   57235.63956018   57235.97292824
   57235.97292824   57236.30629629
   57236.30629629   57236.63967592
   57236.64046296   57236.97380787
   57236.97380787   57237.30718749
   57237.30718749   57237.64056712
   57237.64056712   57237.97395833
   57237.97468749   57238.15218750
   57238.15771990   57238.49105324
   57238.49105324   57238.82443287
   57238.82443287   57239.15782407
   57239.15782407   57239.49121527
   57239.49180555   57239.82513888
   57239.82513888   57240.15850694
   57240.15850694   57240.49187499
   57240.49187499   57240.82526620
   57240.82594907   57241.15928240
   57241.15928240   57241.49266203
   57241.49266203   57241.79478009
   57241.79535879   57241.82394675
   57241.82534722   57241.85226851
   57241.85365740   57241.86189814
   57241.86364583   57241.87124999
   57241.87197916   57241.87967592
   57241.88114583   57242.21449074
   57242.21449074   57242.54785879
   57242.54785879   57242.88125000
   57242.88125000   57243.21462962
   57243.21531250   57243.54865740
   57243.54865740   57243.87534722
   57243.87604166   57243.89518518
   57243.89630787   57243.90378472
   57243.90512731   57244.23848379
   57244.23914351   57244.57247685
   57244.57247685   57244.90584490
   57244.90584490   57245.23921296
   57245.23921296   57245.38468750
   57245.38652777   57245.44599537
   57245.44728009   57245.50185185
   57245.50585648   57245.51420138
   57245.51488425   57245.84822916
   57245.84822916   57246.18160879
   57246.18160879   57246.51498842
   57246.51498842   57246.84839120
   57246.84894675   57247.18230324
   57247.18230324   57247.51568287
   57247.51568287   57247.84906250
   57247.84906250   57248.18246527
   57248.18305555   57248.51640046
   57248.51640046   57248.84979166
   57248.84979166   57249.18315972
   57249.18315972   57249.51656250
   57249.51714120   57249.85048611
   57249.85048611   57250.18385416
   57250.18385416   57250.51722222
   57250.51722222   57250.85060185
   57250.85120370   57251.18454861
   57251.18454861   57251.51792824
   57251.51792824   57251.85129629
   57251.85129629   57252.18458333
   57252.18526620   57252.51862268
   57252.51862268   57252.81692129
   57252.82283564   57252.83032407
   57252.83420138   57252.85763888
   57252.85905092   57253.19239583
   57253.19239583   57253.52578703
   57253.52578703   57253.85915509
   57253.85915509   57253.90474537
   57253.90557870   57253.92079861
   57253.92207175   57253.94024305
   57253.94137731   57253.94903935
   57253.94961805   57254.28265046
   57254.28362268   57254.29077546
   57254.29177083   57254.29909722
   57254.30030092   57254.31123842
   57254.31192129   57254.64525462
   57254.64525462   57254.97817129
   57254.98645833   57254.99392361
   57254.99503472   57255.00327546
   57255.00386574   57255.33721064
   57255.33721064   57255.67059027
   57255.67059027   57256.00396990
   57256.00396990   57256.33736111
   57256.33806712   57256.67140046
   57256.67140046   57257.00479166
   57257.00479166   57257.33817129
   57257.33817129   57257.67157407
   57257.67608796   57258.00943287
   57258.00943287   57258.34280092
   57258.34280092   57258.67616898
   57258.67616898   57259.00956018
   57259.01062500   57259.34396990
   57259.34396990   57259.67733796
   57259.67733796   57260.01070601
   57260.01070601   57260.34409722
   57260.34521990   57260.67856481
   57260.67856481   57261.01184027
   57261.01263888   57261.02062499
   57261.02199074   57261.02966435
   57261.03033564   57261.36366898
   57261.36366898   57261.69703703
   57261.69703703   57262.03040509
   57262.03040509   57262.36379629
   57262.36761574   57262.70096064
   57262.70096064   57262.85650462
   57262.85756944   57262.87542824
   57262.87648148   57262.90481481
   57262.90596064   57262.91335648
   57262.91395833   57263.24730324
   57263.24730324   57263.58068287
   57263.58068287   57263.91406249
   57263.91406249   57264.24745370
   57264.24807870   57264.58144675
   57264.58144675   57264.91483796
   57264.91483796   57265.24821759
   57265.24821759   57265.58164351
   57265.58223379   57265.91557870
   57265.91557870   57266.24894675
   57266.24894675   57266.58233796
   57266.58233796   57266.91574074
   57266.91640046   57267.24974537
   57267.24974537   57267.58313657
   57267.58313657   57267.91652777
   57267.91652777   57268.24993055
   57268.25081018   57268.58415509
   57268.58415509   57268.91755787
   57268.91825231   57269.25159722
   57269.25159722   57269.58499999
   57269.58499999   57269.91839120
   57269.91839120   57270.25178240
   57270.25269675   57270.58605324
   57270.58605324   57270.91943287
   57270.91943287   57271.25281250
   57271.25281250   57271.58622685
   57271.58684027   57271.92018518
   57271.92018518   57272.25357638
   57272.25357638   57272.58696759
   57272.58696759   57272.92019675
   57272.92084490   57272.98189814
   57272.98300925   57273.03856481
   57273.03960648   57273.04700231
   57273.04762731   57273.38097222
   57273.38097222   57273.71435185
   57273.71435185   57274.04773148
   57274.04773148   57274.38111111
   57274.38187499   57274.71523148
   57274.71523148   57275.04859953
   57275.04859953   57275.38199074
   57275.38199074   57275.71540509
   57275.71609953   57275.88946759
   57275.89034722   57275.89768518
   57275.89871527   57275.90629629
   57275.90712962   57276.16136574
   57276.16347222   57276.49682870
   57276.49682870   57276.83023148
   57276.83023148   57277.16362268
   57277.16362268   57277.49702546
   57277.49787037   57277.83121527
   57277.83121527   57278.16458333
   57278.16458333   57278.49795138
   57278.49795138   57278.83134259
   57278.83513888   57279.16848379
   57279.16848379   57279.50187500
   57279.50187500   57279.83525462
   57279.83525462   57280.12239583
   57280.12361111   57280.13140046
   57280.13270833   57280.46605324
   57280.46605324   57280.79943287
   57280.79943287   57281.13282407
   57281.13282407   57281.46622685
   57281.46682870   57281.80018518
   57281.80018518   57282.13357638
   57282.13357638   57282.46694444
   57282.46694444   57282.80034722
   57282.80119212   57283.13453703
   57283.13453703   57283.46790509
   57283.46790509   57283.80128472
   57283.80128472   57284.13468750
   57284.14351851   57284.47687500
   57284.47687500   57284.81026620
   57284.81026620   57285.14363425
   57285.14363425   57285.47703703
   57285.47769675   57285.81104166
   57285.81104166   57286.14442129
   57286.14442129   57286.47778935
   57286.47778935   57286.81118055
   57286.81184027   57287.14518518
   57287.14518518   57287.19835648
   57287.20107638   57287.21459490
   57287.21577546   57287.22347222
   57287.22417824   57287.55753472
   57287.55753472   57287.89091435
   57287.89091435   57288.09870370
   57288.10876157   57288.44210648
   57288.44210648   57288.77550925
   57288.77550925   57288.89755787
   57288.91753472   57288.93589120
   57288.93665509   57289.27000000
   57289.27000000   57289.60336805
   57289.60336805   57289.93674768
   57289.93674768   57290.27015046
   57290.27083333   57290.60417824
   57290.60417824   57290.93755787
   57290.93755787   57291.27094907
   57291.27094907   57291.60434027
   57291.60537037   57291.76189814
   57291.78886574   57291.87141203
   57291.87262731   57292.20597222
   57292.20597222   57292.53935185
   57292.53935185   57292.71597222
   57292.71657407   57292.74237268
   57292.74371527   57292.75835648
   57292.75891203   57292.78497685
   57292.78761574   57293.12096064
   57293.12096064   57293.45435185
   57293.45435185   57293.78773148
   57293.78773148   57294.12113425
   57294.12177083   57294.45512731
   57294.45512731   57294.77146990
   57294.77359953   57295.10695601
   57295.10695601   57295.44034722
   57295.44112268   57295.77439814
   57295.77559027   57296.10893518
   57296.10893518   57296.44231481
   57296.44231481   57296.77569444
   57296.77569444   57297.10909722
   57297.10978009   57297.44313657
   57297.44313657   57297.77651620
   57297.77651620   57298.10989583
   57298.10989583   57298.44329861
   57298.44435185   57298.77769675
   57298.77769675   57299.11108796
   57299.11108796   57299.44446759
   57299.44446759   57299.77785879
   57299.77868055   57300.11202546
   57300.11202546   57300.44541666
   57300.44541666   57300.77880787
   57300.77880787   57301.11218750
   57301.11295138   57301.44628472
   57301.44628472   57301.60377314
   57301.60445601   57301.93778935
   57301.93778935   57302.08697916
   57302.08803240   57302.09971064
   57302.10142361   57302.10984953
   57302.11089120   57302.44424768
   57302.44424768   57302.77767361
   57302.77767361   57303.11105324
   57303.11105324   57303.44444444
   57303.44516203   57303.77850541
   57303.77849537   57303.83517361
   57303.83581018   57303.89472222
   57303.89584490   57303.94929398
   57303.95218749   57303.95951388
   57303.96909722   57304.02413194
   57304.02524305   57304.03259259
   57304.03385416   57304.36719907
   57304.36719907   57304.70060185
   57304.70060185   57305.03396990
   57305.03396990   57305.36736111
   57305.36802083   57305.70137731
   57305.70137731   57306.03475694
   57306.03475694   57306.36813657
   57306.36813657   57306.39506944
   57306.39590277   57306.40361111
   57306.40501157   57306.41269675
   57306.41329861   57306.74663194
   57306.74663194   57307.08000000
   57307.08000000   57307.41337962
   57307.41337962   57307.74675925
   57307.74736111   57308.08070601
   57308.08070601   57308.41410879
   57308.41410879   57308.74748842
   57308.74748842   57309.08090277
   57309.08155092   57309.41491898
   57309.41491898   57309.74828703
   57309.74828703   57310.08153935
   57310.08225694   57310.41561342
   57310.41561342   57310.74898148
   57310.74898148   57311.08236111
   57311.08236111   57311.41575231
   57311.41635416   57311.74969907
   57311.74969907   57312.08307870
   57312.08307870   57312.41644675
   57312.41644675   57312.74984953
   57312.75042824   57313.08378472
   57313.08378472   57313.41717592
   57313.41717592   57313.75056712
   57313.75122685   57313.76258101
   57313.76340277   57313.77123842
   57313.77274305   57313.78015046
   57313.78089120   57314.11424768
   57314.11424768   57314.44765046
   57314.44765046   57314.75851851
   57314.75923611   57315.09258101
   57315.09258101   57315.42596064
   57315.42596064   57315.75932870
   57315.75932870   57315.81466435
   57315.81535879   57315.82271990
   57315.82353009   57315.83087962
   57315.83202546   57315.83959490
   57315.84018518   57316.17354166
   57316.17354166   57316.50693287
   57316.50693287   57316.84032407
   57316.84032407   57316.92707175
   57316.92771990   57317.26105324
   57317.26105324   57317.59443287
   57317.59443287   57317.92781249
   57317.92781249   57318.26120370
   57318.26187499   57318.59525462
   57318.59525462   57318.92864583
   57318.92864583   57319.26202546
   57319.26202546   57319.59543981
   57319.59623842   57319.92958333
   57319.92958333   57320.26296296
   57320.26296296   57320.59635416
   57320.59635416   57320.92975694
   57320.93053240   57321.26386574
   57321.26386574   57321.59723379
   57321.59723379   57321.76251157
   57321.79706018   57321.80572916
   57321.80679398   57321.81702546
   57321.81763888   57322.15098379
   57322.15098379   57322.48435185
   57322.48435185   57322.81773148
   57322.81773148   57323.15111111
   57323.15170138   57323.48504629
   57323.48504629   57323.81841435
   57323.81841435   57324.02710648
   57324.02877314   57324.36137731
   57324.36351851   57324.69627314
   57324.69692129   57325.02994212
   57325.03211805   57325.03917824
   57325.04045138   57325.37379629
   57325.37379629   57325.70719907
   57325.70719907   57325.78939814
   57325.79005787   57326.12341435
   57326.12341435   57326.45678240
   57326.45678240   57326.68250000
   57326.69790509   57326.74631944
   57326.74753472   57326.75518518
   57326.75577546   57327.08912037
   57327.08912037   57327.42248842
   57327.42248842   57327.75585648
   57327.75585648   57328.08924768
   57328.08989583   57328.42325231
   57328.42325231   57328.75663194
   57328.75663194   57329.09002314
   57329.09002314   57329.42341435
   57329.42431712   57329.75766203
   57329.75766203   57330.09103009
   57330.09103009   57330.42439814
   57330.42439814   57330.75778935
   57330.75851851   57331.09186342
   57331.09186342   57331.42521990
   57331.42521990   57331.75861111
   57331.75861111   57332.09200231
   57332.09259259   57332.42592592
   57332.42592592   57332.75930555
   57332.75930555   57333.00925925
   57333.01708333   57333.02408564
   57333.02408564   57333.03112268
   57333.03177083   57333.36490740
   57333.36490740   57333.69831018
   57333.69892361   57334.03143518
   57334.03260416   57334.09675925
   57334.09795138   57334.15704861
   57334.15826388   57334.17130787
   57334.17215277   57334.50549768
   57334.50549768   57334.83887731
   57334.83887731   57335.17226851
   57335.17226851   57335.50565972
   57335.50642361   57335.83976851
   57335.83976851   57336.08583333
   57336.08645833   57336.41979166
   57336.41979166   57336.75315972
   57336.75315972   57337.08652777
   57337.08652777   57337.41991898
   57337.42056712   57337.75391203
   57337.75391203   57338.08729166
   57338.08729166   57338.42067129
   57338.42067129   57338.75406249
   57338.75465277   57339.08799768
   57339.08799768   57339.42137731
   57339.42137731   57339.75474537
   57339.75474537   57340.08749999
   57340.08893518   57340.42153935
   57340.42153935   57340.52004629
   57340.52288194   57340.57105324
   57340.57210648   57340.58241898
   57340.58300925   57340.91600694
   57340.91600694   57341.24876157
   57341.25023148   57341.29145833
   57341.29246527   57341.62545138
   57341.62545138   57341.95883101
   57341.95883101   57342.29222222
   57342.29222222   57342.62562499
   57342.62623842   57342.77148148
   57342.77210648   57343.10521990
   57343.10521990   57343.43862268
   57343.43862268   57343.77200231
   57343.77200231   57344.10541666
   57344.14317129   57344.47629629
   57344.47629629   57344.80968749
   57344.80968749   57345.14309027
   57345.14309027   57345.47597222
   57345.47703703   57345.81004629
   57345.83108796   57346.16343750
   57346.16437500   57346.49736111
   57346.49736111   57346.83031249
   57346.83172453   57346.84079861
   57346.84241898   57347.13386574
   57347.15651620   57347.48935185
   57347.49003472   57347.82302083
   57347.82302083   57348.15641203
   57348.15641203   57348.48936342
   57348.49049768   57348.82350694
   57348.82350694   57349.15653935
   57349.15748842   57349.18513888
   57349.18612268   57349.20312499
   57349.20408564   57349.31011574
   57349.31138888   57349.64415509
   57349.64835648   57349.98116898
   57349.98185185   57350.31484953
   57350.31484953   57350.64824074
   57350.64824074   57350.98163194
   57350.98163194   57351.31503472
   57351.31574074   57351.64833333
   57351.64946759   57351.98248842
   57351.98248842   57352.31590277
   57352.31651620   57352.64917824
   57352.65019675   57352.98318287
   57352.98318287   57353.31657407
   57353.31657407   57353.64995370
   57353.64995370   57353.98335648
   57353.98396990   57354.31697916
   57354.31697916   57354.65037037
   57354.65037037   57354.98376157
   57354.98376157   57355.31714120
   57355.31822916   57355.65120370
   57355.65120370   57355.98459490
   57355.98459490   57356.31798611
   57356.31798611   57356.50678240
   57356.50880787   57356.51767361
   57356.51878472   57356.53920138
   57356.54749999   57356.88055555
   57356.88119212   57357.21379629
   57357.21460648   57357.23039351
   57357.23113425   57357.56414351
   57357.56414351   57357.89753472
   57357.89753472   57358.23092592
   57358.23092592   57358.56434027
   57358.56490740   57358.89790509
   57358.89790509   57359.23129629
   57359.23129629   57359.56467592
   57359.56467592   57359.89807870
   57359.89869212   57360.23171296
   57360.23171296   57360.56510416
   57360.56510416   57360.89848379
   57360.89848379   57361.23187500
   57361.23248842   57361.56549768
   57361.56549768   57361.89888888
   57361.89888888   57362.23228009
   57362.23228009   57362.56568287
   57362.56634259   57362.89928240
   57362.89928240   57363.23266203
   57363.23266203   57363.56606481
   57363.56606481   57363.78151620
   57363.78219907   57364.11518518
   57364.11518518   57364.44824074
   57364.44947916   57364.50833333
   57364.50925925   57364.56578703
   57364.56836805   57364.57538194
   57364.57598379   57364.90898148
   57364.90898148   57365.24236111
   57365.24236111   57365.57575231
   57365.57575231   57365.62590277
   57365.62692129   57365.63409722
   57365.63490740   57365.64253472
   57365.64334490   57365.65107638
   57365.66498842   57365.73074074
   57365.73327546   57366.06631944
   57366.06631944   57366.39974537
   57366.39974537   57366.73314814
   57366.73314814   57366.93149305
   57367.00375000   57367.33666666
   57367.33666666   57367.67006944
   57367.67006944   57367.96206018
   57367.96321759   57367.97025462
   57367.97123842   57368.30418981
   57368.30418981   57368.63762731
   57368.63762731   57368.97106481
   57368.97106481   57369.28439814
   57369.28526620   57369.61825231
   57369.61825231   57369.95166666
   57369.95166666   57370.28506944
   57370.28506944   57370.61848379
   57370.61910879   57370.95211805
   57370.95211805   57371.28553240
   57371.28553240   57371.61895833
   57371.61895833   57371.95179398
   57371.95243055   57372.28542824
   57372.28542824   57372.61886574
   57372.61886574   57372.95230324
   57372.95230324   57372.98976851
   57372.99072916   57373.00755787
   57373.00854166   57373.34146990
   57373.34146990   57373.67489583
   57373.67489583   57373.99984953
   57374.00094907   57374.02008101
   57374.02105324   57374.35400462
   57374.35400462   57374.68743055
   57374.68743055   57375.00114583
   57375.00209490   57375.02614583
   57375.02724537   57375.05143518
   57375.05250000   57375.07140046
   57375.07262731   57375.08487268
   57375.09324074   57375.11621527
   57375.13070601   57375.13799768
   57375.13906250   57375.16048611
   57375.24109953   57375.45870370
   57375.45993055   57375.48415509
   57375.52060185   57375.57083333
   57375.57218750   57375.71572916
   57375.71769675   57376.05070601
   57376.05070601   57376.38412037
   57376.38412037   57376.71756944
   57376.71756944   57376.87920138
   57376.88312500   57376.89023148
   57376.89141203   57376.90831018
   57376.90927083   57376.91660879
   57376.91719907   57377.25028935
   57377.25028935   57377.58370370
   57377.58370370   57377.91714120
   57377.91714120   57378.25057870
   57378.25122685   57378.58421296
   57378.58421296   57378.91763888
   57378.91763888   57379.25106481
   57379.25106481   57379.58447916
   57379.58513888   57379.91809027
   57379.91809027   57380.25148148
   57380.25148148   57380.58491898
   57380.58491898   57380.91839120
   57380.91900462   57381.25201388
   57381.25201388   57381.58546296
   57381.58546296   57381.91891203
   57381.91891203   57382.25238425
   57382.25302083   57382.58604166
   57382.58604166   57382.91945601
   57382.91945601   57383.25289351
   57383.25289351   57383.48778935
   57383.48943287   57383.50636574
   57383.50762731   57383.51771990
   57383.51866898   57383.85159722
   57383.85159722   57383.91582175
   57383.91675925   57383.95137731
   57383.95246527   57383.96307870
   57383.96750000   57384.30043981
   57384.30043981   57384.63383101
   57384.63383101   57384.92442129
   57384.92542824   57384.93476851
   57384.93552083   57384.97697916
   57384.97761574   57385.01894675
   57385.01894675   57385.06072916
   57385.06134259   57385.10200231
   57385.10260416   57385.43524305
   57385.43622685   57385.76918981
   57385.76918981   57386.10214120
   57386.10319444   57386.43609953
   57386.43609953   57386.76952546
   57386.76952546   57387.10299768
   57387.10299768   57387.43643518
   57387.43703703   57387.77003472
   57387.77003472   57388.00011574
   57388.04002314   57388.37303240
   57388.37303240   57388.70648148
   57388.70648148   57389.03991898
   57389.03991898   57389.37336805
   57389.37403935   57389.70700231
   57389.70700231   57390.04041666
   57390.04041666   57390.37385416
   57390.37385416   57390.70728009
   57390.70795138   57391.04093750
   57391.04093750   57391.37437500
   57391.37437500   57391.70785879
   57391.70785879   57392.04128472
   57392.04192129   57392.37494212
   57392.37494212   57392.70834490
   57392.70834490   57393.03909722
   57393.04037037   57393.37333333
   57393.37333333   57393.70673611
   57393.70673611   57393.72136574
   57393.72821759   57393.75052083
   57393.75175925   57393.76040509
   57393.76354166   57394.01006944
   57394.01111111   57394.06973379
   57394.07076388   57394.12644675
   57394.12931712   57394.46219907
   57394.46219907   57394.79560185
   57394.79560185   57395.12901620
   57395.12901620   57395.46244212
   57395.46302083   57395.70773148
   57395.70949074   57396.04259259
   57396.04259259   57396.37600694
   57396.37600694   57396.70945601
   57396.70945601   57397.04290509
   57397.04350694   57397.37652777
   57397.37652777   57397.70996527
   57397.70996527   57397.98935185
   57397.99094907   57398.00115740
   57398.00232638   57398.01278935
   57398.01379629   57398.02424768
   57398.02478009   57398.03278935
   57398.03453703   57398.05126157
   57398.05259259   57398.38550925
   57398.38550925   57398.71890046
   57398.71890046   57399.05230324
   57399.05230324   57399.30504629
   57399.30572916   57399.63877314
   57399.63877314   57399.97217592
   57399.97217592   57400.30556712
   57400.30556712   57400.63896990
   57400.63962962   57400.97265046
   57400.97265046   57401.30611111
   57401.30611111   57401.63652777
   57401.63767361   57401.92166666
   57402.02879629   57402.06043981
   57402.06153935   57402.39310185
   57402.39415509   57402.59819444
   57402.59957175   57402.68100694
   57402.68356481   57402.69280092
   57402.69439814   57402.73346064
   57402.73483796   57402.82619212
   57403.10831018   57403.44123842
   57403.44123842   57403.77464120
   57403.77464120   57404.10804398
   57404.10804398   57404.44148148
   57404.44217592   57404.77482638
   57405.13438657   57405.46731481
   57405.46731481   57405.80010416
   57405.94542824   57406.04195601
   57406.05347222   57406.11729166
   57406.12258101   57406.45528935
   57406.45528935   57406.78881944
   57406.78881944   57407.12224537
   57407.12224537   57407.45568287
   57407.45635416   57407.74881944
   57407.76974537   57408.07961805
   57408.08831018   57408.42107638
   57408.42107638   57408.75450231
   57408.75450231   57408.84306712
   57408.84430555   57408.85910879
   57408.86039351   57408.93163194
   57408.93236111   57408.94625000
   57408.94771990   57408.95523148
   57408.95755787   57409.29048611
   57409.29048611   57409.62392361
   57409.62392361   57409.95732638
   57409.95732638   57410.01476851
   57410.01548611   57410.06416666
   57410.06517361   57410.14806712
   57410.15832175   57410.16575231
   57410.16684027   57410.49978009
   57410.49978009   57410.83325231
   57410.83325231   57411.16667824
