#  MJD_start[days]  MJD_stop[days]
   57570.58652777   57570.91990740
   57570.91990740   57571.25332175
   57571.25332175   57571.58672453
   57571.58745370   57571.92042824
   57571.92042824   57572.25385416
   57572.25385416   57572.58728009
   57572.58728009   57572.92071759
   57572.92177083   57573.25432870
   57573.25432870   57573.58771990
   57573.58771990   57573.92108796
   57573.92108796   57574.25451388
   57574.25513888   57574.58812499
   57574.58812499   57574.92152777
   57574.92152777   57575.25493055
   57575.25493055   57575.58836805
   57575.58912037   57575.92202546
   57575.92202546   57576.25547453
   57576.25547453   57576.58888888
   57576.58888888   57576.92206018
   57576.92310185   57577.25607638
   57577.25607638   57577.58953703
   57577.58953703   57577.92293981
   57577.92293981   57578.25633101
   57578.25738425   57578.58997685
   57578.58997685   57578.92317129
   57578.92383101   57578.98024305
   57578.98098379   57579.03508101
   57579.03585648   57579.04284722
   57579.04350694   57579.37656249
   57579.37723379   57579.71020833
   57579.71020833   57580.04359953
   57580.04359953   57580.37700231
   57580.37700231   57580.71042824
   57580.71118055   57581.04407407
   57581.04407407   57581.37753472
   57581.37753472   57581.71093749
   57581.71093749   57582.04437500
   57582.04504629   57582.37799768
   57582.37799768   57582.71142361
   57582.71142361   57583.04483796
   57583.04483796   57583.37824074
   57583.37896990   57583.71190972
   57583.71190972   57584.04531250
   57584.04531250   57584.37873842
   57584.37873842   57584.71216435
   57584.71284722   57585.04584490
   57585.04584490   57585.37932870
   57585.37932870   57585.71274305
   57585.71274305   57586.04585648
   57586.04664351   57586.37950231
   57586.37950231   57586.71289351
   57586.71289351   57587.04629629
   57587.04629629   57587.37968750
   57587.38045138   57587.71335648
   57587.71335648   57588.04681712
   57588.04681712   57588.38021990
   57588.38021990   57588.71362268
   57588.71427083   57589.04728009
   57589.04728009   57589.38067129
   57589.38067129   57589.71409722
   57589.71409722   57590.04759259
   57590.04870370   57590.38129629
   57590.38129629   57590.71469907
   57590.71469907   57591.04818287
   57591.04818287   57591.38160879
   57591.38239583   57591.71531250
   57591.71531250   57592.04872685
   57592.04872685   57592.38214120
   57592.38214120   57592.71557870
   57592.71634259   57593.04925925
   57593.04925925   57593.38267361
   57593.38267361   57593.71609953
   57593.71609953   57594.04952546
   57594.05027777   57594.38318287
   57594.38318287   57594.71660879
   57594.71660879   57594.85855324
   57594.85968750   57594.86665509
   57594.86883101   57595.20179398
   57595.20241898   57595.53543981
   57595.53543981   57595.76374999
   57595.76487268   57595.77184027
   57595.77299768   57595.77996527
   57595.78104166   57595.78800925
   57595.78869212   57596.12163194
   57596.12231481   57596.45528935
   57596.45528935   57596.71398148
   57596.71460648   57597.04763888
   57597.04763888   57597.38106481
   57597.38106481   57597.71447916
   57597.71447916   57598.04790509
   57598.04853009   57598.38155092
   57598.38155092   57598.71495370
   57598.71495370   57599.04833333
   57599.04833333   57599.38173611
   57599.38239583   57599.71539351
   57599.71539351   57600.04880787
   57600.04880787   57600.38221064
   57600.38221064   57600.71537037
   57600.71634259   57601.04923611
   57601.04923611   57601.38267361
   57601.38267361   57601.71605324
   57601.71605324   57602.04939814
   57602.05094907   57602.38378472
   57602.38378472   57602.71729166
   57602.71729166   57603.05067129
   57603.05254629   57603.05951388
   57603.06062499   57603.39348379
   57603.39348379   57603.72692129
   57603.72692129   57604.06030092
   57604.06030092   57604.39372685
   57604.39435185   57604.72733796
   57604.72733796   57605.06074074
   57605.06074074   57605.39415509
   57605.39415509   57605.72758101
   57605.72821759   57606.06123842
   57606.06123842   57606.39466435
   57606.39466435   57606.72805555
   57606.72805555   57607.06146990
   57607.06210648   57607.39510416
   57607.39510416   57607.72855324
   57607.72855324   57608.06194444
   57608.06194444   57608.39532407
   57608.39638888   57608.45140046
   57608.45243055   57608.50621527
   57608.50997685   57608.51696759
   57608.51814814   57608.52520833
   57608.52634259   57608.85925925
   57608.85991898   57609.19284722
   57609.19284722   57609.52627314
   57609.52627314   57609.85966435
   57609.85966435   57610.19306712
   57610.19373842   57610.52667824
   57610.52667824   57610.86005787
   57610.86005787   57611.19347222
   57611.19347222   57611.52687499
   57611.52747685   57611.86049768
   57611.86049768   57612.19391203
   57612.19391203   57612.52733796
   57612.52733796   57612.63914351
   57612.63976851   57612.97275462
   57612.97275462   57613.30618055
   57613.30618055   57613.63965277
   57613.63965277   57613.97305555
   57613.97373842   57614.30666666
   57614.30666666   57614.64011574
   57614.64011574   57614.91798611
   57614.96146990   57614.97222222
   57614.97327546   57614.98138888
   57614.98260416   57614.98966435
   57614.99039351   57615.32341435
   57615.32418981   57615.65712962
   57615.65712962   57615.99053240
   57615.99053240   57616.32393518
   57616.32393518   57616.65731481
   57616.65921296   57616.66618055
   57616.66790509   57616.68181712
   57616.68252314   57617.01543981
   57617.01543981   57617.34891203
   57617.34891203   57617.68236111
   57617.68236111   57617.87689814
   57617.87770833   57618.21047453
   57618.21047453   57618.54387731
   57618.54387731   57618.87726851
   57618.87726851   57619.21068287
   57619.21128472   57619.54428240
   57619.54428240   57619.87768518
   57619.87768518   57620.21109953
   57620.21109953   57620.54452546
   57620.54519675   57620.87815972
   57620.87815972   57621.21157407
   57621.21157407   57621.54498842
   57621.54498842   57621.87840277
   57621.87909722   57622.21199074
   57622.21199074   57622.54542824
   57622.54542824   57622.87888888
   57622.87888888   57623.21232638
   57623.21302083   57623.54596064
   57623.54596064   57623.87936342
   57623.87936342   57624.21275462
   57624.21275462   57624.54616898
   57624.54684027   57624.87979166
   57624.87979166   57625.21321759
   57625.21321759   57625.54660879
   57625.54660879   57625.88002314
   57625.88064814   57626.21365740
   57626.21365740   57626.54703703
   57626.54703703   57626.88045138
   57626.88045138   57627.21388888
   57627.21459490   57627.54749999
   57627.54749999   57627.88094907
   57627.88094907   57628.21437499
   57628.21437499   57628.54782407
   57628.54857638   57628.88145833
   57628.88145833   57629.21489583
   57629.21489583   57629.54832175
   57629.54832175   57629.88173611
   57629.88248842   57630.21537037
   57630.21537037   57630.54881944
   57630.54881944   57630.88230324
   57630.88230324   57631.21572916
   57631.21650462   57631.54944444
   57631.54944444   57631.88287037
   57631.88287037   57632.21628472
   57632.21628472   57632.54952546
   57632.55070601   57632.88364583
   57632.88364583   57633.21708333
   57633.21789351   57633.55060185
   57633.55157407   57633.88452546
   57633.88452546   57634.21791666
   57634.21791666   57634.55133101
   57634.55133101   57634.88001157
   57634.88591435   57634.89295138
   57634.89358796   57635.07449074
   57635.07703703   57635.09732638
   57635.10040509   57635.12171296
   57635.12819444   57635.13517361
   57635.13996527   57635.15125000
   57635.15199074   57635.48493055
   57635.48493055   57635.81841435
   57635.81909722   57636.01611111
   57636.01693287   57636.34988425
   57636.34988425   57636.68329861
   57636.68329861   57637.01672453
   57637.01672453   57637.35012731
   57637.35081018   57637.68379629
   57637.68379629   57638.01717592
   57638.01717592   57638.35061342
   57638.35061342   57638.44339120
   57638.44408564   57638.50039351
   57638.50114583   57638.55469907
   57638.55543981   57638.56306712
   57638.56378472   57638.89674768
   57638.89674768   57639.23017361
   57639.23017361   57639.56357638
   57639.56357638   57639.81689814
   57639.81827546   57639.84240740
   57639.84357638   57640.17648148
   57640.17709490   57640.51008101
   57640.51008101   57640.84353009
   57640.84353009   57641.17703703
   57641.17703703   57641.51026620
   57641.51146990   57641.84421296
   57641.84506944   57642.17802083
   57642.17802083   57642.51142361
   57642.51142361   57642.84482638
   57642.84482638   57643.17819444
   57643.17916666   57643.51209490
   57643.51311342   57643.84604166
   57643.84604166   57644.17952546
   57644.17952546   57644.51291666
   57644.51291666   57644.84633101
   57644.84702546   57645.17997685
   57645.17997685   57645.51337962
   57645.51337962   57645.84678240
   57645.84678240   57646.18019675
   57646.18084490   57646.51379629
   57646.51379629   57646.84724537
   57646.84724537   57647.18064814
   57647.18064814   57647.51407407
   57647.51468749   57647.84768518
   57647.84768518   57648.18111111
   57648.18111111   57648.51457175
   57648.51457175   57648.84799768
   57648.84874999   57649.18168981
   57649.18168981   57649.51509259
   57649.51509259   57649.84849537
   57649.84849537   57650.18190972
   57650.18381944   57650.51673611
   57650.51673611   57650.85012731
   57650.85012731   57651.18353009
   57651.18353009   57651.51694444
   57651.51843750   57651.52539351
   57651.52641203   57651.85928240
   57651.85990740   57652.19292824
   57652.19292824   57652.52638888
   57652.52638888   57652.85981481
   57652.85981481   57653.19322916
   57653.19386574   57653.28053240
   57653.28190972   57653.61482638
   57653.61540509   57653.94839120
   57653.94839120   57654.28183010
   57654.28662037   57654.29358796
   57654.29414351   57654.33182870
   57654.33254629   57654.33961805
   57654.34025462   57654.67327546
   57654.67758101   57655.01031249
   57655.01031249   57655.34372685
   57655.34372685   57655.67710648
   57655.67710648   57656.01053240
   57656.01118055   57656.34417824
   57656.34417824   57656.67765046
   57656.67765046   57657.01106481
   57657.01106481   57657.34446759
   57657.34516203   57657.67812500
   57657.67812500   57658.01151620
   57658.01151620   57658.34491898
   57658.34491898   57658.67831018
   57658.67903935   57659.01196759
   57659.01196759   57659.34539351
   57659.34539351   57659.67880787
   57659.67880787   57660.01221064
   57660.01290509   57660.34587962
   57660.34587962   57660.67930555
   57660.67930555   57661.01271990
   57661.01271990   57661.34618055
   57661.34684027   57661.67983796
   57661.67983796   57662.01325231
   57662.01325231   57662.34663194
   57662.34663194   57662.68004629
   57662.68070601   57663.01368055
   57663.01368055   57663.34707175
   57663.34707175   57663.68048611
   57663.68048611   57664.01393518
   57664.01460648   57664.34759259
   57664.34759259   57664.68099537
   57664.68099537   57665.01436342
   57665.01436342   57665.34777777
   57665.34854166   57665.68145833
   57665.68145833   57666.01486111
   57666.01486111   57666.34825231
   57666.34825231   57666.68167824
   57666.68238425   57666.90291666
   57666.90407407   57666.91240740
   57666.91348379   57667.24631944
   57667.24692129   57667.57991898
   57667.57991898   57667.91333333
   57667.91333333   57668.24678240
   57668.24678240   57668.58012731
   57668.58070601   57668.63597222
   57668.63667824   57668.69062499
   57668.69420138   57668.70124999
   57668.70193287   57669.03493055
   57669.03553240   57669.04249999
   57669.04326388   57669.37616898
   57669.37616898   57669.70959490
   57669.70959490   57670.04299768
   57670.04299768   57670.37643518
   57670.37714120   57670.71013112
   57670.71012731   57671.04356481
   57671.04356481   57671.37697916
   57671.37697916   57671.71039351
   57671.71105324   57672.04402777
   57672.04402777   57672.37745370
   57672.37745370   57672.71084490
   57672.71084490   57673.04425925
   57673.04491898   57673.37791666
   57673.37791666   57673.71130787
   57673.71130787   57674.04471064
   57674.04471064   57674.37815972
   57674.37884259   57674.71180555
   57674.71180555   57675.04525462
   57675.04525462   57675.37871527
   57675.37871527   57675.71212962
   57675.71280092   57676.04578703
   57676.04578703   57676.37915509
   57676.37915509   57676.71256944
   57676.71256944   57677.04598379
   57677.04671296   57677.37971064
   57677.37971064   57677.71310185
   57677.71310185   57678.04650462
   57678.04650462   57678.37991898
   57678.38055555   57678.71355324
   57678.71355324   57679.04693287
   57679.04755787   57679.38060185
   57679.38060185   57679.71405092
   57679.71405092   57680.04747685
   57680.04747685   57680.38093749
   57680.38208333   57680.71468750
   57680.71468750   57681.04811342
   57681.04811342   57681.38153935
   57681.38153935   57681.71497685
   57681.71565972   57682.04863425
   57682.04863425   57682.38203703
   57682.38203703   57682.71545138
   57682.71545138   57683.04886574
   57683.04950231   57683.38251157
   57683.38251157   57683.71593749
   57683.71593749   57684.04937499
   57684.04937499   57684.38284722
   57684.38362268   57684.71657407
   57684.71657407   57685.04999999
   57685.04999999   57685.38339120
   57685.38339120   57685.71681712
   57685.71745370   57686.05043981
   57686.05043981   57686.38385416
   57686.38385416   57686.71730324
   57686.71730324   57687.05070601
   57687.05136574   57687.38438657
   57687.38438657   57687.71781249
   57687.71781249   57688.05123842
   57688.05123842   57688.38467592
   57688.38533564   57688.71833333
   57688.71833333   57689.05175925
   57689.05175925   57689.38516203
   57689.38516203   57689.71857638
   57689.71927083   57690.05223379
   57690.05223379   57690.38564814
   57690.38564814   57690.71905092
   57690.71905092   57691.05247685
   57691.05315972   57691.38618055
   57691.38618055   57691.71960648
   57691.71960648   57692.05303240
   57692.05303240   57692.38646990
   57692.38715277   57692.72012731
   57692.72012731   57693.05357638
   57693.05357638   57693.38700231
   57693.38700231   57693.72045138
   57693.72108796   57694.05408564
   57694.05408564   57694.38750000
   57694.38750000   57694.55374999
   57694.55439814   57694.88739583
   57694.88739583   57695.22081018
   57695.22081018   57695.55421296
   57695.55501157   57695.81984953
   57695.82062500   57696.15353009
   57696.15421296   57696.48718750
   57696.48718750   57696.82057870
   57696.82057870   57697.06151620
   57697.06495370   57697.18175925
   57697.19799768   57697.20500000
   57697.21730324   57697.22435185
   57697.22560185   57697.23657407
   57697.23783564   57697.57072916
   57697.57143518   57697.90434027
   57697.90434027   57698.23774305
   57698.23774305   57698.57113425
   57698.57113425   57698.90423611
   57698.90540509   57698.96476851
   57698.96605324   57699.02329861
   57699.02442129   57699.03164351
   57699.03234953   57699.36533564
   57699.36613425   57699.54349537
   57699.54493055   57699.87758101
   57699.87758101   57700.21096064
   57700.21097222   57700.54435185
   57700.54435185   57700.87776620
   57700.87851851   57701.21145833
   57701.21216435   57701.54512731
   57701.54586805   57701.87880787
   57701.87954861   57702.21246527
   57702.21246527   57702.54586805
   57702.54586805   57702.87930555
   57702.87930555   57703.21270833
   57703.21341435   57703.54638888
   57703.54638888   57703.87979166
   57703.87979166   57704.21322916
   57704.21322916   57704.54665509
   57704.55922453   57704.57494212
   57704.57579861   57704.90861111
   57704.90861111   57705.24204861
   57705.24204861   57705.44122685
   57705.44403935   57705.48008101
   57705.48126157   57705.81413194
   57705.81875000   57705.84063657
   57705.84170138   57705.86674768
   57705.86785879   57706.20076388
   57706.20142361   57706.53434027
   57706.53434027   57706.86775462
   57706.86775462   57707.20118055
   57707.20118055   57707.53421296
   57707.53486111   57707.86791666
   57707.86791666   57708.20136574
   57708.20136574   57708.53478009
   57708.53478009   57708.86820601
   57708.86886574   57709.20182870
   57709.20182870   57709.53523148
   57709.53523148   57709.86865740
   57709.86865740   57710.20173611
   57710.20416666   57710.21145833
   57710.21387731   57710.54681712
   57710.54681712   57710.88024305
   57710.88024305   57711.21365740
   57711.21365740   57711.54706018
   57711.54777777   57711.88071759
   57711.88071759   57712.21415509
   57712.21415509   57712.54761574
   57712.54761574   57712.88104166
   57712.88174768   57712.96831018
   57712.96942129   57712.97644675
   57712.97752314   57713.31041666
   57713.31041666   57713.64381944
   57713.64381944   57713.97725694
   57713.97725694   57714.31068287
   57714.31130787   57714.64424768
   57714.64487268   57714.97781249
   57714.97781249   57715.31123842
   57715.31123842   57715.64469907
   57715.64469907   57715.97817129
   57715.97893518   57716.31179398
   57716.31179398   57716.64523148
   57716.64523148   57716.97863425
   57716.97863425   57717.00964120
   57717.01030092   57717.12620370
   57717.12733796   57717.46023148
   57717.46023148   57717.79364583
   57717.79364583   57718.12707175
   57718.12707175   57718.46052083
   57718.46120370   57718.79398148
   57718.79398148   57719.12751157
   57719.12751157   57719.14835648
   57719.14906249   57719.22159722
   57719.22821759   57719.56119212
   57719.56119212   57719.89460648
   57719.89460648   57720.01876157
   57720.01952546   57720.10369212
   57720.10505787   57720.11203703
   57720.11270833   57720.44568287
   57720.44568287   57720.77912037
   57720.77912037   57721.00688657
   57721.00763888   57721.07819444
   57721.07962962   57721.08664351
   57721.08776620   57721.42063657
   57721.42063657   57721.75406249
   57721.75406249   57722.08745370
   57722.08745370   57722.42087962
   57722.42159722   57722.75450231
   57722.75450231   57722.86946759
   57722.87011574   57722.88690972
   57722.88929398   57722.89660879
   57722.89733796   57723.23032407
   57723.23032407   57723.56370370
   57723.56370370   57723.89715277
   57723.89715277   57724.01302083
   57724.01373842   57724.07196759
   57724.07324074   57724.08056712
   57724.08131944   57724.41429398
   57724.41429398   57724.74773148
   57724.74773148   57724.87598379
   57724.87670138   57724.92923611
   57724.93037037   57724.93736111
   57724.93804398   57725.00872685
   57725.00938657   57725.05707175
   57725.07056712   57725.07820601
   57725.07887731   57725.11694444
   57725.11810185   57725.12858796
   57725.12996527   57725.13710648
   57725.13787037   57725.47079861
   57725.47079861   57725.80420138
   57725.80420138   57726.13761574
   57726.13761574   57726.47104166
   57726.47173611   57726.80466435
   57726.80466435   57726.87460648
   57726.87528935   57726.92268518
   57726.92388888   57726.93108796
   57726.93490740   57727.01151620
   57727.01222222   57727.05321759
   57727.05460648   57727.06175925
   57727.06245370   57727.09930555
   57727.10053240   57727.10769675
   57727.10843749   57727.44137731
   57727.44137731   57727.77476851
   57727.77476851   57727.81797453
   57727.81922453   57727.87999999
   57727.88392361   57727.90023148
   57727.90314814   57727.92320601
   57727.92434027   57727.93137731
   57727.93208333   57728.00968750
   57728.01047453   57728.05562500
   57728.05675925   57728.06409722
   57728.06479166   57728.11197916
   57728.11523148   57728.12351851
   57728.12430555   57728.20778935
   57728.20899305   57728.21665509
   57728.21787037   57728.55090277
   57728.55090277   57728.88431712
   57728.88689814   57728.92910879
   57728.93018518   57728.93729166
   57728.93800925   57729.00991898
   57729.01053240   57729.04920138
   57729.05067129   57729.05847222
   57729.05967592   57729.08255787
   57729.08362268   57729.09061342
   57729.09127314   57729.15770833
   57729.15894675   57729.16591435
   57729.16658564   57729.49956018
   57729.49956018   57729.83296296
   57729.83296296   57729.88309027
   57729.89650462   57729.90347222
   57729.90460648   57729.92400462
   57729.92504629   57729.93206018
   57729.93271990   57730.00770833
   57730.00887731   57730.05598379
   57730.05711805   57730.06594907
   57730.06664351   57730.39960648
   57730.39960648   57730.73304398
   57730.73304398   57731.06613425
   57731.06723379   57731.12505787
   57731.12623842   57731.18783564
   57731.18894675   57731.52181712
   57731.52181712   57731.85526620
   57731.85526620   57732.18865740
   57732.18865740   57732.52208333
   57732.52274305   57732.85568287
   57732.85568287   57733.18908564
   57733.18908564   57733.52246527
   57733.52246527   57733.85587962
   57733.85662037   57734.18956018
   57734.18956018   57734.52302083
   57734.52302083   57734.85641203
   57734.85641203   57734.87002314
   57734.91072916   57734.91869212
   57734.91953703   57735.25237268
   57735.25237268   57735.58577546
   57735.58577546   57735.82450231
   57735.82517361   57736.15789351
   57736.15983796   57736.49269675
   57736.49269675   57736.82615740
   57736.82615740   57737.15959490
   57737.15959490   57737.49303240
   57737.49370370   57737.82662037
   57737.82662037   57738.10697916
   57738.10855324   57738.37767361
   57738.37862268   57738.71152777
   57738.71152777   57739.04493055
   57739.04493055   57739.37799768
   57739.38447916   57739.71739583
   57739.71739583   57740.05081018
   57740.05081018   57740.38422453
   57740.38422453   57740.71766203
   57740.71840277   57741.05103009
   57741.05222222   57741.38508101
   57741.38508101   57741.64025462
   57741.64101851   57741.97377314
   57741.97377314   57742.30718749
   57742.30718749   57742.60170138
   57742.61155092   57742.75987268
   57742.76112268   57743.09398148
   57743.09398148   57743.42741898
   57743.42741898   57743.76084490
   57743.76084490   57744.09427083
   57744.09501157   57744.42792824
   57744.42792824   57744.75809027
   57744.76348379   57744.79976851
   57744.80092592   57745.13370370
   57745.13370370   57745.46708333
   57745.46708333   57745.80047453
   57745.80047453   57746.13386574
   57746.13454861   57746.46747685
   57746.46747685   57746.80089120
   57746.80089120   57747.13432870
   57747.13432870   57747.46783564
   57747.46851851   57747.80145833
   57747.80145833   57748.13486111
   57748.13486111   57748.28886574
   57748.29026620   57748.62295138
   57748.62295138   57748.95641203
   57748.95641203   57749.28950231
   57749.29070601   57749.62358796
   57749.62358796   57749.95700231
   57749.95785879   57750.29043981
   57750.29172453   57750.62466435
   57750.62466435   57750.95811342
   57750.95811342   57751.29153935
   57751.29153935   57751.62495370
   57751.62559027   57751.95853009
   57751.95853009   57752.29192129
   57752.29192129   57752.62534722
   57752.62534722   57752.95876157
   57752.95944444   57753.04406249
   57753.14756944   57753.48068287
   57753.48068287   57753.81409722
   57753.81409722   57753.95862268
   57753.95924768   57753.99934027
   57754.00561342   57754.33855324
   57754.33855324   57754.67201388
   57754.67201388   57755.00552083
   57755.00552083   57755.33901620
   57755.33978009   57755.67270833
   57755.67270833   57756.00611111
   57756.00611111   57756.33949074
   57756.33949074   57756.67290509
   57756.67355324   57757.00652777
   57757.00652777   57757.01663194
   57757.05260416   57757.05971064
   57757.06048611   57757.39348379
   57757.39348379   57757.72689814
   57757.72689814   57758.06037037
   57758.06037037   57758.39386574
   57758.39454861   57758.72751157
   57758.72751157   57759.06089120
   57759.06089120   57759.39432870
   57759.39432870   57759.72775462
   57759.72851851   57760.06141203
   57760.06141203   57760.39483796
   57760.39483796   57760.72836805
   57760.72836805   57761.06151620
   57761.06262731   57761.11814814
   57761.11937499   57761.17435185
   57761.17549768   57761.50837962
   57761.50837962   57761.84184027
   57761.84184027   57762.17525462
   57762.17525462   57762.50868055
   57762.50943287   57762.84232638
   57762.84232638   57763.17574074
   57763.17574074   57763.50914351
   57763.50914351   57763.84255787
   57763.84324074   57764.17615740
   57764.17615740   57764.50956018
   57764.50956018   57764.84297453
   57764.84297453   57765.17636574
   57765.17702546   57765.50996527
   57765.50996527   57765.84335648
   57765.84335648   57766.17678240
   57766.17678240   57766.51031249
   57766.51103009   57766.84399305
   57766.84399305   57767.17739583
   57767.17739583   57767.51076388
   57767.51076388   57767.84418981
   57767.84483796   57768.17781249
   57768.17781249   57768.51120370
   57768.51120370   57768.84429398
   57768.84521990   57769.17818287
   57769.17818287   57769.51167824
   57769.51248842   57769.84512731
   57770.06489583   57770.07185185
   57770.07255787   57770.40557870
   57770.40557870   57770.73898148
   57770.73968750   57771.07228009
   57771.27950231   57771.28653935
   57771.28721064   57771.62020833
   57771.62020833   57771.95363425
   57771.95442129   57772.28704861
   57772.48362268   57772.49071759
   57772.49153935   57772.82450231
   57772.82450231   57773.15762731
   57773.35217592   57773.35912037
   57773.36409722   57773.69673611
   57773.69673611   57774.02982638
   57774.33043981   57774.33806712
   57774.33884259   57774.67180555
   57774.67180555   57775.00487268
   57775.31281250   57775.31973379
   57775.32045138   57775.65340277
   57775.65340277   57775.98682870
   57775.98765046   57776.32033564
   57776.32033564   57776.65377314
   57776.65458333   57776.98752314
   57776.98752314   57777.32094907
   57777.32094907   57777.65445601
   57777.65445601   57777.98753472
   57777.98825231   57778.01982638
   57778.02145833   57778.02854166
   57778.02945601   57778.15138888
   57778.15511574   57778.48800925
   57778.48800925   57778.82144675
   57778.82144675   57779.15450231
   57779.19618055   57779.20312499
   57779.20391203   57779.53694444
   57779.53694444   57779.87033564
   57779.87033564   57780.20376157
   57780.20376157   57780.53721064
   57780.53800925   57780.87098379
   57780.87098379   57781.20443287
   57781.20443287   57781.53785879
   57781.53785879   57781.87128472
   57781.87214120   57782.20513888
   57782.20513888   57782.53856481
   57782.53856481   57782.87201388
   57782.87201388   57783.20545138
   57783.20634259   57783.53928240
   57783.53928240   57783.87273148
   57783.87273148   57784.20615740
   57784.20615740   57784.53958333
   57784.54244212   57784.87526620
   57784.87526620   57785.20870370
   57785.20870370   57785.54215277
   57785.54215277   57785.87557870
   57785.87644675   57785.91386574
   57785.92229166   57785.94821759
   57785.94957175   57786.28239583
   57786.28325231   57786.61619212
   57786.61619212   57786.94967592
   57786.94967592   57787.28318287
   57787.28318287   57787.61666666
   57787.61748842   57787.95045138
   57787.95045138   57788.28386574
   57788.28386574   57788.61728009
   57788.61728009   57788.95076388
   57788.95167824   57789.28456018
   57789.28456018   57789.61797453
