#  MJD_start[days]  MJD_stop[days]
   55400.28548611   55400.31974537
   55400.35363425   55400.45612268
   55400.51533564   55400.84869212
   55400.85045138   55401.18379629
   55401.18550925   55401.31355324
   55401.53496527   55401.86831018
   55401.87004629   55402.20340277
   55402.20515046   55402.53850694
   55402.54025462   55402.87362268
   55402.87528935   55403.20863425
   55403.21032407   55403.54368055
   55403.54540509   55403.87877314
   55403.88048611   55404.21383101
   55404.21568287   55404.54902777
   55404.55077546   55404.88412037
   55404.88586805   55405.21922453
   55405.22086805   55405.55422453
   55405.55606481   55405.88940972
   55405.89116898   55406.22453703
   55406.22631944   55406.55967592
   55406.56144675   55406.89542824
   55406.89656249   55407.22993055
   55407.23175925   55407.56511574
   55407.56696759   55407.90033564
   55407.90211805   55408.23548611
   55408.23723379   55408.57059027
   55408.57230324   55408.90565972
   55408.90743055   55409.24079861
   55409.24254629   55409.57591435
   55409.91274305   55410.24611111
   55410.24795138   55410.58130787
   55410.58303240   55410.91702546
   55410.91817129   55411.25151620
   55411.25333333   55411.58668981
   55411.58967592   55411.92304398
   55412.26016203   55412.59351851
   55412.59543981   55412.92879629
   55412.93074074   55413.26409722
   55413.26592592   55413.59928240
   55413.60234953   55413.93570601
   55413.93754629   55414.07527777
   55414.30881944   55414.64217592
   55414.64401620   55414.97737268
   55414.97923611   55415.31258101
   55415.31438657   55415.64774305
   55415.65076388   55415.98412037
   55415.98597222   55416.31996527
   55416.33785879   55416.67121527
   55416.67299768   55417.00635416
   55417.00809027   55417.34144675
   55417.34317129   55417.67653935
   55418.14945601   55418.48344907
   55418.48458333   55418.81795138
   55418.81967592   55418.87303240
   55418.87579675   55419.05862268
   55419.06108796   55419.39509259
   55419.39622685   55419.73018518
   55419.73130787   55420.06466435
   55420.06638888   55420.39974537
   55420.40155092   55420.73490740
   55420.73666666   55421.01538194
   55421.05598379   55421.38934027
   55421.39162037   55421.47136574
   55421.47305555   55421.80640046
   55421.80813657   55422.10559027
   55422.10729166   55422.44131944
   55422.44243055   55422.77579861
   55422.77898148   55423.11233796
   55423.11403935   55423.43288194
   55423.49236111   55423.82572916
   55423.83175925   55424.16511574
   55424.16688657   55424.24201388
   55424.24431712   55424.57768518
   55424.58077546   55424.91414351
   55424.91579861   55425.18359953
   55425.23033564   55425.37885416
   55425.41688657   55425.75025462
   55425.75201388   55426.08537037
   55426.08708333   55426.42045138
   55426.42212962   55426.75548611
   55426.75864583   55427.09200231
   55427.09377314   55427.42714120
   55427.42885416   55427.76284722
   55427.76398148   55428.09733796
   55428.09907407   55428.20364583
   55428.24092592   55428.57490740
   55428.58096064   55428.91432870
   55428.91607638   55429.00246527
   55430.70622685   55431.03959490
   55431.04137731   55431.37473379
   55431.37653935   55431.70989583
   55431.71163194   55432.04498842
   55432.04671296   55432.38008101
   55432.38324074   55432.71659722
   55432.71832175   55433.05167824
   55433.05349537   55433.38685185
   55433.38864583   55433.72200231
   55433.72380787   55434.05715277
   55434.05893518   55434.39297453
   55434.39415509   55434.72751157
   55434.72930555   55435.06266203
   55435.06584490   55435.39920138
   55435.40233796   55435.73638888
   55435.73751157   55436.07151620
   55436.07263888   55436.40657407
   55436.40770833   55436.74167824
   55436.74282407   55437.07677083
   55437.07929398   55437.41339120
   55437.41454861   55437.74791666
   55437.74967592   55438.01378472
   55438.04884259   55438.38218749
   55438.38395833   55438.71732638
   55438.71906249   55439.05243055
   55439.05422453   55439.38759259
   55439.38951388   55439.72287037
   55439.72468749   55440.05805555
   55440.05990740   55440.39326388
   55440.39630787   55440.72966435
   55440.73150462   55441.06486111
   55441.06670138   55441.40005787
   55441.40182870   55441.73518518
   55441.73700231   55441.96435185
   55441.97925925   55442.31261574
   55442.34553240   55442.67888888
   55442.68090277   55443.01425925
   55443.04060185   55443.37396990
   55443.37600694   55443.70936342
   55443.71128472   55444.04465277
   55444.04658564   55444.37995370
   55444.38204861   55444.71539351
   55444.71731481   55445.05068287
   55445.05270833   55445.38607638
   55445.38807870   55445.72142361
   55445.72342592   55446.05740740
   55446.05874999   55446.34192129
   55446.34452546   55446.67788194
   55446.67987268   55446.95966435
   55447.19332175   55447.42916666
   55447.44479166   55447.77814814
   55447.78009259   55448.11344907
   55448.11541666   55448.44877314
   55448.45077546   55448.78414351
   55448.78624999   55449.11961805
   55449.12167824   55449.45503472
   55449.45702546   55449.79094907
   55449.79230324   55450.12565972
   55450.12768518   55450.46104166
   55450.46302083   55450.79637731
   55450.79836805   55451.13172453
   55451.13384259   55451.46719907
   55451.46920138   55451.80255787
   55451.80450231   55452.13785879
   55452.13994212   55452.47329861
   55452.47527777   55452.80863425
   55452.81202546   55452.96445601
   55452.99055555   55453.32392361
   55453.32594907   55453.65995370
   55453.66135416   55453.99538194
   55453.99678240   55454.33012731
   55454.33270833   55454.66682870
   55454.66818287   55455.00155092
   55455.00358796   55455.33694444
   55455.33901620   55455.67237268
   55455.67440972   55456.00776620
   55456.00981481   55456.34317129
   55456.34526620   55456.67862268
   55456.68063657   55457.01399305
   55457.01597222   55457.34934027
   55457.35137731   55457.68473379
   55457.68671296   55457.71003472
   55457.71184027   55458.04520833
   55458.04719907   55458.38056712
   55458.38252314   55458.71655092
   55458.71793981   55459.05128472
   55459.05334490   55459.38736111
   55459.38873842   55459.72209490
   55459.72864583   55460.06200231
   55460.06405092   55460.39741898
   55460.39936342   55460.73271990
   55460.73475694   55461.06811342
   55461.07016203   55461.40351851
   55461.40553240   55461.73888888
   55461.74093749   55462.07428240
   55462.07627314   55462.40962962
   55462.41163194   55462.74498842
   55462.74695601   55463.08031250
   55463.08231481   55463.41633101
   55463.41797453   55463.44741898
   55463.44997685   55463.78333333
   55463.78537037   55464.11872685
   55464.12068287   55464.45465277
   55464.45603009   55464.78939814
   55464.79138888   55465.12475694
   55465.12675222   55465.46012731
   55465.46212962   55465.79549768
   55465.79753472   55466.13089120
   55466.13289351   55466.46692129
   55466.46837962   55466.80174768
   55466.80377314   55466.90637731
   55466.90969907   55467.24305555
   55467.24505787   55467.57906249
   55467.58046296   55467.81171296
   55467.96291666   55468.29628472
   55468.29840277   55468.63175925
   55468.63377314   55468.96712962
   55469.08526620   55469.41862268
   55469.42065972   55469.75401620
   55469.85915509   55470.19251157
   55470.19456018   55470.52857638
   55470.53001157   55470.86337962
   55470.86540509   55471.19877314
   55471.20082175   55471.53418981
   55471.53622685   55471.86958333
   55471.87159722   55472.20559027
   55472.20703703   55472.54100694
   55472.54240740   55472.87636574
   55472.87774305   55473.21111111
   55473.46541666   55473.79877314
   55473.80082175   55473.87337962
   55473.87476851   55474.20812499
   55474.21031249   55474.54427083
   55474.54570601   55474.87962962
   55474.88100694   55475.21498842
   55475.21643518   55475.54980324
   55475.55180555   55475.88579861
   55475.89207175   55476.22542824
   55476.22762731   55476.56156249
   55476.83427083   55476.86366898
   55476.86554398   55476.90780092
   55476.90922453   55476.95091435
   55476.95297453   55476.99431712
   55477.00556712   55477.33892361
   55477.34092592   55477.67427083
   55477.67631944   55478.00968750
   55478.01180555   55478.34516203
   55478.34715277   55478.68050925
   55478.68252314   55479.01651620
   55479.01788194   55479.35182870
   55479.35321759   55479.68719907
   55479.68859953   55480.02195601
   55480.02388888   55480.35724537
   55480.35939814   55480.69276620
   55480.69488425   55480.73011574
   55480.73263888   55481.06599537
   55481.06826388   55481.40162037
   55481.40366898   55481.73702546
   55481.73909722   55482.07245370
   55482.07442129   55482.40778935
   55482.40975694   55482.74312499
   55482.74513888   55483.07849537
   55483.08077546   55483.41413194
   55483.41611111   55483.75008101
   55483.75150462   55484.08486111
   55484.08678240   55484.42015046
   55484.42218749   55484.75555555
   55484.75758101   55485.09093749
   55485.09304398   55485.42641203
   55485.43287037   55485.76622685
   55485.76835648   55486.10171296
   55486.10391203   55486.43726851
   55486.43935185   55486.77270833
   55486.77469907   55487.10806712
   55487.11009259   55487.44344907
   55487.44542824   55487.77878472
   55487.90314814   55488.23650462
   55488.23859953   55488.57195601
   55488.57396990   55488.90732638
   55488.90939814   55489.24275462
   55489.24482638   55489.30436342
   55489.30646990   55489.64045138
   55489.64184442   55489.97523148
   55489.97728009   55490.31063657
   55490.31305555   55490.64642361
   55490.64844907   55490.98180555
   55490.98380787   55491.31778935
   55491.31920138   55491.65255787
   55491.65461805   55491.98797453
   55491.99019675   55492.32356481
   55492.32559027   55492.65954861
   55492.66098379   55492.82443287
   55492.85614583   55493.18950231
   55493.19184027   55493.52519675
   55493.53113425   55493.82622685
   55493.92381944   55494.25782407
   55494.40593749   55494.73995370
   55494.74137731   55494.88671296
   55494.89010416   55495.22346064
   55495.22549768   55495.55950231
   55495.56096064   55495.83435185
   55495.83995370   55496.17398148
   55496.17539351   55496.50874999
   55496.51081018   55496.84415509
   55496.92097222   55497.25434027
   55497.25633101   55497.59028935
   55497.59166666   55497.92502314
   55497.92706018   55498.26041666
   55498.26245370   55498.59581018
   55498.59790509   55498.93127314
   55498.93331018   55499.26666666
   55499.26871527   55499.60206018
   55499.60409722   55499.93745370
   55499.93951388   55500.27287037
   55500.27496527   55500.60833333
   55500.61035879   55500.89181712
   55500.89402777   55501.22738425
   55501.22938657   55501.56337962
   55501.56475694   55501.89811342
   55501.90013888   55502.23349537
   55502.23550925   55502.56886574
   55502.57090277   55502.90425925
   55502.90636574   55503.23972222
   55503.24184027   55503.57519675
   55503.57721064   55503.91124999
   55503.91266203   55504.24601851
   55504.24807870   55504.58144675
   55504.58344907   55504.91681712
   55504.91885416   55505.25221064
   55505.25427083   55505.58761574
   55505.70219907   55506.03555555
   55506.03771990   55506.37108796
   55506.37316922   55506.70717592
   55506.70859953   55507.04194444
   55507.04399305   55507.37734953
   55507.37943287   55507.71278935
   55507.71475694   55508.04811342
   55508.05012731   55508.24421296
   55508.26041666   55508.31178240
   55508.31758101   55508.65094907
   55508.65293981   55508.98629629
   55508.98822916   55509.32158564
   55509.32499999   55509.65836805
   55509.66038194   55509.99373842
   55509.99575231   55510.32910879
   55510.33116898   55510.66516203
   55510.66797453   55511.00133101
   55511.00329861   55511.33724537
   55511.33859953   55511.67195601
   55511.67395833   55511.81604166
   55512.24019675   55512.57415509
   55512.57556712   55512.90892361
   55513.17865740   55513.51201388
   55513.51405092   55513.84740740
   55513.84951388   55514.18287037
   55514.18483796   55514.51820601
   55514.52026620   55514.85363425
   55514.85565972   55515.18902777
   55515.19097222   55515.52434027
   55515.52643518   55515.85979166
   55515.86181712   55516.19517361
   55516.19715277   55516.53050925
   55516.53256944   55516.86592592
   55516.86789351   55517.20124999
   55517.20332175   55517.53667824
   55517.53866898   55517.87203703
   55518.21089120   55518.54424768
   55518.54623842   55518.80131944
   55519.21589120   55519.54983796
   55519.55121527   55519.79170138
   55519.80874999   55519.99774305
   55520.00100694   55520.33436342
   55520.33638888   55520.66974537
   55520.67207175   55520.79831018
   55520.88592592   55521.03870370
   55521.05432870   55521.38768518
   55521.38957175   55521.72292824
   55522.06065972   55522.39401620
   55522.39587962   55522.72924768
   55522.73133101   55523.06469907
   55523.06681712   55523.40017361
   55523.40224537   55523.73560185
   55523.73763888   55524.04184027
   55524.22989583   55524.56325231
   55524.56584490   55524.89920138
   55524.90125000   55525.12216435
   55525.13674768   55525.47071759
   55525.47209490   55525.80545138
   55525.92054398   55526.11539351
   55526.13826388   55526.47163194
   55526.47390046   55526.80725694
   55526.80906249   55527.14402777
   55527.14583333   55527.47918981
   55527.48096064   55527.81431712
   55528.12362268   55528.45699074
   55528.45878472   55528.77390046
   55529.02504629   55529.09778935
   55529.11430555   55529.44767361
   55529.44946759   55529.78282407
   55529.78467592   55530.11803240
   55530.12025462   55530.45361111
   55530.45535879   55530.78920138
   55530.80819444   55530.90365740
   55531.13694444   55531.47030092
   55531.47277777   55531.76498842
   55531.76719907   55531.87878472
   55531.88717592   55532.16846064
   55532.18076388   55532.51413194
   55532.51593749   55532.84930555
   55532.85104166   55533.18439814
   55533.18624999   55533.52005787
   55533.52138888   55533.85474537
   55533.85649305   55534.14706018
   55534.16488425   55534.49825231
   55534.50188657   55534.83525462
   55534.83884259   55535.17361111
   55535.31527777   55535.64920138
   55535.65071759   55535.98408564
   55535.98612268   55536.31947916
   55536.32150462   55536.65487268
   55536.65692129   55536.99027777
   55536.99261574   55537.32598379
   55537.32807870   55537.66144675
   55537.66353009   55537.99688657
   55538.00033564   55538.33369212
   55538.33578703   55538.66915509
   55538.67261574   55538.82361111
   55538.82621527   55539.15956018
   55539.16163194   55539.49498842
   55539.49708333   55539.70725694
   55539.71564814   55539.84400462
   55540.04487268   55540.37824074
   55540.37995370   55540.71371527
   55540.71497685   55540.88575231
   55540.90182870   55541.23518518
   55541.23681712   55541.57057870
   55541.57184027   55541.90519675
   55541.90686342   55542.24021990
   55542.24192129   55542.57527777
   55542.57700231   55542.91035879
   55543.00440972   55543.20569444
   55543.21339120   55543.54674768
   55543.54844907   55543.73721064
   55544.03034722   55544.36415509
   55544.36552083   55544.69887731
   55544.70053240   55544.80996527
   55544.81861111   55545.15196759
   55545.15371527   55545.48707175
   55545.48873842   55545.82210648
   55545.82378472   55546.15715277
   55546.15887731   55546.49222222
   55546.49407407   55546.70240740
   55546.70388888   55547.03502314
   55547.14681712   55547.48017361
   55547.48199074   55547.75880787
   55547.79796296   55547.88821759
   55548.33062500   55548.66398148
   55548.66585648   55548.99921296
   55549.00116898   55549.25954861
   55549.32672453   55549.66049768
   55549.66187499   55549.80810185
   55550.06098379   55550.39434027
   55550.39611111   55550.72947916
   55550.73972222   55550.87762731
   55550.89222222   55551.22559027
   55551.22733796   55551.33835648
   55551.34005787   55551.67378472
   55551.67515046   55552.00850694
   55552.01027777   55552.10752314
   55552.13196759   55552.46533564
   55552.46739583   55552.80075231
   55552.80248842   55553.13584490
   55553.13765046   55553.28640046
   55553.33244212   55553.66615740
   55553.66798611   55554.00175925
   55554.00314814   55554.07399305
   55554.10447916   55554.43783564
   55554.43958333   55554.77295138
   55554.77471064   55555.08615740
   55555.10504629   55555.43839120
   55555.44181712   55555.59434027
   55555.59640046   55555.92975694
   55555.93152777   55556.07773148
   55556.10373842   55556.43710648
   55556.43887731   55556.77223379
   55556.77401620   55557.10737268
   55557.12739583   55557.46116898
   55557.46252314   55557.79587962
   55557.79762731   55558.08718750
   55558.11958333   55558.45335648
   55558.45498842   55558.78834490
   55558.79012731   55559.06111111
   55559.08013888   55559.41393518
   55559.41528935   55559.74865740
   55559.75043981   55560.08379629
   55560.08557870   55560.12305555
   55560.14277777   55560.47660879
   55560.47795138   55560.81130787
   55560.81306712   55561.14641203
   55561.14821759   55561.30261574
   55561.32481481   55561.65818287
   55561.66006944   55561.99341435
   55562.19269675   55562.27789351
   55562.29995370   55562.63332175
   55562.63541666   55562.96878472
   55562.97054398   55563.26788194
   55563.28787037   55563.62122685
   55563.62439814   55563.95775462
   55563.95957175   55564.29291666
   55564.31326388   55564.64707175
   55564.64899305   55564.98234953
   55564.98414351   55565.04752314
   55565.06569444   55565.39944444
   55565.40078703   55565.73414351
   55565.73593750   55566.06929398
   55566.07105324   55566.40440972
   55566.40614583   55566.73949074
   55566.74127314   55566.91815972
   55566.93243055   55567.26578703
   55567.26920138   55567.60255787
   55567.60436342   55567.93771990
   55567.93944444   55568.10778935
   55568.15064814   55568.48400462
   55568.48608796   55568.67577546
   55569.07840277   55569.41175925
   55569.41358796   55569.74737268
   55569.74870370   55570.08248842
   55570.08381944   55570.41717592
   55570.41896990   55570.63601851
   55570.67709490   55570.84341435
   55570.88503472   55571.09604166
   55571.11149305   55571.44528935
   55571.44657407   55571.78035879
   55571.78163194   55571.88771990
   55572.01430555   55572.12333333
   55572.40722222   55572.74097222
   55572.74254629   55573.07589120
   55573.07767361   55573.41104166
   55573.41280092   55573.74653935
   55573.74928240   55573.89592592
   55573.96856481   55574.15328703
   55574.37009259   55574.70380787
   55574.70512731   55575.03887731
   55575.04019675   55575.09694444
   55575.11170138   55575.44549768
   55575.44855324   55575.78230324
   55575.78358796   55576.10528935
   55576.15670138   55576.18456018
   55576.21678240   55576.55057870
   55576.55190972   55576.60758101
   55576.63930555   55576.96834490
   55577.16306712   55577.20719907
   55577.39827546   55577.73203703
   55577.73339120   55577.82719907
   55578.83728009   55578.87664351
   55578.89879629   55579.01768518
   55579.03079861   55579.08535879
   55579.39248842   55579.72585648
   55579.72756944   55580.06092592
   55580.06269675   55580.39644675
   55580.39785879   55580.73121527
   55581.09280092   55581.17184027
   55581.17990740   55581.51326388
   55581.51495370   55581.84831018
   55581.99612268   55582.09457175
   55582.12097222   55582.19756944
   55582.22482638   55582.26503472
   55582.41083333   55582.74418981
   55582.74729166   55582.87151620
   55582.99226851   55583.10531250
   55584.33285879   55584.66621527
   55584.66793981   55584.85753472
   55584.94633101   55585.28009259
   55585.28144675   55585.61480324
   55585.61648148   55585.85148148
   55586.02917824   55586.36296296
   55586.36429398   55586.69766203
   55586.69942129   55586.87577546
   55586.98315972   55587.04335648
   55587.13761574   55587.47137731
   55587.47268518   55587.80646990
   55587.80778935   55587.87592592
   55588.17453703   55588.50790509
   55588.50959490   55588.84296296
   55588.89853009   55588.94215277
   55588.95546296   55589.06986111
   55589.08520833   55589.41856481
   55589.42060185   55589.75394675
   55590.07207175   55590.40542824
   55590.40716435   55590.74089120
   55590.74219907   55591.07555555
   55591.07862268   55591.41239583
   55591.41374999   55591.74710648
   55591.74878472   55592.08252314
   55592.08384259   55592.41719907
   55592.41891203   55592.75228009
   55592.81728009   55592.86719907
   55592.87349537   55593.20725694
   55593.20859953   55593.54238425
   55593.54370370   55593.73413194
   55593.81744212   55594.15079861
   55594.15309027   55594.48644675
   55594.48817129   55594.82152777
   55594.82324074   55595.15699074
   55595.15829861   55595.49165509
   55595.49340277   55595.82715277
   55595.82848379   55595.92675925
   55595.93018518   55596.14250000
   55596.16113425   55596.49449074
   55596.49651620   55596.82987268
   55596.83168981   55597.16543981
   55597.16681712   55597.50018518
   55597.50207175   55597.56752314
   55597.70652777   55598.03988425
   55598.04157407   55598.37530092
   55598.38775462   55598.59883101
   55598.67951388   55599.01287037
   55599.01464120   55599.34799768
   55599.34967592   55599.63556712
   55599.75563657   55600.08936342
   55600.09067129   55600.42402777
   55600.42576388   55600.75908564
   55600.77211805   55601.10584490
   55601.10716435   55601.44052083
   55601.44218749   55601.66648148
   55601.68759259   55601.71642361
   55601.75297453   55602.08671296
   55602.08806712   55602.42142361
   55602.42312500   55602.75648148
   55602.75826388   55603.09160879
   55603.09331018   55603.12857638
   55603.14474537   55603.47850694
   55603.48021990   55603.81358796
   55603.81530092   55604.06782407
   55604.07353009   55604.40688657
   55604.40857638   55604.74192129
   55604.74362268   55605.07697916
   55605.07869212   55605.24659722
   55605.32224537   55605.65600694
   55605.65737268   55605.99072916
   55606.00116898   55606.33452546
   55606.33631944   55606.63542824
   55606.65504629   55606.98876157
   55606.99013888   55607.32349537
   55607.32520833   55607.65857638
   55607.66033564   55607.99369212
   55607.99538194   55608.32873842
   55608.33041666   55608.58517361
   55608.58717592   55608.92053240
   55608.92223379   55609.25559027
   55609.25726851   55609.59106481
   55609.59233677   55609.92570601
   55609.92740740   55610.10871527
   55610.13024305   55610.46359953
   55610.48418981   55610.76781250
   55611.03303240   55611.36638888
   55611.36844907   55611.70180555
   55611.70353009   55612.03689814
   55612.04001157   55612.37336805
   55612.37644675   55612.71021990
   55612.71152777   55613.04488425
   55613.04660879   55613.37995370
   55613.38171296   55613.71505787
   55613.72665509   55614.06038194
   55614.06168981   55614.39542824
   55614.39687499   55614.73023148
   55614.73197916   55615.06577546
   55615.06711805   55615.40047453
   55615.40215277   55615.73593750
   55615.73731481   55616.07105324
   55616.07375000   55616.40710648
   55616.40880787   55616.74216435
   55616.74386574   55616.96982638
   55616.98457175   55617.31832175
   55617.31998842   55617.65334490
   55617.65508101   55617.98880787
   55617.99011574   55618.32388888
   55618.33420138   55618.66755787
   55618.66934027   55618.90769675
   55618.96896990   55619.30233796
   55619.30412037   55619.63787037
   55619.65480324   55619.98861111
   55619.98993055   55620.32329861
   55620.32502314   55620.65878472
   55620.66013888   55620.99392361
   55620.99525462   55621.07221064
   55621.07799768   55621.41135416
   55621.41306712   55621.74642361
   55621.74818287   55622.08153935
   55622.08327546   55622.41664351
   55622.41839120   55622.75174768
   55622.75354166   55623.08728009
   55623.08862268   55623.42244212
   55623.42513888   55623.75891203
   55623.76026620   55624.03260416
   55624.05336805   55624.38715277
   55624.38880787   55624.72260416
   55624.72394675   55625.05770833
   55625.05902777   55625.39280092
   55625.39414351   55625.72788194
   55625.72922453   55626.06295138
   55626.06428240   55626.39804398
   55626.39939814   55626.73313657
   55626.73452546   55627.06833333
   55627.06974537   55627.40350694
   55627.40628472   55627.74004629
   55627.74144675   55628.07518518
   55628.07653935   55628.41030092
   55628.41168981   55628.74545138
   55628.74682870   55629.08059027
   55629.08332175   55629.41667824
   55629.41850694   55629.75185185
   55629.75369212   55630.08703703
   55630.08884259   55630.42219907
   55630.42537037   55630.75872685
   55630.76049768   55631.09425925
   55631.11374999   55631.44710648
   55631.44915509   55631.59456018
   55631.63488425   55631.96822916
   55631.97009259   55632.30346064
   55632.30520833   55632.63856481
   55632.64042824   55632.97417824
   55632.97550925   55633.07896990
   55633.08032407   55633.40498842
   55633.40690972   55633.74025462
   55633.74195601   55634.07568287
   55634.07702546   55634.41038194
   55634.41215277   55634.74549768
   55634.74728009   55635.08064814
   55635.08243055   55635.41619212
   55635.41892361   55635.75228009
   55635.75410879   55636.08792824
   55636.08929398   55636.42265046
   55636.49287037   55636.82665509
   55636.82803240   55637.16138888
   55637.16315972   55637.49651620
   55637.49827546   55637.79893518
   55638.04165509   55638.37501157
   55638.37685185   55638.71020833
   55638.71202546   55639.04582175
   55639.04717592   55639.38052083
   55639.38256944   55639.56372685
   55639.56539351   55639.89876157
   55639.90050925   55640.23386574
   55640.23561342   55640.56940972
   55640.57082175   55640.90417824
   55640.92578703   55641.02663194
   55641.03347222   55641.16361111
   55641.17081018   55641.19649305
   55641.19806712   55641.24409722
   55641.30767361   55641.47600694
   55641.47760416   55641.52767361
   55641.59180555   55641.85111111
   55641.89454861   55642.22790509
   55642.22962962   55642.56298611
   55642.56493055   55642.89871527
   55642.90005787   55643.23341435
   55643.23513888   55643.56895833
   55643.57041666   55643.90413194
   55643.90546296   55644.09599537
   55644.09981481   55644.43317129
   55644.43493055   55644.76828703
   55644.77010416   55645.10346064
   55645.10532407   55645.43868055
   55645.44049768   55645.60343750
   55645.62188657   55645.95563657
   55645.95696759   55646.29032407
   55646.29210648   55646.62546296
   55646.62721064   55646.96097222
   55646.97138888   55647.30518518
   55647.30658564   55647.64033564
   55647.64167824   55647.97546296
   55647.97680555   55648.31056712
   55648.31192129   55648.64527777
   55648.64704861   55648.98083333
   55648.98217592   55649.31553240
   55649.31731481   55649.42969907
   55650.44188657   55650.77524305
   55650.77699074   55651.11072916
   55651.11204861   55651.44540509
   55651.44714120   55651.78093749
   55651.78230324   55652.11565972
   55652.11739583   55652.45075231
