#  MJD_start[days]  MJD_stop[days]
   56834.65951388   56834.99285879
   56834.99351851   56835.32685185
   56835.32759259   56835.66092592
   56835.66157407   56835.99491898
   56835.99557870   56836.32892361
   56836.32962962   56836.66297453
   56836.66359953   56836.99694444
   56836.99762731   56837.33096064
   56837.33162037   56837.66496527
   56837.66901620   56837.80490740
   56837.80555555   56838.13888888
   56838.13960648   56838.47293981
   56838.47363425   56838.80697916
   56838.80767361   56838.83509259
   56838.83633101   56839.16966435
   56839.17032407   56839.50366898
   56839.50424768   56839.83758101
   56839.83817129   56840.17151620
   56840.17211805   56840.50545138
   56840.50605324   56840.83938657
   56840.84001157   56841.17334490
   56841.17574074   56841.50907407
   56841.50967592   56841.84302083
   56841.84362268   56842.17695601
   56842.17782407   56842.18480324
   56842.18642361   56842.22812499
   56842.22951388   56842.56290509
   56842.56539351   56842.89872685
   56842.89935185   56843.23269675
   56843.23414351   56843.33548611
   56843.33800925   56843.67134259
   56843.67197916   56844.00532407
   56844.00787037   56844.34121527
   56844.34375000   56844.67709490
   56844.67777777   56845.01112268
   56845.01180555   56845.29307870
   56845.29414351   56845.30120370
   56845.30387731   56845.63722222
   56845.63789351   56845.93733796
   56845.93800925   56845.94501157
   56845.94636574   56846.27971064
   56846.28056712   56846.61390046
   56846.61449074   56846.94783564
   56846.94843749   56847.28178240
   56847.28239583   56847.61574074
   56847.61635416   56847.88814814
   56847.88964120   56848.22298611
   56848.22357638   56848.55692129
   56848.55752314   56848.89087962
   56848.89146990   56849.22481481
   56849.22592592   56849.51167824
   56849.52406249   56849.53501157
   56849.53608796   56849.86945601
   56849.87004629   56850.20341435
   56850.20400462   56850.53736111
   56850.53839120   56850.87177083
   56850.89307870   56851.14481481
   56851.14537037   56851.20733796
   56851.20797453   56851.26374999
   56851.26438657   56851.59776620
   56851.59836805   56851.93173611
   56851.93238425   56852.26575231
   56852.26637731   56852.59974537
   56852.60034722   56852.93371527
   56852.93432870   56853.26769675
   56853.26834490   56853.60172453
   56853.60234953   56853.93571759
   56853.93637731   56854.26974537
   56854.27037037   56854.60374999
   56854.60437500   56854.93775462
   56854.93855324   56855.27193287
   56855.27254629   56855.60591435
   56855.60651620   56855.93988425
   56855.94049768   56856.27386574
   56856.27450231   56856.60787037
   56856.60848379   56856.94185185
   56856.94244212   56857.27581018
   56857.27642361   56857.60980324
   56857.61041666   56857.94378472
   56857.94440972   56858.27780092
   56858.27878472   56858.61216435
   56858.61278935   56858.94615740
   56858.94677083   56859.28013888
   56859.28075231   56859.61413194
   56859.61475694   56859.94814814
   56859.94877314   56860.28216435
   56860.28275462   56860.61612268
   56860.61672453   56860.95009259
   56860.95072916   56861.28409722
   56861.28471064   56861.61807870
   56861.61869212   56861.95207175
   56861.95269675   56862.28606481
   56862.28667824   56862.62005787
   56862.62068287   56862.95405092
   56862.95466435   56863.28803240
   56863.28868055   56863.62206018
   56863.62267361   56863.95605324
   56863.95665509   56864.29002314
   56864.29065972   56864.62405092
   56864.62466435   56864.75177083
   56864.80228009   56864.84981481
   56864.85267361   56864.85981481
   56864.86042824   56865.19380787
   56865.19439814   56865.52776620
   56865.52835648   56865.86172453
   56865.86232638   56866.19569444
   56866.19627314   56866.52964120
   56866.53021990   56866.86358796
   56866.86416666   56867.19754629
   56867.19902777   56867.53239583
   56867.53297453   56867.86634259
   56867.86693287   56868.20030092
   56868.20087962   56868.53424768
   56868.53483796   56868.86821759
   56868.86880787   56869.14134259
   56869.14359953   56869.47697916
   56869.47760416   56869.81097222
   56869.81158564   56870.14495370
   56870.14556712   56870.47892361
   56870.47954861   56870.81292824
   56870.81356481   56871.14693287
   56871.14758101   56871.48096064
   56871.48159722   56871.81496527
   56871.81562499   56872.14898148
   56872.14993055   56872.48329861
   56872.48394675   56872.81731481
   56872.81797453   56873.15134259
   56873.15199074   56873.48535879
   56873.48609953   56873.81946759
   56873.82020833   56873.93156250
   56873.93920138   56873.94917824
   56873.95266203   56873.95967592
   56873.96243055   56874.08263888
   56874.08372685   56874.09105324
   56874.09290509   56874.42628472
   56874.42685185   56874.76023148
   56874.76077546   56875.09415509
   56875.09472222   56875.10174768
   56875.12628472   56875.13328703
   56875.13609953   56875.46947916
   56875.47008101   56875.80346064
   56875.80405092   56876.13741898
   56876.13798611   56876.47138888
   56876.47197916   56876.80533564
   56876.80594907   56877.13932870
   56877.13990740   56877.47328703
   56877.47387731   56877.80723379
   56877.80783564   56878.14121527
   56878.14177083   56878.47513888
   56878.47572916   56878.80923611
   56878.80982638   56879.14318287
   56879.14377314   56879.47715277
   56879.47771990   56879.81109953
   56879.81165509   56880.14503472
   56880.14561342   56880.22723379
   56880.22783564   56880.28567129
   56880.28630787   56880.34151620
   56880.35133101   56880.35834490
   56880.35978009   56880.69317129
   56880.69372685   56881.02711805
   56881.02771990   56881.36128472
   56881.36186342   56881.69524305
   56881.69579861   56882.02917824
   56882.02973379   56882.10274305
   56882.10337962   56882.15694444
   56882.15946759   56882.24399305
   56882.24486111   56882.57822916
   56882.57886574   56882.91237268
   56882.91299768   56883.24636574
   56883.24700231   56883.58037037
   56883.58098379   56883.91456018
   56883.91648148   56884.24989583
   56884.25052083   56884.26133101
   56884.26451388   56884.59796296
   56884.59849537   56884.93192129
   56884.93251157   56885.26589120
   56885.26646990   56885.59983796
   56885.60043981   56885.93381944
   56885.93440972   56886.26800925
   56886.26859953   56886.60202546
   56886.60261574   56886.93598379
   56886.93655092   56887.26996527
   56887.27057870   56887.60394675
   56887.60451388   56887.87475694
   56887.89225694   56887.93927083
   56887.94082175   56887.94973379
   56887.95266203   56888.28603009
   56888.28659722   56888.61997685
   56888.62054398   56888.95392361
   56888.95489583   56889.28827546
   56889.28883101   56889.62219907
   56889.62314814   56889.95653935
   56889.95905092   56890.29247685
   56890.29300925   56890.62652777
   56890.62707175   56890.96052083
   56890.96311342   56890.97151620
   56890.97341435   56891.30689814
   56891.30752314   56891.64097222
   56891.64158564   56891.97501157
   56891.97561342   56892.30898148
   56892.30958333   56892.64295138
   56892.64358796   56892.97699074
   56892.97760416   56893.31097222
   56893.31157407   56893.64494212
   56893.64554398   56893.97893518
   56893.97952546   56894.31289351
   56894.31349537   56894.64695601
   56894.64755787   56894.98092592
   56894.98192129   56895.31539351
   56895.31598379   56895.64935185
   56895.64998842   56895.98337962
   56895.98401620   56896.31739583
   56896.31802083   56896.65141203
   56896.65202546   56896.98539351
   56896.98599537   56897.31936342
   56897.31999999   56897.65336805
   56897.65395833   56897.98732638
   56897.98792824   56898.32131944
   56898.32190972   56898.65528935
   56898.65589120   56898.98927083
   56898.98989583   56899.32326388
   56899.32387731   56899.65724537
   56899.65784722   56899.99121527
   56899.99184027   56900.32520833
   56900.32620370   56900.65958333
   56900.66017361   56900.99355324
   56900.99418981   56901.32755787
   56901.32818287   56901.66156250
   56901.66215277   56901.99550925
   56901.99611111   56902.32947916
   56902.33012731   56902.51043981
   56902.51711805   56902.52486111
   56902.52586805   56902.59841435
   56902.59991898   56902.93328703
   56902.93385416   56903.26723379
   56903.26777777   56903.60116898
   56903.60174768   56903.78689814
   56903.78791666   56904.12127314
   56904.12184027   56904.45519675
   56904.45583333   56904.78918981
   56904.78982638   56905.12318287
   56905.12377314   56905.45714120
   56905.45777777   56905.79114583
   56905.79172453   56906.12508101
   56906.12567129   56906.45902777
   56906.45961805   56906.79296296
   56906.79354166   56907.12689814
   56907.12748842   56907.46084490
   56907.46142361   56907.79476851
   56907.79537037   56908.09675925
   56908.09736111   56908.15332175
   56908.15438657   56908.21847222
   56908.21952546   56908.55288194
   56908.55348379   56908.88684027
   56908.88968750   56909.22304398
   56909.22362268   56909.55697916
   56909.55756944   56909.66325231
   56909.66472222   56909.77784722
   56909.77853009   56910.11189814
   56910.11253472   56910.44590277
   56910.44655092   56910.77990740
   56910.78054398   56911.11391203
   56911.11453703   56911.44790509
   56911.44853009   56911.78189814
   56911.78254629   56912.11589120
   56912.11652777   56912.44988425
   56912.45052083   56912.63837962
   56912.65414351   56912.71108796
   56912.72259259   56912.72956018
   56912.73057870   56913.06393518
   56913.06456018   56913.39791666
   56913.39851851   56913.73187500
   56913.73246527   56914.06583333
   56914.06638888   56914.39974537
   56914.40038194   56914.73375000
   56914.73434027   56915.06768518
   56915.06827546   56915.40163194
   56915.40222222   56915.73557870
   56915.73616898   56916.06953703
   56916.07018518   56916.40354166
   56916.40414351   56916.73751157
   56916.73807870   56917.07143518
   56917.07203703   56917.40539351
   56917.40601851   56917.73937499
   56917.73996527   56918.07332175
   56918.07392361   56918.40728009
   56918.40785879   56918.74122685
   56918.74180555   56919.07517361
   56919.07583333   56919.40918981
   56919.40979166   56919.74314814
   56919.74374999   56920.07710648
   56920.07769675   56920.41105324
   56920.41166666   56920.74503472
   56920.74562500   56921.07898148
   56921.07958333   56921.41295138
   56921.41354166   56921.74690972
   56921.74751157   56922.08087962
   56922.08152777   56922.41489583
   56922.41546296   56922.43023148
   56922.43124999   56922.76460648
   56922.76527777   56923.09863425
   56923.09924768   56923.43260416
   56923.43322916   56923.76658564
   56923.76723379   56924.10059027
   56924.10120370   56924.43456018
   56924.43517361   56924.76854166
   56924.76917824   56925.10253472
   56925.10315972   56925.43652777
   56925.43717592   56925.77053240
   56925.77116898   56926.10453703
   56926.10516203   56926.43851851
   56926.43914351   56926.77250000
   56926.77312499   56927.10648148
   56927.10710648   56927.44047453
   56927.44109953   56927.77444444
   56927.77505787   56928.10842592
   56928.10903935   56928.44239583
   56928.44299768   56928.77635416
   56928.77699074   56929.11034722
   56929.11098379   56929.44434027
   56929.44494212   56929.77829861
   56929.77892361   56930.11228009
   56930.11289351   56930.44626157
   56930.44688657   56930.78024305
   56930.79631944   56931.12967592
   56931.13031250   56931.46366898
   56931.46431712   56931.79768518
   56931.79832175   56932.13167824
   56932.13231481   56932.46567129
   56932.46628472   56932.79964120
   56932.80024305   56933.13361111
   56933.13423611   56933.46759259
   56933.46819444   56933.74739583
   56933.75315972   56933.76049768
   56933.76187499   56933.77528935
   56933.77640046   56934.10975694
   56934.11035879   56934.44370370
   56934.44431712   56934.50158564
   56934.51532407   56934.54131944
   56934.54241898   56934.87577546
   56934.87635416   56935.20972222
   56935.21030092   56935.54366898
   56935.54424768   56935.87761574
   56935.87818287   56936.21155092
   56936.21216435   56936.54553240
   56936.54609953   56936.87945601
   56936.88004629   56937.21340277
   56937.21396990   56937.54732638
   56937.54790509   56937.88127314
   56937.88185185   56938.21520833
   56938.21586805   56938.54923611
   56938.54979166   56938.88315972
   56938.88380787   56939.18686342
   56939.18741898   56939.24319444
   56939.24422453   56939.29974537
   56939.30498842   56939.63835648
   56939.63928240   56939.97265046
   56939.97326388   56940.30662037
   56940.30725694   56940.64062500
   56940.64122685   56940.97458333
   56940.97521990   56941.30857638
   56941.30921296   56941.64258101
   56941.64320601   56941.97656250
   56941.97723379   56942.31059027
   56942.31121527   56942.62674768
   56942.63146990   56942.63880787
   56942.63947916   56942.97283564
   56942.97380787   56943.19944444
   56943.20010416   56943.53348379
   56943.53407407   56943.86744212
   56943.86843750   56944.20180555
   56944.20244212   56944.53579861
   56944.53640046   56944.72710648
   56944.73331018   56944.74046296
   56944.74196759   56944.79113425
   56944.79224537   56945.12560185
   56945.12616898   56945.45953703
   56945.46013888   56945.79349537
   56945.79414351   56946.12750000
   56946.12806712   56946.46143518
   56946.46203703   56946.79540509
   56946.79598379   56946.87221064
   56946.87395833   56946.89478009
   56946.89606481   56946.91692129
   56946.91784722   56947.25121527
   56947.25179398   56947.58516203
   56947.58578703   56947.91915509
   56947.91974537   56948.25310185
   56948.25374999   56948.58711805
   56948.58775462   56948.92111111
   56948.92214120   56949.25550925
   56949.25607638   56949.58943287
   56949.59003472   56949.92340277
   56949.92403935   56950.25739583
   56950.25798611   56950.59133101
   56950.59190972   56950.92526620
   56950.92585648   56951.25922453
   56951.25986111   56951.59321759
   56951.59380787   56951.92717592
   56951.92776620   56952.26113425
   56952.26172453   56952.59509259
   56952.59575231   56952.92910879
   56952.92969907   56953.26305555
   56953.26370370   56953.59707175
   56953.59765046   56953.93100694
   56953.93159722   56954.26495370
   56954.26554398   56954.59891203
   56954.59950231   56954.93287037
   56954.93344907   56955.26681712
   56955.26741898   56955.60078703
   56955.60138888   56955.93474537
   56955.93533564   56956.26870370
   56956.26927083   56956.60263888
   56956.60322916   56956.93660879
   56956.93717592   56957.27054398
   56957.27119212   56957.28354166
   56957.28459490   56957.61795138
   56957.61861111   56957.75835648
   56957.75984953   56958.09320601
   56958.09384259   56958.42719907
   56958.42781249   56958.76116898
   56958.76180555   56959.09517361
   56959.09579861   56959.42915509
   56959.42976851   56959.76313657
   56959.76377314   56960.09714120
   56960.09776620   56960.43112268
   56960.43175925   56960.76512731
   56960.76576388   56960.80138888
   56960.80412037   56960.84597222
   56960.84702546   56961.18039351
   56961.18097222   56961.51432870
   56961.51491898   56961.63262731
   56961.63409722   56961.84074074
   56961.84153935   56962.17489583
   56962.17552083   56962.50888888
   56962.50951388   56962.84288194
   56962.84350694   56963.17686342
   56963.17749999   56963.35762731
   56963.36326388   56963.40613425
   56963.40712962   56963.74049768
   56963.74106481   56964.07444444
   56964.07508101   56964.40844907
   56964.40913194   56964.74248842
   56964.74318287   56964.94937499
   56964.95153935   56964.95855324
   56964.95959490   56965.11437499
   56965.11530092   56965.44866898
   56965.44925925   56965.66192129
   56965.66357638   56965.99693287
   56965.99754629   56966.33090277
   56966.33149305   56966.66484953
   56966.66546296   56966.99881944
   56966.99946759   56967.33283564
   56967.33343750   56967.66679398
   56967.66737268   56968.00074074
   56968.00133101   56968.33468749
   56968.33535879   56968.66871527
   56968.66932870   56969.00268518
   56969.00327546   56969.06582175
   56969.06650462   56969.13189814
   56969.13334490   56969.18921296
   56969.19028935   56969.52365740
   56969.52424768   56969.85759259
   56969.85819444   56969.95803240
   56969.99631944   56970.00567129
   56970.01671296   56970.06859953
   56970.06968750   56970.40305555
   56970.40388888   56970.73724537
   56970.73806712   56971.07143518
   56971.07221064   56971.40556712
   56971.40635416   56971.73971064
   56971.74048611   56972.07385416
   56972.07482638   56972.13993055
   56972.50638888   56972.83975694
   56972.84039351   56973.17376157
   56973.17434027   56973.50769675
   56973.50828703   56973.84165509
   56973.84232638   56974.17568287
   56974.17634259   56974.50971064
   56974.51038194   56974.84375000
   56974.84434027   56975.17769675
   56975.17828703   56975.51164351
   56975.51223379   56975.84560185
   56975.84626157   56976.00228009
   56976.00644675   56976.01991898
   56976.02093750   56976.04189814
   56976.04302083   56976.06385416
   56976.06491898   56976.08589120
   56976.08695601   56976.42031250
   56976.42096064   56976.75432870
   56976.75490740   56977.08826388
   56977.08886574   56977.42223379
   56977.42289351   56977.75626157
   56977.75686342   56978.09021990
   56978.09086805   56978.42422453
   56978.42488425   56978.75824074
   56978.75884259   56979.09219907
   56979.09280092   56979.12659722
   56979.12804398   56979.13586805
   56979.13658564   56979.46994212
   56979.47056712   56979.80393518
   56979.80457175   56980.09748842
   56980.09817129   56980.43152777
   56980.43217592   56980.76553240
   56980.76616898   56981.09952546
   56981.10017361   56981.12866898
   56981.12931712   56981.18850694
   56981.19138888   56981.52474537
   56981.52537037   56981.67528935
   56981.67679398   56981.79454861
   56981.79521990   56982.12858796
   56982.12922453   56982.46258101
   56982.46319444   56982.79655092
   56982.79718750   56983.11076388
   56983.11230324   56983.12074074
   56983.12189814   56983.19129629
   56983.19208333   56983.52543981
   56983.52607638   56983.85943287
   56983.86045138   56984.12604166
   56984.12726851   56984.31240740
   56984.31408564   56984.64712962
   56984.64819444   56984.98156249
   56985.02769675   56985.36106481
   56985.36954861   56985.70289351
   56985.70349537   56986.03684027
   56986.03744212   56986.04475694
   56986.04541666   56986.09842592
   56986.09940972   56986.43277777
   56986.43339120   56986.76674768
   56986.76736111   56987.04409722
   56987.04553240   56987.08406249
   56987.09278935   56987.10124999
   56987.10234953   56987.11189814
   56987.11248842   56987.12065972
   56987.12170138   56987.20861111
   56987.20978009   56987.54314814
   56987.54454861   56987.81079861
   56987.82422453   56987.84215277
   56987.84292824   56987.86888888
   56987.86998842   56987.91564814
   56987.91652777   56987.95788194
   56987.95899305   56987.98799768
   56987.98901620   56988.07413194
   56988.07467592   56988.11200231
   56988.11354166   56988.12070601
   56988.12171296   56988.15644675
   56988.15763888   56988.49099537
   56988.49193287   56988.80027777
   56988.80142361   56988.90869212
   56988.90930555   56988.94290509
   56988.94402777   56988.97612268
   56988.97708333   56989.31043981
   56989.31103009   56989.64438657
   56989.64494212   56989.97829861
   56989.97887731   56990.31224537
   56990.31280092   56990.64614583
   56990.64673611   56990.78118055
   56990.78347222   56990.94396990
   56990.96152777   56990.96944444
   56990.97447916   56991.30783564
   56991.30840277   56991.64177083
   56991.64236111   56991.93387731
   56991.93525462   56992.26853009
   56992.26943287   56992.60280092
   56992.60337962   56992.93673611
   56992.93732638   56993.15842592
   56993.15951388   56993.16760416
   56993.16869212   56993.50204861
   56993.50263888   56993.83276620
   56993.83400462   56994.16737268
   56994.16795138   56994.50130787
   56994.50189814   56994.83525462
   56994.83585648   56995.16920138
   56995.16980324   56995.50315972
   56995.50373842   56995.83710648
   56995.83768518   56996.06282407
   56996.06391203   56996.28401620
   56996.28503472   56996.61839120
   56996.61899305   56996.95236111
   56996.95297453   56997.28634259
   56997.28699074   56997.62034722
   56997.62099537   56997.80105324
   56997.80704861   56997.81655092
   56997.81787037   56997.82675925
   56997.82784722   56998.16121527
   56998.16180555   56998.49516203
   56998.49575231   56998.58047453
   56998.58148148   56998.91484953
   56998.91546296   56999.24881944
   56999.24943287   56999.58280092
   56999.58343750   56999.85534722
   56999.94101851   56999.96407407
   56999.97649305   57000.30984953
   57000.31041666   57000.64378472
   57000.64440972   57000.97778935
   57000.97836805   57001.31173611
   57001.31238425   57001.64565972
   57001.64715277   57001.68737268
   57001.68952546   57001.73251157
   57001.73473379   57001.77636574
   57001.77861111   57001.81953703
   57001.82160879   57001.86298611
   57001.86708333   57002.02371527
   57002.02445601   57002.03425925
   57002.03546296   57002.36881944
   57002.36940972   57002.70278935
   57002.70337962   57002.79506944
   57002.79663194   57002.84206018
   57002.84273148   57002.95559027
   57002.95644675   57003.01553240
   57003.01699074   57003.10821759
   57003.10923611   57003.44260416
   57003.44319444   57003.77656249
   57003.77715277   57003.94503472
   57003.94604166   57004.00387731
   57004.00502314   57004.06086805
   57004.06369212   57004.39704861
   57004.39806712   57004.73143518
   57004.73208333   57004.75136574
   57004.75283564   57004.78027777
   57004.78099537   57005.11436342
   57005.11498842   57005.44835648
   57005.44899305   57005.78234953
   57005.78298611   57006.11635416
   57006.11699074   57006.45034722
   57006.45098379   57006.78435185
   57006.78497685   57007.11822916
   57007.11892361   57007.45229166
   57007.45290509   57007.78627314
   57007.78692129   57008.05650462
   57008.06100694   57008.39437499
   57008.39500000   57008.72835648
   57008.72893518   57008.77490740
   57008.77603009   57008.82466435
   57008.82564814   57009.15901620
   57009.15961805   57009.49299768
   57009.49361111   57009.50172453
   57009.50905092   57009.84240740
   57009.84300925   57010.17637731
   57010.17702546   57010.51039351
   57010.51100694   57010.84436342
   57010.84501157   57011.02174768
   57011.02312499   57011.35650462
   57011.35718749   57011.69055555
   57011.69123842   57012.02460648
   57012.02532407   57012.35869212
   57012.35928240   57012.69265046
   57012.69327546   57013.02664351
   57013.02723379   57013.36060185
   57013.36123842   57013.69459490
   57013.69523148   57014.02858796
   57014.02921296   57014.36256944
   57014.36321759   57014.69658564
   57014.69721064   57015.03056712
   57015.03120370   57015.36457175
   57015.36520833   57015.69857638
   57015.69923611   57016.03259259
   57016.03321759   57016.36658564
   57016.36724537   57016.70062500
   57016.70126157   57017.03461805
   57017.03525462   57017.36861111
   57017.36924768   57017.70261574
   57017.70327546   57018.03665509
   57018.03730324   57018.37065972
   57018.37130787   57018.70466435
   57018.70532407   57019.03868055
   57019.03935185   57019.37273148
   57019.37376157   57019.70711805
   57019.70771990   57020.04108796
   57020.04168981   57020.37504629
   57020.37567129   57020.70903935
   57020.71207175   57020.93908564
   57020.93972222   57021.27309027
   57021.27372685   57021.60709490
   57021.60773148   57021.94109953
   57021.94177083   57022.27513888
   57022.27582175   57022.60918981
   57022.60986111   57022.94321759
   57022.94388888   57023.06168981
   57023.06237268   57023.39613425
   57023.39680555   57023.73017361
   57023.73081018   57024.06417824
   57024.06483796   57024.39820601
   57024.39885416   57024.73222222
   57024.73283564   57025.06619212
   57025.06680555   57025.40017361
   57025.40258101   57025.73594907
   57025.73662037   57026.06998842
   57026.07061342   57026.40398148
   57026.40460648   57026.73796296
   57026.73858796   57027.07195601
   57027.07256944   57027.26664351
   57027.28246527   57027.32195601
   57027.32414351   57027.35446759
   57027.35613425   57027.39509259
   57027.40055555   57027.43954861
   57027.44608796   57027.48687500
   57027.48901620   57027.52832175
   57027.53039351   57027.58628472
   57027.58722222   57027.92059027
   57027.92121527   57028.08390046
   57028.08765046   57028.11491898
   57028.11597222   57028.44932870
   57028.44993055   57028.62891203
   57028.65327546   57028.75906250
   57028.75990740   57028.81366898
   57028.81451388   57028.95398148
   57028.95537037   57028.96560185
   57028.96662037   57029.15287037
   57029.15445601   57029.21302083
   57029.21447916   57029.27000000
   57029.27111111   57029.60447916
   57029.60547453   57029.93869212
   57029.93938045   57030.00663165
   57030.00813885   57030.34134659
   57030.34259240   57030.64506382
   57030.64624999   57030.70834490
   57030.70945601   57030.73116898
   57030.73174768   57030.99379629
   57030.99493055   57031.32817129
   57031.32927083   57031.66263888
   57031.68480324   57031.72322916
   57031.72550925   57031.74293981
   57031.74593749   57031.82704861
   57031.82880787   57031.83912037
   57031.84229166   57031.85277777
   57031.85409722   57031.86461805
   57031.86575231   57032.19910879
   57032.19974537   57032.53310185
   57032.53372685   57032.86202546
   57032.86325231   57033.19645833
   57033.19753472   57033.53090277
