#     MJD[days]  log10(E/GeV)   AngErr[deg]       RA[deg]      Dec[deg]  Azimuth[deg]   Zenith[deg]
   54562.70943432          3.30          1.89       255.277        40.364       285.395       130.349
   54562.71355990          5.73          0.81       108.805       -56.337        73.385        33.643
   54562.71429234          4.04          0.76       116.699        29.438        65.674       119.419
   54562.71625343          3.64          0.36       236.494         2.329       306.606        92.304
   54562.71725455          6.02          1.03       225.653       -85.865       317.320         4.109
   54562.71973836          4.42          0.92       185.863         3.365       358.493        93.321
   54562.72502612          3.41          0.93        50.950        28.871       135.306       118.897
   54562.73091035          3.68          0.43       181.488        14.215         6.901       104.171
   54562.75956696          3.14          1.09       186.642         0.833        12.091        90.788
   54562.76068905          5.75          1.00       248.336       -63.868       310.717        26.121
   54562.76301385          4.11          0.29        38.859        25.585       161.116       115.616
   54562.78553556          3.30          0.81        50.017        12.658       158.092       102.682
   54562.79402733          5.63          0.79        89.743       -43.868       121.479        46.125
   54562.79709791          3.40          0.56         0.348         3.637       211.944        93.679
   54562.79852376          3.48          1.03        59.879        -3.885       152.928        86.132
   54562.79865263          3.13          0.94       244.161        39.255       328.715       129.234
   54562.80325377          3.41          0.41        84.882        26.695       129.607       116.696
   54562.83339959          3.34          0.75       213.502        -0.705        11.883        89.257
   54562.84600591          3.46          1.61       316.088        17.256       273.865       107.288
   54562.85692203          5.60          0.62       285.111       -32.594       308.743        57.422
   54562.85750432          3.28          0.63       275.917        32.095       318.202       122.098
   54562.86615950          4.98          0.75       310.264       -10.201       286.949        79.830
   54562.87338310          3.35          1.07       238.525        15.164         1.306       105.140
   54562.88133549          3.19          1.57        94.936        54.621       147.695       144.616
   54562.88449769          3.00          1.56        34.913        13.677       208.921       103.712
   54562.88630332          3.23          0.73        87.131        -2.075       157.361        87.921
   54562.88843753          5.51          0.49       196.081       -31.453        49.162        58.501
   54562.89456177          3.72          1.77       192.953        13.893        54.514       103.846
   54562.94507141          3.81          1.14       183.327        -2.412        82.371        87.537
   54562.96755619          3.81          0.63       238.372        18.537        35.458       108.509
   54562.97266954          4.13          0.70       243.254        -4.155        32.404        85.823
   54562.98452771          3.99          0.88         7.242        16.387       272.707       106.434
   54562.99311012          6.30          0.41       301.347       -69.508       341.589        20.524
   54562.99895552          3.24          1.79        21.025        11.056       264.131       101.101
   54563.01062417          3.01          0.71       284.940        19.548         4.443       109.559
   54563.01605962          3.10          1.58        55.302        59.081       235.963       149.111
   54563.05092998          4.85          0.49        11.634       -10.409       292.290        79.640
   54563.05727666          3.18          0.81       329.392        22.325       336.830       112.367
   54563.05749546          5.72          0.51       236.845       -37.809        69.402        52.163
   54563.06189187          3.78          0.94       229.678        -4.025        78.188        85.940
   54563.06269163          5.36          0.33       196.574       -18.234       111.578        71.714
   54563.06686698          4.55          1.10       254.167        -7.915        55.492        82.070
   54563.08960120          6.08          0.57       298.380       -69.448        19.375        20.581
   54563.10002323          3.44          0.78       178.932         0.454       142.702        90.400
   54563.10144086          5.62          0.80       261.219       -33.475        60.894        56.516
   54563.10145681          5.43          0.68        88.886       -21.086       233.292        68.912
   54563.10834428          3.86          0.32       276.364         8.410        48.284        98.412
   54563.11133609          3.18          1.17       112.321        19.916       213.382       109.897
   54563.11711418          3.22          1.58       144.973         5.658       182.829        95.614
   54563.17591512          5.89          0.23        99.817       -68.857       249.354        21.132
   54563.18487064          5.32          0.86       251.498       -20.676       100.747        69.303
   54563.18702056          5.82          0.56       350.500       -61.049         2.530        29.003
   54563.19078294          3.28          1.20         1.411        -1.303       352.995        88.747
   54563.19697940          3.61          0.75       198.424         1.466       158.209        91.413
   54563.19979505          3.27          0.82       350.995        -1.588         6.663        88.460
   54563.20223203          3.15          0.98       167.641        -3.204       190.889        86.744
   54563.22131897          5.52          0.61       339.927       -21.697        25.492        68.349
   54563.23714137          3.60          1.13        57.131        40.149       313.977       130.182
   54563.24714573          4.02          0.27       225.327        -0.988       149.415        88.969
   54563.24848181          5.66          0.20       246.284       -43.330       128.898        46.645
   54563.25425735          3.72          0.65        72.112        22.187       305.187       112.208
   54563.26112541          5.66          1.19       142.274       -39.788       237.546        50.171
   54563.27122568          3.29          1.35        88.618        71.862       294.674       161.874
   54563.27215362          3.46          1.21       279.929         8.359       103.853        98.359
   54563.27755792          5.69          1.02       244.022       -37.591       141.666        52.382
   54563.28027529          5.65          0.79       139.643       -46.793       247.100        43.168
   54563.29765152          5.04          0.48       145.080       -12.729       247.904        77.231
   54563.30336078          5.78          0.57       279.597       -37.822       115.404        52.181
   54563.30934409          3.08          1.51        37.369        56.626       359.804       146.670
   54563.30962060          3.36          0.69         6.196        22.142        31.110       112.189
   54563.31661784          4.80          1.09       239.158        -2.011       160.662        87.955
   54563.34209907          5.49          0.55         7.913       -19.985        41.117        70.063
   54563.34268869          5.64          0.59       215.780       -46.274       193.426        43.682
   54563.34308683          5.90          0.54       225.328       -82.309       183.802         7.654
   54563.36808045          3.94          0.47       209.113         6.712       209.287        96.664
   54563.37145404          3.10          1.75       161.747        80.239       257.720       170.199
   54563.37181913          3.50          0.95       137.731         1.949       282.018        91.917
   54563.38351209          3.05          1.35        93.550         5.726       330.420        95.729
   54563.38842711          3.29          1.85         5.546         3.590        60.207        93.635
   54563.39547763          3.16          1.45       232.392        10.774       195.903       100.736
   54563.39605472          3.26          1.20       108.320        23.929       320.160       113.922
   54563.40173447          4.32          0.46       224.825        -5.647       205.719        84.312
   54563.40457125          5.86          0.74       206.213       -33.720       225.347        56.234
   54563.40949734          5.51          0.48        29.919       -18.508        43.446        71.533
   54563.42624933          3.11          2.50       101.417        14.281       337.973       104.279
   54563.42748414          3.63          0.89       148.320         2.680       291.522        92.643
   54563.43710567          3.95          1.02       243.553        -5.243       199.760        84.729
   54563.45279764          5.81          0.79         0.197       -44.929        88.787        45.115
   54563.46306409          3.28          0.88       307.661         9.674       145.038        99.693
   54563.46348520          5.15          0.97       309.580       -13.753       143.256        76.269
   54563.49812144          3.35          0.84       183.655        26.585       281.683       116.540
   54563.50904916          5.55          0.96       308.801       -28.763       160.471        61.260
   54563.50977587          5.14          1.16       221.964        -8.415       247.581        81.547
   54563.51313310          3.24          0.78       329.899        -3.251       140.868        86.781
   54563.51869352          5.79          0.35        96.179       -54.874        16.656        35.122
   54563.52118181          6.08          0.30       183.024       -79.492       290.637        10.463
   54563.53298454          5.33          0.74       231.580       -18.296       246.337        71.672
   54563.53751127          4.03          1.01        13.314        16.363       106.255       106.404
   54563.53828936          3.42          0.46        48.189        29.227        71.647       119.258
   54563.53842463          3.83          0.80       172.616        -4.526       307.275        85.430
   54563.54373242          5.77          0.52       171.136       -44.381       310.680        45.574
   54563.54750477          4.39          0.43       203.399        -6.802       279.766        83.155
   54563.55610530          5.76          1.25       358.051       -54.210       128.226        35.832
   54563.57038152          5.52          0.32       313.583       -32.747       177.829        57.280
   54563.57047674          3.16          0.80       273.337        63.783       218.210       153.775
   54563.57982400          3.49          1.04       271.002        41.274       223.872       131.266
   54563.58165713          5.36          0.97       171.672       -20.845       323.828        69.112
   54563.58175618          3.10          1.10       122.432         3.163        13.102        93.142
   54563.58283870          5.82          0.48        65.711       -44.095        70.257        45.922
   54563.59794003          3.14          0.80       322.671        61.288       178.765       151.314
   54563.60292216          3.16          1.00         8.386        34.091       134.796       124.130
   54563.61254757          5.69          0.30       348.733       -53.597       157.912        36.444
   54563.61691527          3.61          0.71        13.172        36.055       135.058       126.094
   54563.63520480          5.05          0.41       158.427        -9.925       356.403        80.035
   54563.63709397          5.44          0.36       354.877       -23.157       160.639        66.883
   54563.64558951          5.29          1.18       171.657       -15.173       346.920        74.784
   54563.66945441          3.21          0.82       342.047         0.938       185.152        90.975
   54563.67653172          5.80          0.33        23.683       -54.848       146.098        35.188
   54563.68555179          3.79          0.33       329.045        54.443       203.997       144.474
   54563.71053063          3.39          2.14       324.787        23.164       217.250       113.195
   54563.72536358          3.71          1.09       152.734        10.549        34.636       100.509
   54563.73618372          5.91          0.49       217.232       -76.044       333.922        13.924
   54563.74175584          3.19          0.95       203.726        17.271       349.569       107.231
   54563.75163623          5.95          0.32       194.054       -67.060         2.765        22.898
   54563.75330861          3.11          1.00       216.067        18.758       341.401       108.722
   54563.77614387          5.72          0.36         8.124       -56.646       197.607        33.396
   54563.79672617          5.87          0.62        49.000       -37.920       164.171        52.104
   54563.79987347          3.29          0.98       229.182        -3.218       345.085        86.753
   54563.81647900          5.67          0.26       254.278       -44.372       325.943        45.620
   54563.81896959          3.10          0.61        75.998        78.903       144.958       168.915
   54563.82862244          3.51          0.43        61.186        27.219       163.449       117.238
   54563.84176971          4.84          1.10        46.204        -9.001       183.204        81.026
   54563.85785572          4.85          0.28        73.365       -10.438       161.851        79.570
   54563.86687663          3.38          0.60       270.695        11.872       327.774       101.873
   54563.86718947          5.64          0.63        47.974       -36.961       190.633        53.065
   54563.86724795          5.80          0.24       121.893       -68.373       116.794        21.594
   54563.87900704          3.69          0.85       116.758         0.635       126.081        90.608
   54563.88199774          5.62          1.17       111.305       -40.025       132.651        49.950
   54563.89691155          5.73          0.65       207.313       -50.292        41.952        39.666
   54563.91170455          5.73          0.47       126.404       -53.192       128.286        36.771
   54563.91640855          3.36          1.13       281.284         9.142       335.064        99.151
   54563.91699190          3.29          0.32       127.201        26.281       129.331       116.250
   54563.94008704          3.42          0.51        71.471        35.179       193.389       125.193
   54563.95098142          3.99          1.50        62.279        26.899       206.524       116.919
   54563.95672473          5.47          0.65       220.242       -19.407        50.636        70.555
   54563.96103124          3.30          1.02       215.673        40.477        56.797       130.436
   54563.98467479          3.39          0.98        83.741        70.976       197.104       160.983
   54563.98884890          5.64          0.28        99.101       -47.233       183.445        42.752
   54563.99349025          6.28          1.15       246.997       -56.235        37.092        33.749
   54564.00301976          5.51          0.46        37.528       -22.855       250.098        67.181
   54564.00518633          3.56          1.90       336.374         2.850       312.020        92.895
   54564.02206711          3.52          0.81       162.468        42.499       131.996       132.450
   54564.02265569          3.38          1.02       170.894         6.675       123.796        96.622
   54564.04633075          3.47          0.44       124.749        44.488       178.449       134.460
   54564.04880612          3.39          1.23       305.898        32.167       358.265       122.194
   54564.05598745          4.96          1.16        61.624        -8.825       245.114        81.197
   54564.06243685          5.57          0.83        62.336       -28.107       246.749        61.914
   54564.06681775          6.01          0.74       161.011       -60.770       149.649        29.177
   54564.07067194          5.69          1.16       219.304       -50.774        92.676        39.185
   54564.07730682          5.43          0.88        96.665       -26.628       217.786        63.363
   54564.08259735          3.86          1.59        18.573        45.092       297.752       135.140
   54564.08790925          3.42          0.41       168.653        13.899       149.590       103.846
   54564.09798875          5.82          1.19       129.631       -64.879       192.342        25.083
   54564.13160785          5.84          1.25       257.156       -60.554        76.774        29.435
   54564.13403045          2.80          0.70       346.333         9.896       348.574        99.943
   54564.15282594          5.84          0.45       328.239       -45.324        13.420        44.720
   54564.16747699          5.57          0.59        94.554       -33.774       252.456        56.221
   54564.17466949          5.72          0.46        40.311       -44.217       309.296        45.823
   54564.17481163          5.76          0.47        83.737       -39.727       265.930        50.278
   54564.17552416          3.54          0.44       221.659        45.557       128.245       135.513
   54564.18283022          3.60          0.47       154.290        42.600       198.197       132.555
   54564.19043461          3.15          0.85       172.601         3.422       182.654        93.369
   54564.19454427          5.62          0.84       209.150       -42.688       147.568        47.263
   54564.22106569          3.32          0.96       335.160         5.052        31.165        95.094
   54564.24476249          3.29          0.59       186.833        14.018       188.034       103.965
   54564.27611876          4.73          1.14       142.394        -8.695       243.800        81.267
   54564.27655906          4.58          0.33        61.343        -7.426       325.017        82.601
   54564.28058983          5.09          0.81        71.344       -13.341       316.475        76.679
   54564.28100153          3.18          0.78        19.504        70.818         8.437       160.866
   54564.28177428          4.86          1.12       312.110        -9.844        76.118        80.183
   54564.33310535          5.60          0.45       220.422       -39.143       186.314        50.814
   54564.33857626          5.81          1.03       175.060       -71.356       233.698        18.594
   54564.35197199          3.35          0.61        42.554        36.609        11.006       126.649
   54564.37335800          4.63          0.56        52.601        -7.108         8.702        82.925
   54564.38297552          5.71          0.26       145.301       -40.838       279.489        49.123
   54564.39591877          5.69          1.17        15.138       -55.317        54.316        34.729
   54564.40920870          5.48          0.51       322.528       -27.415       111.693        62.617
   54564.42020411          3.39          0.74       117.067         7.429       321.132        97.414
   54564.44603282          3.33          0.94        82.995        10.985         4.527       100.997
   54564.44978184          3.47          0.66       117.779        41.682       331.064       131.669
   54564.45380105          5.45          0.97        15.896       -26.481        74.445        63.562
   54564.45381347          5.80          1.19        28.568       -47.779        61.793        42.261
   54564.45779688          4.50          1.02       244.082        -7.583       207.685        82.389
   54564.46562471          5.46          0.80        79.568       -24.253        15.055        65.758
   54564.46585068          5.47          0.81        51.460       -23.950        43.240        66.080
   54564.47887291          3.21          0.35        80.097        40.753        19.253       130.769
   54564.48401463          5.72          0.53       151.991       -52.251       309.276        37.709
   54564.49830498          5.27          1.23       150.620       -13.663       315.781        76.299
   54564.50826553          5.79          0.42        39.558       -72.964        70.526        17.071
   54564.52513558          3.16          0.74       145.279         6.317       330.798        96.284
   54564.57840422          3.16          0.93       108.357        25.389        26.936       115.380
   54564.58158645          3.65          2.05        33.956        46.305       102.491       136.341
   54564.60156343          5.54          0.56       191.468       -17.517       312.198        72.440
   54564.60297833          5.29          1.25       247.112       -10.847       257.061        79.133
   54564.60572394          5.60          0.96        85.955       -40.737        59.258        49.265
   54564.61143814          3.29          1.90       128.047        36.590        19.163       126.568
   54564.63439550          5.79          0.35       312.576       -64.011       202.888        26.019
   54564.64085391          5.94          1.14       182.823       -52.495       335.024        37.461
   54564.64196465          3.43          0.55        12.555        47.004       145.701       137.043
   54564.65063770          5.67          1.18       260.037       -47.477       261.302        42.516
   54564.65655175          3.21          0.45       354.703        -2.072       168.824        87.967
   54564.66223000          3.81          1.04        12.719        -3.622       152.859        86.416
   54564.68612978          4.81          1.19        61.668        -8.099       112.541        81.918
   54564.69286207          5.84          0.96       289.433       -50.595       247.149        39.422
   54564.69379101          3.09          1.41        88.747        21.291        88.204       111.292
   54564.69572791          3.26          0.64       182.519         9.363       355.140        99.320
   54564.69735120          5.82          0.64       259.000       -55.554       279.186        34.441
   54564.70387172          5.59          0.71       108.103       -33.505        72.528        56.477
   54564.71144716          5.64          0.72       169.603       -23.343        13.734        66.613
   54564.71282650          4.81          0.83       264.795        -8.359       279.034        81.637
   54564.71887432          5.72          0.34        19.802       -32.670       166.234        57.368
   54564.73015014          3.20          1.05       234.890        17.259       315.207       107.233
   54564.73046596          3.72          0.68       201.679        51.369       348.539       141.328
   54564.73254231          4.12          0.48       127.115        -5.020        63.841        84.951
   54564.75377311          5.81          0.72        40.168       -49.479       158.492        40.550
   54564.77214234          5.76          1.06       354.718       -55.023       210.537        35.021
   54564.79687603          4.76          1.17       314.930        -9.558       259.245        80.474
   54564.81052779          5.70          0.45       114.900       -52.106       104.256        37.867
   54564.85139684          3.29          1.00        17.790        30.325       216.065       120.366
   54564.85603964          3.64          1.11        80.234        20.662       155.286       110.666
   54564.88331281          4.52          0.32       197.550         6.692        47.827        96.645
   54564.89355684          5.42          0.87       161.565       -19.383        87.513        70.568
   54564.89356168          5.41          0.33       101.845       -25.069       147.258        64.914
   54564.89572588          5.34          0.85       359.491       -17.289       250.376        72.757
   54564.90671017          3.46          0.80       325.221        10.015       288.612       100.054
   54564.91422156          5.48          0.88       300.272       -27.007       316.246        63.020
   54564.92121236          5.88          0.95       188.542       -52.006        70.498        37.945
   54564.92682800          3.03          1.18       241.176        70.389        20.025       160.364
   54564.93553112          5.73          0.35       240.978       -29.996        23.222        59.983
   54564.93564133          5.74          0.34       158.575       -51.116       105.707        38.833
   54564.93765277          3.37          1.71       248.939        10.301        16.062       100.284
   54564.96558728          5.50          1.03       172.172       -27.323       102.905        62.624
   54564.97258049          5.78          0.32       149.966       -25.642       127.645        64.310
   54564.97338569          5.82          0.34       147.030       -69.897       130.925        20.054
   54565.00317399          5.78          0.52        34.491       -70.957       254.260        19.082
   54565.00595520          5.56          1.27        62.920       -25.928       226.759        64.091
   54565.01991506          5.68          0.75       315.969       -40.182       338.696        49.857
   54565.02831743          5.67          0.86       350.023       -41.512       307.700        48.539
   54565.03468501          3.12          0.80       259.147        65.137        40.980       155.123
   54565.03794618          4.15          0.80        82.159        -4.895       219.049        85.109
   54565.03872600          4.95          0.73        39.118       -11.356       262.376        78.681
   54565.04575912          4.76          0.46       334.025         7.114       330.003        97.159
   54565.04588257          3.41          1.73       216.980        21.793        87.093       111.749
   54565.04798274          4.61          0.86       303.110        14.145         1.726       104.171
   54565.06928637          4.93          0.55       352.498       -10.766       320.020        79.284
   54565.08383856          5.56          0.74        37.589       -36.637       280.208        53.402
   54565.14727071          3.28          0.54       168.247        11.073       172.410       101.021
   54565.15631628          5.80          0.99       224.502       -57.111       119.366        32.850
   54565.15671063          4.24          0.56       206.113        12.758       137.959       102.707
   54565.17071428          3.73          0.90        36.356         2.239       312.776        92.281
   54565.17386631          3.44          0.91         8.348        16.064       341.922       106.114
   54565.18149527          6.28          0.20       111.836       -79.747       241.460        10.232
   54565.18312117          6.12          1.12        92.625       -87.823       262.403         2.174
   54565.18908925          5.29          0.60        80.537       -17.952       275.243        72.058
   54565.19561418          3.24          0.53        20.773        25.966       337.342       116.014
   54565.20041352          5.44          1.09       263.954       -25.821        95.867        64.169
   54565.21626443          5.80          0.54       300.902       -68.285        64.554        21.742
   54565.22020110          4.49          0.95       334.825        17.624        32.180       107.665
   54565.25106302          4.92          0.53        69.753       -10.285       308.392        79.735
   54565.25235285          5.86          0.54        30.366       -59.959       348.277        30.086
   54565.25346569          5.05          0.50       149.350       -13.179       229.654        76.777
   54565.26874670          5.32          1.10       299.996       -19.638        84.504        70.382
   54565.28543957          4.76          0.87       271.832        -9.601       118.700        80.393
   54565.28991682          5.66          0.53       304.215       -33.728        87.914        56.295
   54565.29371074          3.81          0.84       159.059        -1.021       234.465        88.933
   54565.36238171          4.10          0.90       296.759        -0.907       121.558        89.105
   54565.38331767          3.30          0.63       278.521         2.033       147.354        92.030
   54565.39606715          5.52          0.86         1.718       -32.394        68.761        57.652
   54565.39803736          4.75          0.91       170.054        -7.141       261.132        82.812
   54565.39832771          5.76          0.26        98.436       -39.515       332.897        50.480
   54565.41787843          3.73          0.47       346.301        -3.857        92.053        86.183
   54565.42031505          3.46          1.14       165.373         6.832       273.851        96.788
   54565.45659005          5.75          0.37       290.658       -65.386       161.571        24.627
   54565.45808375          5.79          0.94       263.817       -46.338       188.999        43.652
   54565.48336804          5.28          0.52       196.125       -17.205       265.859        72.749
   54565.48844686          5.65          0.65        40.486       -13.655        63.350        76.380
   54565.50448138          6.01          0.22         1.092       -49.414       108.523        40.629
   54565.51541245          5.22          1.05       343.300       -17.510       130.258        72.528
   54565.52666207          3.30          1.10        43.407        48.087        74.192       138.121
   54565.53809150          2.89          1.61       347.236        58.831       134.542       148.868
   54565.56194111          5.07          0.99       211.515       -11.485       278.831        78.476
   54565.56394104          5.43          1.09        73.854       -19.398        57.240        70.615
   54565.57798347          5.08          0.78       359.477       -11.117       136.673        78.922
   54565.60045602          3.21          0.75       195.623        18.829       308.633       108.786
   54565.64603958          4.70          1.63       342.746        14.586       177.975       104.622
   54565.66030896          3.09          0.65         9.184        35.280       156.682       125.319
   54565.66255575          3.66          1.14       281.843        13.153       244.842       103.157
   54565.69953935          4.60          0.53       221.344        -7.937       318.673        82.030
   54565.70887902          4.11          0.97       248.164        -3.234       295.227        86.749
   54565.71480566          5.40          0.79       132.374       -13.621        53.169        76.346
   54565.72722838          5.43          1.11        74.980       -26.608       115.066        63.398
   54565.74175230          3.16          0.68       229.900        21.125       325.373       111.096
   54565.74316674          4.39          0.41       270.690        24.644       285.103       114.642
   54565.75301066          3.35          1.10         4.166        49.079       195.164       139.119
   54565.75436840          5.63          0.70        69.400       -24.965       130.442        65.045
   54565.75582992          5.20          0.40       353.099       -16.787       207.251        73.255
   54565.77264000          3.04          0.60       242.718        18.556       323.705       108.535
   54565.79279692          3.16          0.80        28.251        -1.134       185.445        88.902
   54565.80530411          3.23          1.39       322.917        59.745       255.336       149.778
   54565.81567273          5.90          0.29       210.668       -69.790        11.196        20.173
   54565.82104115          5.48          0.62       232.292       -24.007       351.572        65.967
   54565.84597487          5.94          0.47       280.248       -58.013       312.566        32.002
   54565.85934954          5.36          0.71       197.982       -15.492        39.723        74.463
   54565.86944322          4.94          1.23       169.989        -9.353        71.366        80.598
   54565.87533999          5.16          0.75       181.962       -15.965        61.519        73.985
   54565.87968561          3.82          1.17       208.243        55.958        36.841       145.916
   54565.88638870          3.13          0.85        85.796         1.998       161.680        91.997
   54565.90799596          5.81          1.19       199.685       -42.384        55.566        47.570
   54565.94378201          3.73          0.74        61.607         8.798       206.584        98.817
   54565.94492072          3.19          0.41        88.584        37.677       179.986       127.677
   54565.95854499          5.69          0.44       318.578       -27.754       314.932        62.285
   54565.96006034          5.62          1.16       281.949       -35.418       352.086        54.597
   54565.97401522          5.49          0.33       298.093       -16.990       341.002        73.035
   54565.97566800          4.82          0.69       194.882        -8.778        84.815        81.172
   54565.98037444          5.39          1.14        23.616       -21.081       257.802        68.962
   54566.00457141          6.12          0.64       266.026       -46.167        24.056        43.833
   54566.01386192          5.79          0.58       124.363       -26.250       169.148        63.716
   54566.02973387          3.10          1.24       183.475        38.235       115.743       128.183
   54566.03222044          3.09          1.52       246.419        69.158        53.815       159.134
   54566.05015583          4.10          0.52       278.877        -5.834        27.710        84.173
   54566.05381001          4.90          1.20        92.139        -4.650       215.780        85.346
   54566.05883988          3.72          1.15       352.227        10.795       317.508       100.844
   54566.08325581          4.88          1.03       185.261        -8.551       133.275        81.394
   54566.10786942          5.12          0.29       340.746       -10.535       346.682        79.513
   54566.11144045          3.58          0.35       140.998         4.872       187.713        94.831
   54566.12527900          6.11          0.50       327.950       -52.142         5.729        37.903
   54566.13165995          5.95          0.86       117.429       -84.370       219.068         5.603
   54566.14685063          5.79          0.24       180.884       -67.684       160.607        22.261
   54566.14995412          6.07          0.34       333.507       -39.259         9.096        50.787
   54566.15620016          3.46          1.05       152.181        32.792       192.671       122.747
   54566.16314009          3.40          0.36        34.128        72.210       313.185       162.256
   54566.17031037          5.92          0.61       202.782       -84.108       146.969         5.842
   54566.18319245          3.93          0.42       174.537        -3.894       180.077        86.052
   54566.19128823          3.86          0.94       217.057        -3.633       140.476        86.321
   54566.19672356          2.95          1.07       179.299        68.761       180.176       158.710
   54566.25137963          5.18          1.22         8.905       -12.661        10.333        77.388
   54566.29440977          5.72          0.55       136.139       -29.035       258.646        60.930
   54566.31049038          3.37          1.09       130.823        25.317       269.726       115.290
   54566.33145119          3.62          0.36       237.238        12.535       170.903       102.500
   54566.34178413          5.54          0.55       355.231       -32.729        56.635        57.318
   54566.34945453          3.17          0.62        87.627        29.481       326.985       119.491
   54566.35651536          5.53          0.52       229.674       -28.113       187.489        61.850
   54566.35893434          3.32          0.93       256.825        30.832       161.257       120.810
   54566.38607953          5.21          0.84       211.938       -15.553       215.909        74.401
   54566.39126557          5.61          0.50        91.603       -42.730       338.171        47.271
   54566.39820757          3.41          0.97       274.545         3.748       157.691        93.742
   54566.40864715          3.26          1.55         5.074         6.417        70.935        96.461
   54566.46022295          3.13          0.67       312.793        77.595       142.006       167.615
   54566.46548466          5.51          1.25       239.760       -32.210       216.735        57.762
   54566.48290324          5.52          0.97       274.119       -31.301       188.662        58.697
   54566.48957255          4.88          1.12        14.966        -7.200        90.257        82.841
   54566.49330052          5.64          0.94       124.172       -37.815       342.420        52.161
   54566.50855584          5.92          0.58        98.854       -64.804        13.310        25.190
   54566.51172317          3.05          0.38        76.486        60.098        36.663       150.116
   54566.51178412          3.38          0.59       223.953        15.882       249.284       105.845
   54566.53407947          3.42          1.12       261.556         9.627       219.732        99.613
   54566.54597812          3.31          0.74       128.187        -1.881       357.391        88.095
   54566.55335410          3.41          0.46       111.989        31.253        16.227       121.242
   54566.56068409          5.58          0.71       332.218       -30.827       158.659        59.209
   54566.56404269          3.31          0.96       334.253        -2.645       157.849        87.389
   54566.56527837          3.66          0.43        71.591        62.645        60.887       152.664
   54566.56853609          2.93          1.06        63.812        13.128        69.905       103.149
   54566.56982995          3.11          0.48       181.885        51.179       312.292       141.138
   54566.57011347          3.10          1.52       296.046         9.328       198.252        99.340
   54566.58656640          3.18          0.61        54.251        58.460        85.936       148.488
   54566.58960462          5.15          1.15        67.373       -15.329        73.967        74.687
   54566.59960966          5.76          1.04       347.497       -38.859       157.438        51.181
   54566.62080108          3.75          0.79       107.196         4.866        45.389        94.855
   54566.64539725          3.03          0.65       198.579        53.850       322.896       143.809
   54566.66993269          5.84          0.53       127.191       -64.701        43.201        25.269
   54566.67790091          5.24          0.69       193.709       -15.416       339.483        74.542
   54566.70631039          4.77          0.73       322.287        -9.194       221.168        80.838
   54566.70915899          5.33          0.28        42.493       -21.806       142.008        68.222
   54566.71523492          3.33          1.69        18.684         3.505       167.998        93.543
   54566.73224807          5.56          0.79       315.644       -25.112       237.164        64.920
   54566.73367513          4.58          0.60       177.317        -7.975        16.012        81.980
   54566.73574975          3.00          1.05       200.030        46.391       354.062       136.350
   54566.74325266          4.69          0.44       262.375        -8.110       294.407        81.885
   54566.75437302          3.49          1.98        26.330        39.287       174.465       129.324
   54566.77650266          3.02          0.73       202.382        64.083         6.440       154.043
