#  log10(E_nu/GeV)_min  log10(E_nu/GeV)_max  Dec_nu_min[deg]  Dec_nu_max[deg]   A_Eff[cm^2]
             6.60          6.80        -66.93        -61.64    1772250.79
             6.80          7.00        -66.93        -61.64    2302015.09
             7.00          7.20        -66.93        -61.64    2757240.11
             7.20          7.40        -66.93        -61.64    3472705.79
             7.40          7.60        -66.93        -61.64    4077937.05
             7.60          7.80        -66.93        -61.64    4966030.98
             7.80          8.00        -66.93        -61.64    5673940.03
             8.00          8.20        -66.93        -61.64    6750991.03
             8.20          8.40        -66.93        -61.64    7990878.62
             8.40          8.60        -66.93        -61.64    9089853.07
             8.60          8.80        -66.93        -61.64   10662106.16
             8.80          9.00        -66.93        -61.64   12786989.79
             9.00          9.20        -66.93        -61.64          0.00
             9.20          9.40        -66.93        -61.64          0.00
             9.40          9.60        -66.93        -61.64          0.00
             9.60          9.80        -66.93        -61.64          0.00
             9.80         10.00        -66.93        -61.64          0.00
             2.00          2.20        -61.64        -57.14          0.00
             2.20          2.40        -61.64        -57.14          0.00
             2.40          2.60        -61.64        -57.14          0.00
             2.60          2.80        -61.64        -57.14          0.00
             2.80          3.00        -61.64        -57.14          0.00
             3.00          3.20        -61.64        -57.14          0.00
             3.20          3.40        -61.64        -57.14          0.00
             3.40          3.60        -61.64        -57.14          0.00
             3.60          3.80        -61.64        -57.14          0.00
             3.80          4.00        -61.64        -57.14          0.00
             4.00          4.20        -61.64        -57.14          0.00
             4.20          4.40        -61.64        -57.14        231.28
             4.40          4.60        -61.64        -57.14        473.89
             4.60          4.80        -61.64        -57.14       1075.43
             4.80          5.00        -61.64        -57.14       1680.27
             5.00          5.20        -61.64        -57.14       5486.65
             5.20          5.40        -61.64        -57.14      18330.00
             5.40          5.60        -61.64        -57.14      64234.35
             5.60          5.80        -61.64        -57.14     182491.28
             5.80          6.00        -61.64        -57.14     442966.91
             6.00          6.20        -61.64        -57.14     686195.95
             6.20          6.40        -61.64        -57.14    1072547.29
             6.40          6.60        -61.64        -57.14    1498294.88
             6.60          6.80        -61.64        -57.14    1886800.00
             6.80          7.00        -61.64        -57.14    2409447.21
             7.00          7.20        -61.64        -57.14    2997852.03
             7.20          7.40        -61.64        -57.14    3797056.32
             7.40          7.60        -61.64        -57.14    4318253.76
             7.60          7.80        -61.64        -57.14    5125398.87
             7.80          8.00        -61.64        -57.14    6124114.47
             8.00          8.20        -61.64        -57.14    7034730.00
             8.20          8.40        -61.64        -57.14    8241017.65
             8.40          8.60        -61.64        -57.14    9617587.97
             8.60          8.80        -61.64        -57.14   11167894.91
             8.80          9.00        -61.64        -57.14   12831108.20
             9.00          9.20        -61.64        -57.14          0.00
             9.20          9.40        -61.64        -57.14          0.00
             9.40          9.60        -61.64        -57.14          0.00
             9.60          9.80        -61.64        -57.14          0.00
             9.80         10.00        -61.64        -57.14          0.00
             2.00          2.20        -57.14        -53.13          0.00
             2.20          2.40        -57.14        -53.13          0.00
             2.40          2.60        -57.14        -53.13          0.00
             2.60          2.80        -57.14        -53.13          0.00
             2.80          3.00        -57.14        -53.13          0.00
             3.00          3.20        -57.14        -53.13          0.00
             3.20          3.40        -57.14        -53.13          0.00
             3.40          3.60        -57.14        -53.13          0.00
             3.60          3.80        -57.14        -53.13          0.00
             3.80          4.00        -57.14        -53.13          0.00
             4.00          4.20        -57.14        -53.13         35.46
             4.20          4.40        -57.14        -53.13         61.94
             4.40          4.60        -57.14        -53.13        144.10
             4.60          4.80        -57.14        -53.13        878.17
             4.80          5.00        -57.14        -53.13       2011.83
             5.00          5.20        -57.14        -53.13       6053.26
             5.20          5.40        -57.14        -53.13      17438.07
             5.40          5.60        -57.14        -53.13      65430.25
             5.60          5.80        -57.14        -53.13     192330.90
             5.80          6.00        -57.14        -53.13     436118.35
             6.00          6.20        -57.14        -53.13     782771.74
             6.20          6.40        -57.14        -53.13    1150330.79
             6.40          6.60        -57.14        -53.13    1556387.42
             6.60          6.80        -57.14        -53.13    2060415.04
             6.80          7.00        -57.14        -53.13    2645673.85
             7.00          7.20        -57.14        -53.13    3134611.02
             7.20          7.40        -57.14        -53.13    3900187.16
             7.40          7.60        -57.14        -53.13    4725135.48
             7.60          7.80        -57.14        -53.13    5359734.62
             7.80          8.00        -57.14        -53.13    6594027.81
             8.00          8.20        -57.14        -53.13    7472313.82
             8.20          8.40        -57.14        -53.13    9022095.48
             8.40          8.60        -57.14        -53.13   10283686.17
             8.60          8.80        -57.14        -53.13   11621321.19
             8.80          9.00        -57.14        -53.13   13969582.34
             9.00          9.20        -57.14        -53.13          0.00
             9.20          9.40        -57.14        -53.13          0.00
             9.40          9.60        -57.14        -53.13          0.00
             9.60          9.80        -57.14        -53.13          0.00
             9.80         10.00        -57.14        -53.13          0.00
             2.00          2.20        -53.13        -49.46          0.00
             2.20          2.40        -53.13        -49.46          0.00
             2.40          2.60        -53.13        -49.46          0.00
             2.60          2.80        -53.13        -49.46          0.00
             2.80          3.00        -53.13        -49.46          0.00
             3.00          3.20        -53.13        -49.46          0.00
             3.20          3.40        -53.13        -49.46          0.00
             3.40          3.60        -53.13        -49.46          0.00
             3.60          3.80        -53.13        -49.46          0.00
             3.80          4.00        -53.13        -49.46          0.00
             4.00          4.20        -53.13        -49.46          0.00
             4.20          4.40        -53.13        -49.46         66.15
             4.40          4.60        -53.13        -49.46        250.90
             4.60          4.80        -53.13        -49.46       1628.66
             4.80          5.00        -53.13        -49.46       2211.12
             5.00          5.20        -53.13        -49.46       4124.19
             5.20          5.40        -53.13        -49.46      19248.30
             5.40          5.60        -53.13        -49.46      69816.39
             5.60          5.80        -53.13        -49.46     211097.04
             5.80          6.00        -53.13        -49.46     447150.15
             6.00          6.20        -53.13        -49.46     808186.69
             6.20          6.40        -53.13        -49.46    1144320.19
             6.40          6.60        -53.13        -49.46    1617003.91
             6.60          6.80        -53.13        -49.46    2126824.82
             6.80          7.00        -53.13        -49.46    2730266.97
             7.00          7.20        -53.13        -49.46    3381569.24
             7.20          7.40        -53.13        -49.46    4009717.40
             7.40          7.60        -53.13        -49.46    4968624.88
             7.60          7.80        -53.13        -49.46    6014979.24
             7.80          8.00        -53.13        -49.46    6819749.83
             8.00          8.20        -53.13        -49.46    8230765.65
             8.20          8.40        -53.13        -49.46    9433790.72
             8.40          8.60        -53.13        -49.46   10811265.79
             8.60          8.80        -53.13        -49.46   12359155.18
             8.80          9.00        -53.13        -49.46   14419902.73
             9.00          9.20        -53.13        -49.46          0.00
             9.20          9.40        -53.13        -49.46          0.00
             9.40          9.60        -53.13        -49.46          0.00
             9.60          9.80        -53.13        -49.46          0.00
             9.80         10.00        -53.13        -49.46          0.00
             2.00          2.20        -49.46        -46.05          0.00
             2.20          2.40        -49.46        -46.05          0.00
             2.40          2.60        -49.46        -46.05          0.00
             2.60          2.80        -49.46        -46.05          0.00
             2.80          3.00        -49.46        -46.05          0.00
             3.00          3.20        -49.46        -46.05          0.00
             3.20          3.40        -49.46        -46.05          0.00
             3.40          3.60        -49.46        -46.05          0.00
             3.60          3.80        -49.46        -46.05          0.00
             3.80          4.00        -49.46        -46.05          0.00
             4.00          4.20        -49.46        -46.05          0.00
             4.20          4.40        -49.46        -46.05        185.14
             4.40          4.60        -49.46        -46.05        264.16
             4.60          4.80        -49.46        -46.05        788.17
             4.80          5.00        -49.46        -46.05       2169.95
             5.00          5.20        -49.46        -46.05       5435.13
             5.20          5.40        -49.46        -46.05      17169.87
             5.40          5.60        -49.46        -46.05      70468.26
             5.60          5.80        -49.46        -46.05     211977.74
             5.80          6.00        -49.46        -46.05     481926.39
             6.00          6.20        -49.46        -46.05     819285.56
             6.20          6.40        -49.46        -46.05    1211546.55
             6.40          6.60        -49.46        -46.05    1736413.26
             6.60          6.80        -49.46        -46.05    2237327.02
             6.80          7.00        -49.46        -46.05    2795702.44
             7.00          7.20        -49.46        -46.05    3549404.04
             7.20          7.40        -49.46        -46.05    4341602.71
             7.40          7.60        -49.46        -46.05    5312679.71
             7.60          7.80        -49.46        -46.05    6265658.34
             7.80          8.00        -49.46        -46.05    7495569.85
             8.00          8.20        -49.46        -46.05    8858695.34
             8.20          8.40        -49.46        -46.05   10495835.82
             8.40          8.60        -49.46        -46.05   11578466.43
             8.60          8.80        -49.46        -46.05   13776681.59
             8.80          9.00        -49.46        -46.05   15963684.40
             9.00          9.20        -49.46        -46.05          0.00
             9.20          9.40        -49.46        -46.05          0.00
             9.40          9.60        -49.46        -46.05          0.00
             9.60          9.80        -49.46        -46.05          0.00
             9.80         10.00        -49.46        -46.05          0.00
             2.00          2.20        -46.05        -42.84          0.00
             2.20          2.40        -46.05        -42.84          0.00
             2.40          2.60        -46.05        -42.84          0.00
             2.60          2.80        -46.05        -42.84          0.00
             2.80          3.00        -46.05        -42.84          0.00
             3.00          3.20        -46.05        -42.84          0.00
             3.20          3.40        -46.05        -42.84          0.00
             3.40          3.60        -46.05        -42.84          0.00
             3.60          3.80        -46.05        -42.84          0.00
             3.80          4.00        -46.05        -42.84          0.00
             4.00          4.20        -46.05        -42.84          0.00
             4.20          4.40        -46.05        -42.84          0.00
             4.40          4.60        -46.05        -42.84        134.17
             4.60          4.80        -46.05        -42.84       1027.62
             4.80          5.00        -46.05        -42.84       1965.68
             5.00          5.20        -46.05        -42.84       5507.06
             5.20          5.40        -46.05        -42.84      22240.30
             5.40          5.60        -46.05        -42.84      85697.05
             5.60          5.80        -46.05        -42.84     241706.54
             5.80          6.00        -46.05        -42.84     521667.99
             6.00          6.20        -46.05        -42.84     906322.34
             6.20          6.40        -46.05        -42.84    1318053.79
             6.40          6.60        -46.05        -42.84    1855776.77
             6.60          6.80        -46.05        -42.84    2356640.04
             6.80          7.00        -46.05        -42.84    3019082.15
             7.00          7.20        -46.05        -42.84    3802317.55
             7.20          7.40        -46.05        -42.84    4656025.84
             7.40          7.60        -46.05        -42.84    5593765.57
             7.60          7.80        -46.05        -42.84    6749269.13
             7.80          8.00        -46.05        -42.84    8141472.11
             8.00          8.20        -46.05        -42.84    9436183.87
             8.20          8.40        -46.05        -42.84   10702593.72
             8.40          8.60        -46.05        -42.84   13034467.93
             8.60          8.80        -46.05        -42.84   14707995.21
             8.80          9.00        -46.05        -42.84   16951325.05
             9.00          9.20        -46.05        -42.84          0.00
             9.20          9.40        -46.05        -42.84          0.00
             9.40          9.60        -46.05        -42.84          0.00
             9.60          9.80        -46.05        -42.84          0.00
             9.80         10.00        -46.05        -42.84          0.00
             2.00          2.20        -42.84        -39.79          0.00
             2.20          2.40        -42.84        -39.79          0.00
             2.40          2.60        -42.84        -39.79          0.00
             2.60          2.80        -42.84        -39.79          0.00
             2.80          3.00        -42.84        -39.79          0.00
             3.00          3.20        -42.84        -39.79          0.00
             3.20          3.40        -42.84        -39.79          0.00
             3.40          3.60        -42.84        -39.79          0.00
             3.60          3.80        -42.84        -39.79          0.00
             3.80          4.00        -42.84        -39.79          0.00
             4.00          4.20        -42.84        -39.79          0.00
             4.20          4.40        -42.84        -39.79        188.39
             4.40          4.60        -42.84        -39.79        371.75
             4.60          4.80        -42.84        -39.79        841.12
             4.80          5.00        -42.84        -39.79       3401.12
             5.00          5.20        -42.84        -39.79       8093.63
             5.20          5.40        -42.84        -39.79      26628.22
             5.40          5.60        -42.84        -39.79     103187.16
             5.60          5.80        -42.84        -39.79     258803.92
             5.80          6.00        -42.84        -39.79     556081.20
             6.00          6.20        -42.84        -39.79     947867.47
             6.20          6.40        -42.84        -39.79    1436468.79
             6.40          6.60        -42.84        -39.79    2023038.02
             6.60          6.80        -42.84        -39.79    2620754.49
             6.80          7.00        -42.84        -39.79    3348537.31
             7.00          7.20        -42.84        -39.79    4066118.13
             7.20          7.40        -42.84        -39.79    5112845.43
             7.40          7.60        -42.84        -39.79    5840339.51
             7.60          7.80        -42.84        -39.79    7096356.70
             7.80          8.00        -42.84        -39.79    8731137.31
             8.00          8.20        -42.84        -39.79   10193015.96
             8.20          8.40        -42.84        -39.79   11884113.46
             8.40          8.60        -42.84        -39.79   14107693.68
             8.60          8.80        -42.84        -39.79   16787441.07
             8.80          9.00        -42.84        -39.79   19262259.16
             9.00          9.20        -42.84        -39.79          0.00
             9.20          9.40        -42.84        -39.79          0.00
             9.40          9.60        -42.84        -39.79          0.00
             9.60          9.80        -42.84        -39.79          0.00
             9.80         10.00        -42.84        -39.79          0.00
             2.00          2.20        -39.79        -36.87          0.00
             2.20          2.40        -39.79        -36.87          0.00
             2.40          2.60        -39.79        -36.87          0.00
             2.60          2.80        -39.79        -36.87          0.00
             2.80          3.00        -39.79        -36.87          0.00
             3.00          3.20        -39.79        -36.87          0.00
             3.20          3.40        -39.79        -36.87          0.00
             3.40          3.60        -39.79        -36.87          0.00
             3.60          3.80        -39.79        -36.87          0.00
             3.80          4.00        -39.79        -36.87          0.00
             4.00          4.20        -39.79        -36.87         24.08
             4.20          4.40        -39.79        -36.87         55.28
             4.40          4.60        -39.79        -36.87        435.37
             4.60          4.80        -39.79        -36.87        716.09
             4.80          5.00        -39.79        -36.87       3488.47
             5.00          5.20        -39.79        -36.87       9413.70
             5.20          5.40        -39.79        -36.87      35541.88
             5.40          5.60        -39.79        -36.87     107642.08
             5.60          5.80        -39.79        -36.87     299302.49
             5.80          6.00        -39.79        -36.87     625780.35
             6.00          6.20        -39.79        -36.87     992657.53
             6.20          6.40        -39.79        -36.87    1585220.12
             6.40          6.60        -39.79        -36.87    2158552.65
             6.60          6.80        -39.79        -36.87    2779204.25
             6.80          7.00        -39.79        -36.87    3458290.47
             7.00          7.20        -39.79        -36.87    4479728.06
             7.20          7.40        -39.79        -36.87    5285244.60
             7.40          7.60        -39.79        -36.87    6619973.94
             7.60          7.80        -39.79        -36.87    7675868.32
             7.80          8.00        -39.79        -36.87    9286373.64
             8.00          8.20        -39.79        -36.87   11049707.58
             8.20          8.40        -39.79        -36.87   13134069.03
             8.40          8.60        -39.79        -36.87   14991611.18
             8.60          8.80        -39.79        -36.87   18078846.61
             8.80          9.00        -39.79        -36.87   20616214.57
             9.00          9.20        -39.79        -36.87          0.00
             9.20          9.40        -39.79        -36.87          0.00
             9.40          9.60        -39.79        -36.87          0.00
             9.60          9.80        -39.79        -36.87          0.00
             9.80         10.00        -39.79        -36.87          0.00
             2.00          2.20        -36.87        -34.06          0.00
             2.20          2.40        -36.87        -34.06          0.00
             2.40          2.60        -36.87        -34.06          0.00
             2.60          2.80        -36.87        -34.06          0.00
             2.80          3.00        -36.87        -34.06          0.00
             3.00          3.20        -36.87        -34.06          0.00
             3.20          3.40        -36.87        -34.06          0.00
             3.40          3.60        -36.87        -34.06          0.00
             3.60          3.80        -36.87        -34.06          0.00
             3.80          4.00        -36.87        -34.06          0.00
             4.00          4.20        -36.87        -34.06         40.07
             4.20          4.40        -36.87        -34.06        193.40
             4.40          4.60        -36.87        -34.06        360.97
             4.60          4.80        -36.87        -34.06       1390.08
             4.80          5.00        -36.87        -34.06       3494.66
             5.00          5.20        -36.87        -34.06      10412.56
             5.20          5.40        -36.87        -34.06      37964.56
             5.40          5.60        -36.87        -34.06     136429.51
             5.60          5.80        -36.87        -34.06     346118.80
             5.80          6.00        -36.87        -34.06     704395.69
             6.00          6.20        -36.87        -34.06    1125671.67
             6.20          6.40        -36.87        -34.06    1645104.44
             6.40          6.60        -36.87        -34.06    2257144.20
             6.60          6.80        -36.87        -34.06    3003652.44
             6.80          7.00        -36.87        -34.06    3588654.41
             7.00          7.20        -36.87        -34.06    4660046.76
             7.20          7.40        -36.87        -34.06    5669314.07
             7.40          7.60        -36.87        -34.06    6968573.02
             7.60          7.80        -36.87        -34.06    8322017.20
             7.80          8.00        -36.87        -34.06   10050997.04
             8.00          8.20        -36.87        -34.06   12049491.83
             8.20          8.40        -36.87        -34.06   13563363.26
             8.40          8.60        -36.87        -34.06   16399364.32
             8.60          8.80        -36.87        -34.06   19575581.92
             8.80          9.00        -36.87        -34.06   22086341.10
             9.00          9.20        -36.87        -34.06          0.00
             9.20          9.40        -36.87        -34.06          0.00
             9.40          9.60        -36.87        -34.06          0.00
             9.60          9.80        -36.87        -34.06          0.00
             9.80         10.00        -36.87        -34.06          0.00
             2.00          2.20        -34.06        -31.33          0.00
             2.20          2.40        -34.06        -31.33          0.00
             2.40          2.60        -34.06        -31.33          0.00
             2.60          2.80        -34.06        -31.33          0.00
             2.80          3.00        -34.06        -31.33          0.00
             3.00          3.20        -34.06        -31.33          0.00
             3.20          3.40        -34.06        -31.33          0.00
             3.40          3.60        -34.06        -31.33          0.00
             3.60          3.80        -34.06        -31.33          0.00
             3.80          4.00        -34.06        -31.33          0.00
             4.00          4.20        -34.06        -31.33          0.00
             4.20          4.40        -34.06        -31.33        425.96
             4.40          4.60        -34.06        -31.33        597.50
             4.60          4.80        -34.06        -31.33       1262.71
             4.80          5.00        -34.06        -31.33       4465.19
             5.00          5.20        -34.06        -31.33      15635.66
             5.20          5.40        -34.06        -31.33      59511.96
             5.40          5.60        -34.06        -31.33     180480.24
             5.60          5.80        -34.06        -31.33     424969.35
             5.80          6.00        -34.06        -31.33     776515.44
             6.00          6.20        -34.06        -31.33    1295337.99
             6.20          6.40        -34.06        -31.33    1810124.61
             6.40          6.60        -34.06        -31.33    2420028.35
             6.60          6.80        -34.06        -31.33    3253360.66
             6.80          7.00        -34.06        -31.33    3965192.05
             7.00          7.20        -34.06        -31.33    5245798.56
             7.20          7.40        -34.06        -31.33    6295498.23
             7.40          7.60        -34.06        -31.33    7500638.20
             7.60          7.80        -34.06        -31.33    9030304.35
             7.80          8.00        -34.06        -31.33   10610873.97
             8.00          8.20        -34.06        -31.33   13133972.78
             8.20          8.40        -34.06        -31.33   15484991.59
             8.40          8.60        -34.06        -31.33   17986353.94
             8.60          8.80        -34.06        -31.33   20689044.25
             8.80          9.00        -34.06        -31.33   25553911.63
             9.00          9.20        -34.06        -31.33          0.00
             9.20          9.40        -34.06        -31.33          0.00
             9.40          9.60        -34.06        -31.33          0.00
             9.60          9.80        -34.06        -31.33          0.00
             9.80         10.00        -34.06        -31.33          0.00
             2.00          2.20        -31.33        -28.69          0.00
             2.20          2.40        -31.33        -28.69          0.00
             2.40          2.60        -31.33        -28.69          0.00
             2.60          2.80        -31.33        -28.69          0.00
             2.80          3.00        -31.33        -28.69          0.00
             3.00          3.20        -31.33        -28.69          0.00
             3.20          3.40        -31.33        -28.69          0.00
             3.40          3.60        -31.33        -28.69          0.00
             3.60          3.80        -31.33        -28.69          0.00
             3.80          4.00        -31.33        -28.69          0.00
             4.00          4.20        -31.33        -28.69          0.00
             4.20          4.40        -31.33        -28.69        152.45
             4.40          4.60        -31.33        -28.69        615.25
             4.60          4.80        -31.33        -28.69       1792.13
             4.80          5.00        -31.33        -28.69       7250.12
             5.00          5.20        -31.33        -28.69      23158.17
             5.20          5.40        -31.33        -28.69      87717.90
             5.40          5.60        -31.33        -28.69     221299.35
             5.60          5.80        -31.33        -28.69     505975.22
             5.80          6.00        -31.33        -28.69     898344.17
             6.00          6.20        -31.33        -28.69    1385321.38
             6.20          6.40        -31.33        -28.69    2005929.76
             6.40          6.60        -31.33        -28.69    2626241.32
             6.60          6.80        -31.33        -28.69    3436330.21
             6.80          7.00        -31.33        -28.69    4403753.22
             7.00          7.20        -31.33        -28.69    5354211.40
             7.20          7.40        -31.33        -28.69    6683437.41
             7.40          7.60        -31.33        -28.69    8168025.97
             7.60          7.80        -31.33        -28.69    9977895.06
             7.80          8.00        -31.33        -28.69   11608863.38
             8.00          8.20        -31.33        -28.69   13951786.44
             8.20          8.40        -31.33        -28.69   16530922.37
             8.40          8.60        -31.33        -28.69   19529289.74
             8.60          8.80        -31.33        -28.69   23736299.98
             8.80          9.00        -31.33        -28.69   27683383.32
             9.00          9.20        -31.33        -28.69          0.00
             9.20          9.40        -31.33        -28.69          0.00
             9.40          9.60        -31.33        -28.69          0.00
             9.60          9.80        -31.33        -28.69          0.00
             9.80         10.00        -31.33        -28.69          0.00
             2.00          2.20        -28.69        -26.10          0.00
             2.20          2.40        -28.69        -26.10          0.00
             2.40          2.60        -28.69        -26.10          0.00
             2.60          2.80        -28.69        -26.10          0.00
             2.80          3.00        -28.69        -26.10          0.00
             3.00          3.20        -28.69        -26.10          0.00
             3.20          3.40        -28.69        -26.10          0.00
             3.40          3.60        -28.69        -26.10          0.00
             3.60          3.80        -28.69        -26.10          0.00
             3.80          4.00        -28.69        -26.10          0.00
             4.00          4.20        -28.69        -26.10          0.00
             4.20          4.40        -28.69        -26.10        244.35
             4.40          4.60        -28.69        -26.10        463.70
             4.60          4.80        -28.69        -26.10       2165.00
             4.80          5.00        -28.69        -26.10       8493.54
             5.00          5.20        -28.69        -26.10      28670.15
             5.20          5.40        -28.69        -26.10      97862.51
             5.40          5.60        -28.69        -26.10     247136.51
             5.60          5.80        -28.69        -26.10     574319.88
             5.80          6.00        -28.69        -26.10     992288.26
             6.00          6.20        -28.69        -26.10    1482088.51
             6.20          6.40        -28.69        -26.10    2180796.03
             6.40          6.60        -28.69        -26.10    2836794.42
             6.60          6.80        -28.69        -26.10    3787326.55
             6.80          7.00        -28.69        -26.10    4649178.45
             7.00          7.20        -28.69        -26.10    5794666.08
             7.20          7.40        -28.69        -26.10    7302505.08
             7.40          7.60        -28.69        -26.10    8630998.12
             7.60          7.80        -28.69        -26.10   10665557.29
             7.80          8.00        -28.69        -26.10   12735278.39
             8.00          8.20        -28.69        -26.10   15493007.14
             8.20          8.40        -28.69        -26.10   17877455.57
             8.40          8.60        -28.69        -26.10   21662073.98
             8.60          8.80        -28.69        -26.10   25613495.43
             8.80          9.00        -28.69        -26.10   29154674.57
             9.00          9.20        -28.69        -26.10          0.00
             9.20          9.40        -28.69        -26.10          0.00
             9.40          9.60        -28.69        -26.10          0.00
             9.60          9.80        -28.69        -26.10          0.00
             9.80         10.00        -28.69        -26.10          0.00
             2.00          2.20        -26.10        -23.58          0.00
             2.20          2.40        -26.10        -23.58          0.00
             2.40          2.60        -26.10        -23.58          0.00
             2.60          2.80        -26.10        -23.58          0.00
             2.80          3.00        -26.10        -23.58          0.00
             3.00          3.20        -26.10        -23.58          0.00
             3.20          3.40        -26.10        -23.58          0.00
             3.40          3.60        -26.10        -23.58          0.00
             3.60          3.80        -26.10        -23.58          0.00
             3.80          4.00        -26.10        -23.58          0.00
             4.00          4.20        -26.10        -23.58          0.00
             4.20          4.40        -26.10        -23.58        230.20
             4.40          4.60        -26.10        -23.58        376.18
             4.60          4.80        -26.10        -23.58       2455.93
             4.80          5.00        -26.10        -23.58       9323.85
             5.00          5.20        -26.10        -23.58      45728.59
             5.20          5.40        -26.10        -23.58     126843.68
             5.40          5.60        -26.10        -23.58     326034.65
             5.60          5.80        -26.10        -23.58     674204.24
             5.80          6.00        -26.10        -23.58    1119434.89
